
Aspect ratio at max_mode 3: 5.999999836943246
Mean iota at 3: 0.41999659049473215
Quasisymmetry objective at max_mode 3: 2.167484344763954e-05
Squared flux at max_mode 3: 0.06415397191789753
fun_coils_simple#1 - J=5.9e-02, Jf=5.9e-02, ⟨B·n⟩=2.7e-02, C-C-Sep=0.15 Jf=5.9e-02, J_length=1.8e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=3.7e-08, J_ALS=4.5e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([4.5, 4.5, 4.5, 4.5])=18.0, curvature=[4.1, 4.3, 4.6, 4.3], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#192 - J=1.9e-06, Jf=1.3e-06, ⟨B·n⟩=1.3e-04, C-C-Sep=0.13 Jf=1.3e-06, J_length=2.0e-06, J_CC=0.0e+00, J_CURVATURE=5.5e-10, J_MSC=8.4e-11, J_ALS=6.6e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.3, 5.2, 4.9, 4.9])=20.3, curvature=[4.7, 4.9, 4.9, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#193 - J=1.9e-06, Jf=1.2e-06, ⟨B·n⟩=1.3e-04, C-C-Sep=0.13 Jf=1.2e-06, J_length=2.0e-06, J_CC=0.0e+00, J_CURVATURE=6.8e-12, J_MSC=1.2e-08, J_ALS=6.6e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.3, 5.2, 5.0, 5.0])=20.4, curvature=[4.7, 4.9, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#194 - J=1.9e-06, Jf=1.2e-06, ⟨B·n⟩=1.3e-04, C-C-Sep=0.13 Jf=1.2e-06, J_length=2.0e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=8.3e-10, J_ALS=6.6e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.3, 5.2, 5.0, 5.0])=20.4, curvature=[4.7, 4.9, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#195 - J=1.9e-06, Jf=1.2e-06, ⟨B·n⟩=1.3e-04, C-C-Sep=0.13 Jf=1.2e-06, J_length=2.0e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=6.7e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.3, 5.2, 5.0, 5.0])=20.4, curvature=[4.7, 4.9, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#196 - J=1.9e-06, Jf=1.2e-06, ⟨B·n⟩=1.2e-04, C-C-Sep=0.13 Jf=1.2e-06, J_length=2.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=5.3e-08, J_ALS=6.8e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.3, 5.3, 5.0, 5.0])=20.6, curvature=[4.7, 4.9, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#197 - J=1.9e-06, Jf=1.2e-06, ⟨B·n⟩=1.2e-04, C-C-Sep=0.13 Jf=1.2e-06, J_length=2.0e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=2.4e-09, J_ALS=6.7e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.3, 5.2, 5.0, 5.0])=20.5, curvature=[4.7, 4.9, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#198 - J=1.9e-06, Jf=1.1e-06, ⟨B·n⟩=1.2e-04, C-C-Sep=0.13 Jf=1.1e-06, J_length=2.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=7.2e-08, J_ALS=6.8e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.3, 5.3, 5.0, 5.0])=20.6, curvature=[4.7, 4.9, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#199 - J=1.8e-06, Jf=1.2e-06, ⟨B·n⟩=1.2e-04, C-C-Sep=0.13 Jf=1.2e-06, J_length=2.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=7.4e-09, J_ALS=6.7e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.3, 5.2, 5.0, 5.0])=20.5, curvature=[4.7, 4.9, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#200 - J=1.8e-06, Jf=1.1e-06, ⟨B·n⟩=1.2e-04, C-C-Sep=0.13 Jf=1.1e-06, J_length=2.1e-06, J_CC=0.0e+00, J_CURVATURE=1.9e-09, J_MSC=1.2e-09, J_ALS=6.8e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.3, 5.2, 5.0, 5.0])=20.6, curvature=[4.7, 4.9, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#201 - J=1.8e-06, Jf=1.1e-06, ⟨B·n⟩=1.2e-04, C-C-Sep=0.13 Jf=1.1e-06, J_length=2.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=6.8e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.3, 5.2, 5.0, 5.0])=20.5, curvature=[4.7, 4.9, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#202 - J=1.7e-06, Jf=1.1e-06, ⟨B·n⟩=1.2e-04, C-C-Sep=0.13 Jf=1.1e-06, J_length=2.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=6.7e-10, J_ALS=6.8e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.3, 5.3, 5.0, 5.0])=20.6, curvature=[4.6, 4.9, 5.0, 4.9], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#203 - J=1.8e-06, Jf=1.0e-06, ⟨B·n⟩=1.1e-04, C-C-Sep=0.13 Jf=1.0e-06, J_length=2.1e-06, J_CC=0.0e+00, J_CURVATURE=2.3e-12, J_MSC=6.6e-08, J_ALS=6.9e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.4, 5.3, 5.0, 5.0])=20.7, curvature=[4.6, 4.9, 5.0, 4.9], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#204 - J=1.7e-06, Jf=1.0e-06, ⟨B·n⟩=1.1e-04, C-C-Sep=0.13 Jf=1.0e-06, J_length=2.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.0e-08, J_ALS=6.9e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.3, 5.3, 5.0, 5.0])=20.7, curvature=[4.6, 4.9, 5.0, 4.9], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#205 - J=1.7e-06, Jf=9.8e-07, ⟨B·n⟩=1.1e-04, C-C-Sep=0.13 Jf=9.8e-07, J_length=2.1e-06, J_CC=0.0e+00, J_CURVATURE=1.5e-08, J_MSC=1.4e-08, J_ALS=6.9e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.4, 5.3, 5.0, 5.0])=20.7, curvature=[4.5, 4.9, 5.1, 4.8], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#206 - J=1.7e-06, Jf=9.8e-07, ⟨B·n⟩=1.1e-04, C-C-Sep=0.13 Jf=9.8e-07, J_length=2.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=2.5e-10, J_ALS=6.9e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.4, 5.3, 5.0, 5.0])=20.7, curvature=[4.5, 4.9, 5.0, 4.9], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#207 - J=1.7e-06, Jf=9.7e-07, ⟨B·n⟩=1.1e-04, C-C-Sep=0.13 Jf=9.7e-07, J_length=2.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=8.3e-10, J_ALS=6.9e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.4, 5.3, 5.1, 5.0])=20.7, curvature=[4.5, 4.9, 5.0, 4.9], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#208 - J=1.6e-06, Jf=9.3e-07, ⟨B·n⟩=1.1e-04, C-C-Sep=0.13 Jf=9.3e-07, J_length=2.1e-06, J_CC=0.0e+00, J_CURVATURE=2.3e-10, J_MSC=9.7e-10, J_ALS=7.0e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.4, 5.3, 5.1, 5.0])=20.8, curvature=[4.6, 4.9, 5.0, 4.9], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#209 - J=1.6e-06, Jf=9.1e-07, ⟨B·n⟩=1.1e-04, C-C-Sep=0.13 Jf=9.1e-07, J_length=2.1e-06, J_CC=0.0e+00, J_CURVATURE=1.6e-10, J_MSC=1.1e-08, J_ALS=7.1e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.4, 5.3, 5.1, 5.1])=20.9, curvature=[4.8, 4.9, 5.0, 4.9], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#210 - J=1.6e-06, Jf=9.0e-07, ⟨B·n⟩=1.1e-04, C-C-Sep=0.13 Jf=9.0e-07, J_length=2.1e-06, J_CC=0.0e+00, J_CURVATURE=5.8e-13, J_MSC=1.1e-09, J_ALS=7.1e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.4, 5.3, 5.1, 5.1])=20.9, curvature=[4.8, 4.9, 5.0, 4.9], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#211 - J=1.6e-06, Jf=8.8e-07, ⟨B·n⟩=1.1e-04, C-C-Sep=0.13 Jf=8.8e-07, J_length=2.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=5.9e-09, J_ALS=7.1e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.4, 5.3, 5.1, 5.1])=20.9, curvature=[4.9, 5.0, 5.0, 4.9], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#212 - J=1.6e-06, Jf=8.6e-07, ⟨B·n⟩=1.1e-04, C-C-Sep=0.13 Jf=8.6e-07, J_length=2.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.6e-09, J_ALS=7.2e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.4, 5.4, 5.1, 5.1])=21.0, curvature=[5.0, 5.0, 4.9, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#213 - J=1.6e-06, Jf=8.3e-07, ⟨B·n⟩=1.0e-04, C-C-Sep=0.13 Jf=8.3e-07, J_length=2.1e-06, J_CC=0.0e+00, J_CURVATURE=5.8e-08, J_MSC=5.7e-09, J_ALS=7.3e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.5, 5.4, 5.1, 5.1])=21.0, curvature=[5.2, 5.0, 4.9, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#214 - J=1.6e-06, Jf=8.6e-07, ⟨B·n⟩=1.1e-04, C-C-Sep=0.13 Jf=8.6e-07, J_length=2.1e-06, J_CC=0.0e+00, J_CURVATURE=1.7e-09, J_MSC=1.7e-09, J_ALS=7.2e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.4, 5.4, 5.1, 5.1])=21.0, curvature=[5.0, 5.0, 4.9, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#215 - J=1.6e-06, Jf=8.4e-07, ⟨B·n⟩=1.0e-04, C-C-Sep=0.13 Jf=8.4e-07, J_length=2.1e-06, J_CC=0.0e+00, J_CURVATURE=7.2e-10, J_MSC=0.0e+00, J_ALS=7.2e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.4, 5.4, 5.1, 5.1])=21.0, curvature=[5.0, 5.0, 4.9, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#216 - J=1.6e-06, Jf=8.3e-07, ⟨B·n⟩=1.0e-04, C-C-Sep=0.13 Jf=8.3e-07, J_length=2.1e-06, J_CC=0.0e+00, J_CURVATURE=1.0e-09, J_MSC=0.0e+00, J_ALS=7.2e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.4, 5.4, 5.1, 5.1])=21.0, curvature=[5.0, 5.0, 4.9, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#217 - J=1.5e-06, Jf=8.0e-07, ⟨B·n⟩=1.0e-04, C-C-Sep=0.13 Jf=8.0e-07, J_length=2.1e-06, J_CC=0.0e+00, J_CURVATURE=4.7e-09, J_MSC=2.1e-09, J_ALS=7.3e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.5, 5.4, 5.1, 5.1])=21.1, curvature=[5.0, 5.0, 4.9, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#218 - J=1.5e-06, Jf=7.8e-07, ⟨B·n⟩=1.0e-04, C-C-Sep=0.13 Jf=7.8e-07, J_length=2.1e-06, J_CC=0.0e+00, J_CURVATURE=8.6e-11, J_MSC=5.7e-10, J_ALS=7.4e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.5, 5.4, 5.2, 5.1])=21.2, curvature=[5.0, 5.0, 4.9, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#219 - J=1.5e-06, Jf=7.6e-07, ⟨B·n⟩=9.9e-05, C-C-Sep=0.12 Jf=7.6e-07, J_length=2.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=7.4e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.5, 5.4, 5.2, 5.1])=21.2, curvature=[5.0, 5.0, 4.9, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#220 - J=1.3e-05, Jf=7.1e-07, ⟨B·n⟩=9.7e-05, C-C-Sep=0.12 Jf=7.1e-07, J_length=2.1e-06, J_CC=0.0e+00, J_CURVATURE=1.5e-10, J_MSC=5.0e-08, J_ALS=7.6e-07, J_LENGTH_PENALTY=1.2e-05 Coil lengths=sum([5.5, 5.5, 5.2, 5.2])=21.4, curvature=[5.0, 5.0, 5.0, 4.9], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#221 - J=1.5e-06, Jf=7.6e-07, ⟨B·n⟩=9.9e-05, C-C-Sep=0.12 Jf=7.6e-07, J_length=2.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=7.4e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.5, 5.4, 5.2, 5.1])=21.2, curvature=[5.0, 5.0, 4.9, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#222 - J=6.5e-06, Jf=7.2e-07, ⟨B·n⟩=9.7e-05, C-C-Sep=0.12 Jf=7.2e-07, J_length=2.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=3.9e-09, J_ALS=7.6e-07, J_LENGTH_PENALTY=5.0e-06 Coil lengths=sum([5.5, 5.5, 5.2, 5.2])=21.3, curvature=[5.0, 5.0, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#223 - J=1.5e-06, Jf=7.6e-07, ⟨B·n⟩=9.9e-05, C-C-Sep=0.12 Jf=7.6e-07, J_length=2.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=7.4e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.5, 5.4, 5.2, 5.1])=21.2, curvature=[5.0, 5.0, 4.9, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#224 - J=3.6e-06, Jf=7.3e-07, ⟨B·n⟩=9.8e-05, C-C-Sep=0.12 Jf=7.3e-07, J_length=2.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=4.6e-11, J_ALS=7.5e-07, J_LENGTH_PENALTY=2.2e-06 Coil lengths=sum([5.5, 5.4, 5.2, 5.1])=21.3, curvature=[5.0, 5.0, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#225 - J=1.5e-06, Jf=7.6e-07, ⟨B·n⟩=9.9e-05, C-C-Sep=0.12 Jf=7.6e-07, J_length=2.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=7.4e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.5, 5.4, 5.2, 5.1])=21.2, curvature=[5.0, 5.0, 4.9, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#226 - J=2.4e-06, Jf=7.4e-07, ⟨B·n⟩=9.8e-05, C-C-Sep=0.12 Jf=7.4e-07, J_length=2.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=7.5e-07, J_LENGTH_PENALTY=9.3e-07 Coil lengths=sum([5.5, 5.4, 5.2, 5.1])=21.3, curvature=[5.0, 5.0, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#227 - J=1.5e-06, Jf=7.6e-07, ⟨B·n⟩=9.9e-05, C-C-Sep=0.12 Jf=7.6e-07, J_length=2.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=7.4e-07, J_LENGTH_PENALTY=2.0e-12 Coil lengths=sum([5.5, 5.4, 5.2, 5.1])=21.2, curvature=[5.0, 5.0, 4.9, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#228 - J=1.5e-06, Jf=7.5e-07, ⟨B·n⟩=1.0e-04, C-C-Sep=0.12 Jf=7.5e-07, J_length=2.1e-06, J_CC=0.0e+00, J_CURVATURE=4.6e-09, J_MSC=4.4e-08, J_ALS=7.4e-07, J_LENGTH_PENALTY=4.4e-15 Coil lengths=sum([5.5, 5.4, 5.2, 5.1])=21.2, curvature=[4.9, 5.0, 5.0, 5.0], mean squared curvature=[4.9, 5.0, 5.0, 5.0]
fun_coils#229 - J=1.5e-06, Jf=7.3e-07, ⟨B·n⟩=9.7e-05, C-C-Sep=0.12 Jf=7.3e-07, J_length=2.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-10, J_ALS=7.4e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.5, 5.4, 5.2, 5.1])=21.2, curvature=[4.9, 5.0, 5.0, 4.9], mean squared curvature=[4.9, 5.0, 5.0, 5.0]
fun_coils#230 - J=1.5e-06, Jf=7.1e-07, ⟨B·n⟩=9.6e-05, C-C-Sep=0.12 Jf=7.1e-07, J_length=2.1e-06, J_CC=0.0e+00, J_CURVATURE=7.8e-10, J_MSC=1.5e-09, J_ALS=7.4e-07, J_LENGTH_PENALTY=6.0e-09 Coil lengths=sum([5.5, 5.4, 5.2, 5.1])=21.2, curvature=[4.9, 5.0, 5.0, 4.9], mean squared curvature=[4.9, 5.0, 5.0, 5.0]
fun_coils#231 - J=1.8e-06, Jf=8.0e-07, ⟨B·n⟩=1.1e-04, C-C-Sep=0.12 Jf=8.0e-07, J_length=2.1e-06, J_CC=0.0e+00, J_CURVATURE=7.6e-08, J_MSC=2.1e-07, J_ALS=7.4e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.5, 5.4, 5.2, 5.1])=21.2, curvature=[4.7, 5.0, 5.2, 5.0], mean squared curvature=[4.9, 5.0, 5.1, 5.0]
fun_coils#232 - J=1.5e-06, Jf=7.1e-07, ⟨B·n⟩=9.6e-05, C-C-Sep=0.12 Jf=7.1e-07, J_length=2.1e-06, J_CC=0.0e+00, J_CURVATURE=3.1e-09, J_MSC=5.6e-09, J_ALS=7.4e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.5, 5.4, 5.2, 5.1])=21.2, curvature=[4.9, 5.0, 5.0, 5.0], mean squared curvature=[4.9, 5.0, 5.0, 5.0]
fun_coils#233 - J=1.5e-06, Jf=7.1e-07, ⟨B·n⟩=9.6e-05, C-C-Sep=0.12 Jf=7.1e-07, J_length=2.1e-06, J_CC=0.0e+00, J_CURVATURE=1.6e-10, J_MSC=0.0e+00, J_ALS=7.4e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.5, 5.4, 5.2, 5.1])=21.2, curvature=[4.8, 5.0, 5.0, 5.0], mean squared curvature=[4.9, 5.0, 5.0, 5.0]
fun_coils#234 - J=1.4e-06, Jf=7.0e-07, ⟨B·n⟩=9.5e-05, C-C-Sep=0.12 Jf=7.0e-07, J_length=2.1e-06, J_CC=0.0e+00, J_CURVATURE=4.8e-10, J_MSC=0.0e+00, J_ALS=7.4e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.5, 5.4, 5.2, 5.1])=21.2, curvature=[4.8, 5.0, 5.0, 5.0], mean squared curvature=[4.9, 5.0, 5.0, 5.0]
fun_coils#235 - J=1.4e-06, Jf=6.9e-07, ⟨B·n⟩=9.4e-05, C-C-Sep=0.12 Jf=6.9e-07, J_length=2.1e-06, J_CC=0.0e+00, J_CURVATURE=8.6e-10, J_MSC=3.1e-10, J_ALS=7.4e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.5, 5.4, 5.2, 5.1])=21.2, curvature=[4.8, 5.0, 5.0, 5.0], mean squared curvature=[4.9, 5.0, 5.0, 5.0]
fun_coils#236 - J=1.4e-06, Jf=6.7e-07, ⟨B·n⟩=9.2e-05, C-C-Sep=0.12 Jf=6.7e-07, J_length=2.1e-06, J_CC=0.0e+00, J_CURVATURE=2.0e-09, J_MSC=2.6e-09, J_ALS=7.4e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.5, 5.4, 5.2, 5.1])=21.3, curvature=[4.7, 5.0, 5.0, 5.0], mean squared curvature=[4.9, 5.0, 5.0, 5.0]
fun_coils#237 - J=1.4e-06, Jf=6.6e-07, ⟨B·n⟩=9.1e-05, C-C-Sep=0.12 Jf=6.6e-07, J_length=2.1e-06, J_CC=0.0e+00, J_CURVATURE=2.6e-09, J_MSC=1.7e-08, J_ALS=7.4e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.5, 5.4, 5.2, 5.1])=21.3, curvature=[4.7, 5.0, 5.0, 5.0], mean squared curvature=[4.9, 5.0, 5.0, 5.0]
fun_coils#238 - J=1.4e-06, Jf=6.6e-07, ⟨B·n⟩=9.2e-05, C-C-Sep=0.12 Jf=6.6e-07, J_length=2.1e-06, J_CC=0.0e+00, J_CURVATURE=2.0e-09, J_MSC=1.6e-09, J_ALS=7.4e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.5, 5.4, 5.2, 5.1])=21.3, curvature=[4.7, 5.0, 5.0, 5.0], mean squared curvature=[4.9, 5.0, 5.0, 5.0]
fun_coils#239 - J=1.4e-06, Jf=6.5e-07, ⟨B·n⟩=9.1e-05, C-C-Sep=0.12 Jf=6.5e-07, J_length=2.1e-06, J_CC=0.0e+00, J_CURVATURE=3.3e-10, J_MSC=1.1e-09, J_ALS=7.4e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.5, 5.4, 5.2, 5.1])=21.3, curvature=[4.7, 5.0, 5.0, 5.0], mean squared curvature=[4.9, 5.0, 5.0, 5.0]
fun_coils#240 - J=1.4e-06, Jf=6.4e-07, ⟨B·n⟩=9.1e-05, C-C-Sep=0.12 Jf=6.4e-07, J_length=2.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=7.4e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.5, 5.4, 5.2, 5.1])=21.3, curvature=[4.7, 5.0, 5.0, 5.0], mean squared curvature=[4.9, 5.0, 5.0, 5.0]
fun_coils#241 - J=1.4e-06, Jf=6.2e-07, ⟨B·n⟩=9.1e-05, C-C-Sep=0.12 Jf=6.2e-07, J_length=2.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=2.4e-08, J_ALS=7.3e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.5, 5.4, 5.2, 5.2])=21.3, curvature=[4.6, 5.0, 4.9, 4.9], mean squared curvature=[4.9, 5.0, 5.0, 5.0]
fun_coils#242 - J=1.4e-06, Jf=6.3e-07, ⟨B·n⟩=9.0e-05, C-C-Sep=0.12 Jf=6.3e-07, J_length=2.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.0e-09, J_ALS=7.4e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.5, 5.4, 5.2, 5.1])=21.3, curvature=[4.6, 5.0, 4.9, 4.9], mean squared curvature=[4.9, 5.0, 5.0, 5.0]
fun_coils#243 - J=1.4e-06, Jf=6.2e-07, ⟨B·n⟩=9.0e-05, C-C-Sep=0.12 Jf=6.2e-07, J_length=2.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.2e-09, J_ALS=7.3e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.5, 5.4, 5.2, 5.1])=21.3, curvature=[4.6, 5.0, 4.9, 4.9], mean squared curvature=[4.9, 5.0, 5.0, 5.0]
fun_coils#244 - J=1.3e-06, Jf=6.1e-07, ⟨B·n⟩=8.9e-05, C-C-Sep=0.12 Jf=6.1e-07, J_length=2.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=7.3e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.5, 5.4, 5.2, 5.1])=21.3, curvature=[4.6, 4.9, 5.0, 4.9], mean squared curvature=[4.9, 5.0, 5.0, 5.0]
fun_coils#245 - J=1.3e-06, Jf=6.0e-07, ⟨B·n⟩=8.9e-05, C-C-Sep=0.12 Jf=6.0e-07, J_length=2.1e-06, J_CC=0.0e+00, J_CURVATURE=7.5e-09, J_MSC=2.8e-09, J_ALS=7.3e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.5, 5.4, 5.2, 5.1])=21.3, curvature=[4.6, 4.9, 5.1, 4.9], mean squared curvature=[4.9, 5.0, 5.0, 5.0]
fun_coils#246 - J=1.3e-06, Jf=6.0e-07, ⟨B·n⟩=8.9e-05, C-C-Sep=0.12 Jf=6.0e-07, J_length=2.1e-06, J_CC=0.0e+00, J_CURVATURE=8.5e-10, J_MSC=6.5e-11, J_ALS=7.3e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.5, 5.4, 5.2, 5.1])=21.3, curvature=[4.6, 4.9, 5.0, 4.9], mean squared curvature=[4.9, 5.0, 5.0, 5.0]
fun_coils#247 - J=1.3e-06, Jf=6.0e-07, ⟨B·n⟩=8.8e-05, C-C-Sep=0.12 Jf=6.0e-07, J_length=2.1e-06, J_CC=0.0e+00, J_CURVATURE=2.9e-10, J_MSC=2.8e-10, J_ALS=7.3e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.5, 5.4, 5.2, 5.1])=21.3, curvature=[4.6, 4.9, 5.0, 4.9], mean squared curvature=[4.9, 5.0, 5.0, 5.0]
