
Aspect ratio at max_mode 3: 3.4999672887756104
Mean iota at 3: -0.22999971505212466
Quasisymmetry objective at max_mode 3: 5.3236988549950675e-05
Squared flux at max_mode 3: 0.033433560268673085
fun_coils_simple#1 - J=3.4e-02, Jf=3.4e-02, ⟨B·n⟩=5.7e-02, C-C-Sep=0.18 Jf=3.4e-02, J_length=9.3e-07, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=2.0e-37, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.8, 2.5])=9.3, curvature=[0.9, 2.5], mean squared curvature=[0.9, 6.1]
fun_coils#49 - J=6.6e-04, Jf=5.8e-04, ⟨B·n⟩=5.8e-03, C-C-Sep=0.18 Jf=5.8e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=1.5e-07, J_MSC=0.0e+00, J_ALS=7.1e-08, J_LENGTH_PENALTY=7.6e-05 Coil lengths=sum([7.0, 3.9])=10.9, curvature=[1.4, 12.5], mean squared curvature=[1.2, 5.8]
fun_coils#50 - J=5.9e-04, Jf=4.7e-04, ⟨B·n⟩=5.4e-03, C-C-Sep=0.14 Jf=4.7e-04, J_length=1.1e-06, J_CC=6.5e-07, J_CURVATURE=3.4e-06, J_MSC=0.0e+00, J_ALS=7.2e-08, J_LENGTH_PENALTY=1.2e-04 Coil lengths=sum([7.1, 3.9])=11.0, curvature=[1.5, 13.9], mean squared curvature=[1.3, 6.4]
fun_coils#51 - J=5.7e-04, Jf=4.8e-04, ⟨B·n⟩=5.4e-03, C-C-Sep=0.15 Jf=4.8e-04, J_length=1.1e-06, J_CC=7.6e-08, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=7.2e-08, J_LENGTH_PENALTY=8.9e-05 Coil lengths=sum([7.1, 3.9])=11.0, curvature=[1.5, 11.8], mean squared curvature=[1.3, 5.8]
fun_coils#52 - J=5.6e-04, Jf=4.9e-04, ⟨B·n⟩=5.3e-03, C-C-Sep=0.14 Jf=4.9e-04, J_length=1.1e-06, J_CC=1.0e-06, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=7.1e-08, J_LENGTH_PENALTY=7.3e-05 Coil lengths=sum([7.1, 3.9])=11.0, curvature=[1.5, 11.7], mean squared curvature=[1.3, 5.7]
fun_coils#53 - J=5.5e-04, Jf=4.8e-04, ⟨B·n⟩=5.3e-03, C-C-Sep=0.14 Jf=4.8e-04, J_length=1.1e-06, J_CC=2.2e-06, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=7.0e-08, J_LENGTH_PENALTY=6.1e-05 Coil lengths=sum([7.1, 3.9])=11.0, curvature=[1.5, 11.5], mean squared curvature=[1.3, 5.8]
fun_coils#54 - J=5.2e-04, Jf=4.7e-04, ⟨B·n⟩=5.3e-03, C-C-Sep=0.14 Jf=4.7e-04, J_length=1.1e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=6.9e-08, J_LENGTH_PENALTY=4.6e-05 Coil lengths=sum([7.1, 3.9])=10.9, curvature=[1.5, 10.7], mean squared curvature=[1.3, 6.0]
fun_coils#55 - J=4.7e-04, Jf=4.1e-04, ⟨B·n⟩=5.2e-03, C-C-Sep=0.13 Jf=4.1e-04, J_length=1.1e-06, J_CC=1.2e-05, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=7.5e-08, J_LENGTH_PENALTY=4.5e-05 Coil lengths=sum([7.1, 3.9])=10.9, curvature=[1.6, 8.4], mean squared curvature=[1.4, 7.1]
fun_coils#56 - J=4.1e-04, Jf=3.9e-04, ⟨B·n⟩=5.1e-03, C-C-Sep=0.14 Jf=3.9e-04, J_length=1.1e-06, J_CC=3.7e-06, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=8.2e-08, J_LENGTH_PENALTY=1.7e-05 Coil lengths=sum([7.0, 3.9])=10.9, curvature=[1.7, 6.4], mean squared curvature=[1.5, 8.9]
fun_coils#57 - J=3.8e-04, Jf=3.7e-04, ⟨B·n⟩=5.0e-03, C-C-Sep=0.13 Jf=3.7e-04, J_length=1.1e-06, J_CC=1.1e-05, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=8.3e-08, J_LENGTH_PENALTY=5.4e-06 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[1.8, 5.8], mean squared curvature=[1.5, 8.1]
fun_coils#58 - J=3.7e-04, Jf=3.6e-04, ⟨B·n⟩=5.0e-03, C-C-Sep=0.13 Jf=3.6e-04, J_length=1.1e-06, J_CC=1.1e-05, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=8.6e-08, J_LENGTH_PENALTY=4.5e-06 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[1.8, 6.0], mean squared curvature=[1.6, 7.8]
fun_coils#59 - J=3.6e-04, Jf=3.5e-04, ⟨B·n⟩=5.0e-03, C-C-Sep=0.13 Jf=3.5e-04, J_length=1.1e-06, J_CC=6.5e-06, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=8.6e-08, J_LENGTH_PENALTY=3.9e-06 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[1.8, 5.5], mean squared curvature=[1.6, 7.0]
fun_coils#60 - J=3.5e-04, Jf=3.4e-04, ⟨B·n⟩=5.0e-03, C-C-Sep=0.13 Jf=3.4e-04, J_length=1.1e-06, J_CC=4.4e-06, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=9.0e-08, J_LENGTH_PENALTY=4.7e-06 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[1.8, 5.6], mean squared curvature=[1.6, 6.7]
fun_coils#61 - J=3.3e-04, Jf=3.3e-04, ⟨B·n⟩=5.0e-03, C-C-Sep=0.14 Jf=3.3e-04, J_length=1.1e-06, J_CC=9.1e-07, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=8.9e-08, J_LENGTH_PENALTY=7.1e-06 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[1.8, 5.6], mean squared curvature=[1.6, 6.2]
fun_coils#62 - J=3.3e-04, Jf=3.2e-04, ⟨B·n⟩=5.0e-03, C-C-Sep=0.14 Jf=3.2e-04, J_length=1.1e-06, J_CC=5.1e-07, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=9.2e-08, J_LENGTH_PENALTY=7.9e-06 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[1.8, 6.4], mean squared curvature=[1.6, 6.4]
fun_coils#63 - J=3.2e-04, Jf=3.2e-04, ⟨B·n⟩=4.9e-03, C-C-Sep=0.15 Jf=3.2e-04, J_length=1.1e-06, J_CC=3.1e-07, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=9.5e-08, J_LENGTH_PENALTY=7.2e-06 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[1.9, 7.8], mean squared curvature=[1.6, 6.8]
fun_coils#64 - J=3.2e-04, Jf=3.1e-04, ⟨B·n⟩=4.9e-03, C-C-Sep=0.14 Jf=3.1e-04, J_length=1.1e-06, J_CC=6.0e-07, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=9.8e-08, J_LENGTH_PENALTY=6.2e-06 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[1.9, 9.2], mean squared curvature=[1.6, 7.2]
fun_coils#65 - J=3.2e-04, Jf=3.1e-04, ⟨B·n⟩=4.9e-03, C-C-Sep=0.14 Jf=3.1e-04, J_length=1.1e-06, J_CC=8.6e-07, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=1.0e-07, J_LENGTH_PENALTY=5.2e-06 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[1.9, 10.3], mean squared curvature=[1.6, 7.5]
fun_coils#66 - J=3.2e-04, Jf=3.1e-04, ⟨B·n⟩=4.9e-03, C-C-Sep=0.14 Jf=3.1e-04, J_length=1.1e-06, J_CC=1.3e-06, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=1.0e-07, J_LENGTH_PENALTY=5.3e-06 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[1.9, 10.6], mean squared curvature=[1.7, 7.7]
fun_coils#67 - J=3.2e-04, Jf=3.1e-04, ⟨B·n⟩=4.9e-03, C-C-Sep=0.14 Jf=3.1e-04, J_length=1.1e-06, J_CC=1.2e-06, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=1.0e-07, J_LENGTH_PENALTY=5.0e-06 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[1.9, 10.9], mean squared curvature=[1.7, 7.9]
fun_coils#68 - J=3.2e-04, Jf=3.1e-04, ⟨B·n⟩=4.9e-03, C-C-Sep=0.14 Jf=3.1e-04, J_length=1.1e-06, J_CC=9.7e-07, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=1.0e-07, J_LENGTH_PENALTY=6.1e-06 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[1.9, 10.1], mean squared curvature=[1.7, 8.1]
fun_coils#69 - J=3.1e-04, Jf=3.0e-04, ⟨B·n⟩=4.9e-03, C-C-Sep=0.15 Jf=3.0e-04, J_length=1.1e-06, J_CC=3.4e-07, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=1.1e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[1.9, 10.1], mean squared curvature=[1.7, 8.1]
fun_coils#70 - J=3.1e-04, Jf=3.0e-04, ⟨B·n⟩=4.8e-03, C-C-Sep=0.15 Jf=3.0e-04, J_length=1.1e-06, J_CC=7.2e-08, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=1.1e-07, J_LENGTH_PENALTY=9.5e-06 Coil lengths=sum([7.0, 3.8])=10.9, curvature=[1.9, 10.7], mean squared curvature=[1.7, 8.4]
fun_coils#71 - J=3.0e-04, Jf=2.9e-04, ⟨B·n⟩=4.8e-03, C-C-Sep=0.15 Jf=2.9e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=1.2e-07, J_LENGTH_PENALTY=9.7e-06 Coil lengths=sum([7.0, 3.8])=10.9, curvature=[1.9, 11.7], mean squared curvature=[1.7, 8.6]
fun_coils#72 - J=3.0e-04, Jf=2.9e-04, ⟨B·n⟩=4.7e-03, C-C-Sep=0.15 Jf=2.9e-04, J_length=1.1e-06, J_CC=4.8e-09, J_CURVATURE=2.1e-06, J_MSC=0.0e+00, J_ALS=1.4e-07, J_LENGTH_PENALTY=1.1e-05 Coil lengths=sum([7.0, 3.8])=10.9, curvature=[2.0, 15.0], mean squared curvature=[1.8, 10.4]
fun_coils#73 - J=2.3e+02, Jf=3.3e-04, ⟨B·n⟩=5.0e-03, C-C-Sep=0.13 Jf=3.3e-04, J_length=1.1e-06, J_CC=5.9e-06, J_CURVATURE=4.2e-01, J_MSC=2.3e+02, J_ALS=2.1e-07, J_LENGTH_PENALTY=8.4e-05 Coil lengths=sum([7.0, 3.9])=10.9, curvature=[2.5, 3274.1], mean squared curvature=[2.2, 2172.5]
fun_coils#74 - J=9.7e-04, Jf=2.8e-04, ⟨B·n⟩=4.6e-03, C-C-Sep=0.14 Jf=2.8e-04, J_length=1.1e-06, J_CC=1.3e-07, J_CURVATURE=1.9e-04, J_MSC=4.8e-04, J_ALS=1.6e-07, J_LENGTH_PENALTY=1.7e-05 Coil lengths=sum([7.0, 3.9])=10.9, curvature=[2.1, 39.0], mean squared curvature=[1.9, 15.1]
fun_coils#75 - J=3.0e-04, Jf=2.8e-04, ⟨B·n⟩=4.7e-03, C-C-Sep=0.15 Jf=2.8e-04, J_length=1.1e-06, J_CC=1.4e-08, J_CURVATURE=4.3e-07, J_MSC=0.0e+00, J_ALS=1.4e-07, J_LENGTH_PENALTY=1.2e-05 Coil lengths=sum([7.0, 3.8])=10.9, curvature=[2.0, 13.2], mean squared curvature=[1.9, 10.9]
fun_coils#76 - J=2.9e-03, Jf=2.9e-04, ⟨B·n⟩=4.7e-03, C-C-Sep=0.16 Jf=2.9e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=3.5e-04, J_MSC=2.3e-03, J_ALS=1.5e-07, J_LENGTH_PENALTY=1.0e-05 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[2.1, 31.5], mean squared curvature=[1.9, 18.7]
fun_coils#77 - J=3.0e-04, Jf=2.8e-04, ⟨B·n⟩=4.7e-03, C-C-Sep=0.15 Jf=2.8e-04, J_length=1.1e-06, J_CC=1.3e-08, J_CURVATURE=3.3e-07, J_MSC=0.0e+00, J_ALS=1.4e-07, J_LENGTH_PENALTY=1.2e-05 Coil lengths=sum([7.0, 3.8])=10.9, curvature=[2.0, 13.1], mean squared curvature=[1.9, 10.9]
fun_coils#78 - J=2.9e-04, Jf=2.9e-04, ⟨B·n⟩=4.7e-03, C-C-Sep=0.15 Jf=2.9e-04, J_length=1.1e-06, J_CC=6.9e-08, J_CURVATURE=1.9e-07, J_MSC=0.0e+00, J_ALS=1.4e-07, J_LENGTH_PENALTY=3.2e-06 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[2.0, 12.9], mean squared curvature=[1.8, 10.3]
fun_coils#79 - J=2.9e-04, Jf=2.9e-04, ⟨B·n⟩=4.7e-03, C-C-Sep=0.15 Jf=2.9e-04, J_length=1.1e-06, J_CC=1.4e-07, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=1.4e-07, J_LENGTH_PENALTY=5.8e-06 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[2.0, 11.2], mean squared curvature=[1.9, 10.6]
fun_coils#80 - J=2.9e-04, Jf=2.8e-04, ⟨B·n⟩=4.6e-03, C-C-Sep=0.14 Jf=2.8e-04, J_length=1.1e-06, J_CC=2.9e-07, J_CURVATURE=1.4e-06, J_MSC=0.0e+00, J_ALS=1.5e-07, J_LENGTH_PENALTY=8.0e-06 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[2.1, 14.4], mean squared curvature=[1.9, 11.8]
fun_coils#81 - J=2.9e-04, Jf=2.8e-04, ⟨B·n⟩=4.6e-03, C-C-Sep=0.15 Jf=2.8e-04, J_length=1.1e-06, J_CC=2.1e-07, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=1.5e-07, J_LENGTH_PENALTY=6.9e-06 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[2.1, 11.5], mean squared curvature=[1.9, 11.2]
fun_coils#82 - J=4.0e-04, Jf=2.8e-04, ⟨B·n⟩=4.6e-03, C-C-Sep=0.14 Jf=2.8e-04, J_length=1.1e-06, J_CC=6.8e-07, J_CURVATURE=3.6e-05, J_MSC=8.1e-05, J_ALS=1.6e-07, J_LENGTH_PENALTY=8.6e-06 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[2.1, 24.5], mean squared curvature=[1.9, 13.3]
fun_coils#83 - J=2.9e-04, Jf=2.8e-04, ⟨B·n⟩=4.6e-03, C-C-Sep=0.14 Jf=2.8e-04, J_length=1.1e-06, J_CC=2.9e-07, J_CURVATURE=1.7e-08, J_MSC=0.0e+00, J_ALS=1.5e-07, J_LENGTH_PENALTY=7.2e-06 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[2.1, 12.2], mean squared curvature=[1.9, 11.5]
fun_coils#84 - J=3.1e-04, Jf=2.7e-04, ⟨B·n⟩=4.6e-03, C-C-Sep=0.14 Jf=2.7e-04, J_length=1.1e-06, J_CC=2.1e-06, J_CURVATURE=1.3e-07, J_MSC=2.7e-05, J_ALS=1.6e-07, J_LENGTH_PENALTY=1.0e-05 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[2.1, 12.5], mean squared curvature=[2.0, 12.7]
fun_coils#85 - J=2.9e-04, Jf=2.8e-04, ⟨B·n⟩=4.6e-03, C-C-Sep=0.14 Jf=2.8e-04, J_length=1.1e-06, J_CC=5.5e-07, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=1.5e-07, J_LENGTH_PENALTY=7.9e-06 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[2.1, 11.9], mean squared curvature=[1.9, 11.8]
fun_coils#86 - J=5.5e-04, Jf=2.7e-04, ⟨B·n⟩=4.5e-03, C-C-Sep=0.14 Jf=2.7e-04, J_length=1.1e-06, J_CC=2.4e-06, J_CURVATURE=2.6e-05, J_MSC=2.4e-04, J_ALS=1.6e-07, J_LENGTH_PENALTY=9.0e-06 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[2.2, 20.8], mean squared curvature=[2.0, 14.2]
fun_coils#87 - J=2.9e-04, Jf=2.8e-04, ⟨B·n⟩=4.6e-03, C-C-Sep=0.14 Jf=2.8e-04, J_length=1.1e-06, J_CC=6.8e-07, J_CURVATURE=5.0e-08, J_MSC=0.0e+00, J_ALS=1.5e-07, J_LENGTH_PENALTY=8.0e-06 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[2.1, 12.5], mean squared curvature=[1.9, 12.0]
fun_coils#88 - J=5.1e-04, Jf=2.7e-04, ⟨B·n⟩=4.6e-03, C-C-Sep=0.14 Jf=2.7e-04, J_length=1.1e-06, J_CC=4.5e-06, J_CURVATURE=7.7e-06, J_MSC=2.1e-04, J_ALS=1.6e-07, J_LENGTH_PENALTY=8.7e-06 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[2.2, 15.2], mean squared curvature=[2.0, 14.0]
fun_coils#89 - J=2.9e-04, Jf=2.8e-04, ⟨B·n⟩=4.6e-03, C-C-Sep=0.14 Jf=2.8e-04, J_length=1.1e-06, J_CC=7.8e-07, J_CURVATURE=2.4e-08, J_MSC=7.4e-08, J_ALS=1.5e-07, J_LENGTH_PENALTY=8.0e-06 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[2.1, 12.3], mean squared curvature=[1.9, 12.0]
fun_coils#90 - J=2.9e-04, Jf=2.8e-04, ⟨B·n⟩=4.6e-03, C-C-Sep=0.14 Jf=2.8e-04, J_length=1.1e-06, J_CC=4.0e-06, J_CURVATURE=5.1e-08, J_MSC=2.6e-07, J_ALS=1.5e-07, J_LENGTH_PENALTY=6.5e-06 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[2.1, 12.5], mean squared curvature=[1.9, 12.1]
fun_coils#91 - J=2.9e-04, Jf=2.8e-04, ⟨B·n⟩=4.6e-03, C-C-Sep=0.14 Jf=2.8e-04, J_length=1.1e-06, J_CC=1.6e-06, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=1.5e-07, J_LENGTH_PENALTY=7.1e-06 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[2.1, 11.4], mean squared curvature=[1.9, 12.0]
fun_coils#92 - J=2.9e-04, Jf=2.8e-04, ⟨B·n⟩=4.6e-03, C-C-Sep=0.14 Jf=2.8e-04, J_length=1.1e-06, J_CC=1.4e-06, J_CURVATURE=0.0e+00, J_MSC=8.3e-08, J_ALS=1.5e-07, J_LENGTH_PENALTY=6.0e-06 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[2.1, 11.3], mean squared curvature=[1.9, 12.0]
fun_coils#93 - J=2.8e-04, Jf=2.8e-04, ⟨B·n⟩=4.6e-03, C-C-Sep=0.14 Jf=2.8e-04, J_length=1.1e-06, J_CC=8.0e-07, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=1.5e-07, J_LENGTH_PENALTY=4.7e-06 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[2.1, 11.1], mean squared curvature=[1.9, 12.0]
fun_coils#94 - J=2.8e-04, Jf=2.8e-04, ⟨B·n⟩=4.6e-03, C-C-Sep=0.14 Jf=2.8e-04, J_length=1.1e-06, J_CC=1.0e-06, J_CURVATURE=0.0e+00, J_MSC=1.8e-07, J_ALS=1.5e-07, J_LENGTH_PENALTY=4.6e-06 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[2.1, 11.9], mean squared curvature=[1.9, 12.1]
fun_coils#95 - J=2.8e-04, Jf=2.7e-04, ⟨B·n⟩=4.6e-03, C-C-Sep=0.14 Jf=2.7e-04, J_length=1.1e-06, J_CC=2.0e-06, J_CURVATURE=2.6e-07, J_MSC=5.1e-07, J_ALS=1.4e-07, J_LENGTH_PENALTY=5.2e-06 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[2.1, 13.0], mean squared curvature=[1.9, 12.1]
fun_coils#96 - J=2.8e-04, Jf=2.6e-04, ⟨B·n⟩=4.6e-03, C-C-Sep=0.14 Jf=2.6e-04, J_length=1.1e-06, J_CC=4.2e-06, J_CURVATURE=2.8e-09, J_MSC=6.6e-08, J_ALS=1.4e-07, J_LENGTH_PENALTY=6.8e-06 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[2.1, 12.1], mean squared curvature=[2.0, 12.0]
fun_coils#97 - J=2.7e-04, Jf=2.6e-04, ⟨B·n⟩=4.6e-03, C-C-Sep=0.14 Jf=2.6e-04, J_length=1.1e-06, J_CC=3.9e-06, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=1.4e-07, J_LENGTH_PENALTY=5.4e-06 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[2.1, 11.8], mean squared curvature=[2.0, 12.0]
fun_coils#98 - J=2.7e-04, Jf=2.6e-04, ⟨B·n⟩=4.6e-03, C-C-Sep=0.14 Jf=2.6e-04, J_length=1.1e-06, J_CC=4.3e-06, J_CURVATURE=0.0e+00, J_MSC=1.6e-07, J_ALS=1.4e-07, J_LENGTH_PENALTY=3.3e-06 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[2.1, 11.9], mean squared curvature=[2.0, 12.1]
fun_coils#99 - J=2.6e-04, Jf=2.6e-04, ⟨B·n⟩=4.6e-03, C-C-Sep=0.14 Jf=2.6e-04, J_length=1.1e-06, J_CC=3.5e-06, J_CURVATURE=0.0e+00, J_MSC=2.9e-08, J_ALS=1.4e-07, J_LENGTH_PENALTY=1.8e-06 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[2.1, 11.1], mean squared curvature=[2.0, 12.0]
fun_coils#100 - J=2.6e-04, Jf=2.5e-04, ⟨B·n⟩=4.6e-03, C-C-Sep=0.14 Jf=2.5e-04, J_length=1.1e-06, J_CC=2.7e-06, J_CURVATURE=0.0e+00, J_MSC=4.9e-06, J_ALS=1.5e-07, J_LENGTH_PENALTY=1.6e-06 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[2.2, 9.8], mean squared curvature=[2.2, 12.3]
fun_coils#101 - J=2.7e-04, Jf=2.5e-04, ⟨B·n⟩=4.6e-03, C-C-Sep=0.12 Jf=2.5e-04, J_length=1.1e-06, J_CC=1.7e-05, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=1.4e-07, J_LENGTH_PENALTY=2.5e-06 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[2.4, 9.3], mean squared curvature=[2.3, 11.8]
fun_coils#102 - J=2.6e-04, Jf=2.5e-04, ⟨B·n⟩=4.6e-03, C-C-Sep=0.14 Jf=2.5e-04, J_length=1.1e-06, J_CC=4.4e-06, J_CURVATURE=0.0e+00, J_MSC=6.7e-07, J_ALS=1.4e-07, J_LENGTH_PENALTY=1.6e-06 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[2.2, 9.5], mean squared curvature=[2.2, 12.1]
fun_coils#103 - J=2.5e-04, Jf=2.5e-04, ⟨B·n⟩=4.5e-03, C-C-Sep=0.14 Jf=2.5e-04, J_length=1.1e-06, J_CC=2.2e-06, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=1.4e-07, J_LENGTH_PENALTY=2.0e-06 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[2.2, 9.6], mean squared curvature=[2.2, 12.0]
fun_coils#104 - J=2.5e-04, Jf=2.4e-04, ⟨B·n⟩=4.5e-03, C-C-Sep=0.14 Jf=2.4e-04, J_length=1.1e-06, J_CC=2.8e-06, J_CURVATURE=0.0e+00, J_MSC=1.1e-07, J_ALS=1.4e-07, J_LENGTH_PENALTY=2.4e-06 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[2.2, 9.3], mean squared curvature=[2.2, 12.0]
fun_coils#105 - J=2.5e-04, Jf=2.4e-04, ⟨B·n⟩=4.5e-03, C-C-Sep=0.14 Jf=2.4e-04, J_length=1.1e-06, J_CC=3.5e-06, J_CURVATURE=0.0e+00, J_MSC=2.0e-06, J_ALS=1.4e-07, J_LENGTH_PENALTY=3.3e-06 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[2.2, 9.2], mean squared curvature=[2.3, 12.2]
fun_coils#106 - J=2.4e-04, Jf=2.4e-04, ⟨B·n⟩=4.5e-03, C-C-Sep=0.14 Jf=2.4e-04, J_length=1.1e-06, J_CC=2.6e-06, J_CURVATURE=0.0e+00, J_MSC=3.5e-07, J_ALS=1.4e-07, J_LENGTH_PENALTY=3.9e-06 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[2.2, 9.3], mean squared curvature=[2.3, 12.1]
fun_coils#107 - J=2.4e-04, Jf=2.3e-04, ⟨B·n⟩=4.5e-03, C-C-Sep=0.14 Jf=2.3e-04, J_length=1.1e-06, J_CC=1.6e-06, J_CURVATURE=0.0e+00, J_MSC=1.9e-07, J_ALS=1.4e-07, J_LENGTH_PENALTY=4.5e-06 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[2.3, 9.2], mean squared curvature=[2.4, 12.1]
fun_coils#108 - J=2.3e-04, Jf=2.3e-04, ⟨B·n⟩=4.4e-03, C-C-Sep=0.14 Jf=2.3e-04, J_length=1.1e-06, J_CC=9.3e-07, J_CURVATURE=0.0e+00, J_MSC=2.9e-06, J_ALS=1.4e-07, J_LENGTH_PENALTY=4.1e-06 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[2.5, 9.4], mean squared curvature=[2.5, 12.2]
fun_coils#109 - J=2.3e-04, Jf=2.3e-04, ⟨B·n⟩=4.4e-03, C-C-Sep=0.14 Jf=2.3e-04, J_length=1.1e-06, J_CC=6.8e-07, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=1.3e-07, J_LENGTH_PENALTY=1.3e-06 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[2.6, 9.8], mean squared curvature=[2.6, 12.0]
fun_coils#110 - J=2.3e-04, Jf=2.2e-04, ⟨B·n⟩=4.4e-03, C-C-Sep=0.14 Jf=2.2e-04, J_length=1.1e-06, J_CC=1.1e-06, J_CURVATURE=0.0e+00, J_MSC=2.5e-08, J_ALS=1.3e-07, J_LENGTH_PENALTY=1.7e-06 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[2.7, 10.1], mean squared curvature=[2.7, 12.0]
fun_coils#111 - J=2.2e-04, Jf=2.2e-04, ⟨B·n⟩=4.3e-03, C-C-Sep=0.14 Jf=2.2e-04, J_length=1.1e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.9e-06, J_ALS=1.2e-07, J_LENGTH_PENALTY=2.2e-06 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[2.8, 10.9], mean squared curvature=[2.9, 12.2]
fun_coils#112 - J=2.2e-04, Jf=2.2e-04, ⟨B·n⟩=4.3e-03, C-C-Sep=0.14 Jf=2.2e-04, J_length=1.1e-06, J_CC=2.2e-06, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=1.2e-07, J_LENGTH_PENALTY=1.7e-06 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[2.8, 10.3], mean squared curvature=[2.9, 12.0]
