
Aspect ratio at max_mode 3: 3.4999672887756104
Mean iota at 3: -0.22999971505212466
Quasisymmetry objective at max_mode 3: 5.3236988549950675e-05
Squared flux at max_mode 3: 0.033433560268673085
fun_coils_simple#1 - J=3.4e-02, Jf=3.4e-02, ⟨B·n⟩=5.7e-02, C-C-Sep=0.18 Jf=3.4e-02, J_length=9.3e-07, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=2.0e-37, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.8, 2.5])=9.3, curvature=[0.9, 2.5], mean squared curvature=[0.9, 6.1]
fun_coils#612 - J=9.0e-05, Jf=9.0e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.15 Jf=9.0e-05, J_length=1.1e-06, J_CC=1.1e-07, J_CURVATURE=3.3e-08, J_MSC=2.7e-08, J_ALS=1.9e-07, J_LENGTH_PENALTY=2.1e-09 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.5, 12.2], mean squared curvature=[4.5, 12.0]
fun_coils#613 - J=9.0e-05, Jf=9.0e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.15 Jf=9.0e-05, J_length=1.1e-06, J_CC=1.4e-07, J_CURVATURE=6.3e-08, J_MSC=2.5e-08, J_ALS=1.9e-07, J_LENGTH_PENALTY=4.0e-10 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.5, 12.2], mean squared curvature=[4.5, 12.0]
fun_coils#614 - J=9.0e-05, Jf=9.0e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.15 Jf=9.0e-05, J_length=1.1e-06, J_CC=1.2e-07, J_CURVATURE=3.1e-08, J_MSC=2.2e-08, J_ALS=1.9e-07, J_LENGTH_PENALTY=9.7e-10 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.5, 12.2], mean squared curvature=[4.5, 12.0]
fun_coils#615 - J=9.0e-05, Jf=9.0e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.15 Jf=9.0e-05, J_length=1.1e-06, J_CC=1.2e-07, J_CURVATURE=5.0e-08, J_MSC=2.9e-08, J_ALS=1.9e-07, J_LENGTH_PENALTY=3.2e-09 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.5, 12.2], mean squared curvature=[4.5, 12.0]
fun_coils#616 - J=9.0e-05, Jf=9.0e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.15 Jf=9.0e-05, J_length=1.1e-06, J_CC=1.2e-07, J_CURVATURE=2.7e-08, J_MSC=2.5e-08, J_ALS=1.9e-07, J_LENGTH_PENALTY=1.7e-09 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.5, 12.1], mean squared curvature=[4.5, 12.0]
fun_coils#617 - J=9.1e-05, Jf=9.0e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.15 Jf=9.0e-05, J_length=1.1e-06, J_CC=1.0e-07, J_CURVATURE=1.7e-09, J_MSC=1.2e-07, J_ALS=1.9e-07, J_LENGTH_PENALTY=5.9e-09 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.5, 11.7], mean squared curvature=[4.5, 12.0]
fun_coils#618 - J=9.0e-05, Jf=9.0e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.15 Jf=9.0e-05, J_length=1.1e-06, J_CC=1.0e-07, J_CURVATURE=1.1e-08, J_MSC=2.5e-08, J_ALS=1.9e-07, J_LENGTH_PENALTY=2.1e-09 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.5, 12.0], mean squared curvature=[4.5, 12.0]
fun_coils#619 - J=9.0e-05, Jf=9.0e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.15 Jf=9.0e-05, J_length=1.1e-06, J_CC=1.1e-07, J_CURVATURE=1.3e-08, J_MSC=2.2e-08, J_ALS=1.9e-07, J_LENGTH_PENALTY=8.3e-10 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.5, 12.0], mean squared curvature=[4.5, 12.0]
fun_coils#620 - J=9.0e-05, Jf=9.0e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.15 Jf=9.0e-05, J_length=1.1e-06, J_CC=1.2e-07, J_CURVATURE=2.3e-08, J_MSC=4.4e-08, J_ALS=1.9e-07, J_LENGTH_PENALTY=1.8e-09 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.5, 12.1], mean squared curvature=[4.5, 12.0]
fun_coils#621 - J=9.0e-05, Jf=9.0e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.15 Jf=9.0e-05, J_length=1.1e-06, J_CC=1.4e-07, J_CURVATURE=3.1e-08, J_MSC=2.7e-08, J_ALS=1.9e-07, J_LENGTH_PENALTY=3.0e-09 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.5, 12.1], mean squared curvature=[4.5, 12.0]
fun_coils#622 - J=9.0e-05, Jf=9.0e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.15 Jf=9.0e-05, J_length=1.1e-06, J_CC=1.5e-07, J_CURVATURE=2.2e-08, J_MSC=2.5e-08, J_ALS=1.9e-07, J_LENGTH_PENALTY=3.3e-09 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.5, 12.1], mean squared curvature=[4.5, 12.0]
fun_coils#623 - J=9.0e-05, Jf=9.0e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.15 Jf=9.0e-05, J_length=1.1e-06, J_CC=1.5e-07, J_CURVATURE=2.2e-08, J_MSC=4.3e-08, J_ALS=2.0e-07, J_LENGTH_PENALTY=9.2e-09 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.6, 12.0], mean squared curvature=[4.5, 12.0]
fun_coils#624 - J=9.0e-05, Jf=9.0e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.15 Jf=9.0e-05, J_length=1.1e-06, J_CC=1.4e-07, J_CURVATURE=2.6e-08, J_MSC=3.4e-08, J_ALS=2.0e-07, J_LENGTH_PENALTY=1.2e-08 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.6, 12.0], mean squared curvature=[4.5, 12.0]
fun_coils#625 - J=9.0e-05, Jf=8.9e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.14 Jf=8.9e-05, J_length=1.1e-06, J_CC=1.7e-07, J_CURVATURE=4.3e-08, J_MSC=5.5e-08, J_ALS=2.0e-07, J_LENGTH_PENALTY=1.8e-08 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.6, 12.0], mean squared curvature=[4.5, 12.0]
fun_coils#626 - J=9.0e-05, Jf=8.9e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.14 Jf=8.9e-05, J_length=1.1e-06, J_CC=1.6e-07, J_CURVATURE=5.4e-08, J_MSC=3.6e-08, J_ALS=2.0e-07, J_LENGTH_PENALTY=3.1e-08 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.6, 12.0], mean squared curvature=[4.5, 12.0]
fun_coils#627 - J=9.0e-05, Jf=8.9e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.14 Jf=8.9e-05, J_length=1.1e-06, J_CC=1.6e-07, J_CURVATURE=8.1e-08, J_MSC=9.3e-09, J_ALS=2.0e-07, J_LENGTH_PENALTY=6.2e-10 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.6, 12.1], mean squared curvature=[4.5, 12.0]
fun_coils#628 - J=9.0e-05, Jf=8.9e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.14 Jf=8.9e-05, J_length=1.1e-06, J_CC=2.4e-07, J_CURVATURE=9.9e-08, J_MSC=3.7e-07, J_ALS=2.1e-07, J_LENGTH_PENALTY=8.0e-08 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.6, 12.0], mean squared curvature=[4.5, 12.1]
fun_coils#629 - J=9.0e-05, Jf=8.9e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.14 Jf=8.9e-05, J_length=1.1e-06, J_CC=1.8e-07, J_CURVATURE=8.6e-08, J_MSC=2.4e-08, J_ALS=2.0e-07, J_LENGTH_PENALTY=4.7e-09 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.6, 12.1], mean squared curvature=[4.5, 12.0]
fun_coils#630 - J=9.0e-05, Jf=8.9e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.14 Jf=8.9e-05, J_length=1.1e-06, J_CC=2.0e-07, J_CURVATURE=5.1e-08, J_MSC=4.7e-08, J_ALS=2.1e-07, J_LENGTH_PENALTY=2.7e-08 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.6, 12.0], mean squared curvature=[4.5, 12.0]
fun_coils#631 - J=8.9e-05, Jf=8.9e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.14 Jf=8.9e-05, J_length=1.1e-06, J_CC=1.6e-07, J_CURVATURE=3.4e-08, J_MSC=1.9e-08, J_ALS=2.1e-07, J_LENGTH_PENALTY=1.1e-09 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.6, 12.0], mean squared curvature=[4.5, 12.0]
fun_coils#632 - J=8.9e-05, Jf=8.9e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.14 Jf=8.9e-05, J_length=1.1e-06, J_CC=1.7e-07, J_CURVATURE=3.9e-08, J_MSC=6.3e-08, J_ALS=2.1e-07, J_LENGTH_PENALTY=4.2e-09 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.6, 12.0], mean squared curvature=[4.5, 12.0]
fun_coils#633 - J=8.9e-05, Jf=8.9e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.14 Jf=8.9e-05, J_length=1.1e-06, J_CC=1.6e-07, J_CURVATURE=5.2e-08, J_MSC=2.5e-08, J_ALS=2.1e-07, J_LENGTH_PENALTY=5.7e-10 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.6, 12.1], mean squared curvature=[4.5, 12.0]
fun_coils#634 - J=8.9e-05, Jf=8.9e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.14 Jf=8.9e-05, J_length=1.1e-06, J_CC=1.6e-07, J_CURVATURE=5.6e-08, J_MSC=5.1e-08, J_ALS=2.1e-07, J_LENGTH_PENALTY=1.9e-08 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.6, 12.2], mean squared curvature=[4.5, 12.0]
fun_coils#635 - J=8.9e-05, Jf=8.9e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.14 Jf=8.9e-05, J_length=1.1e-06, J_CC=1.5e-07, J_CURVATURE=2.6e-08, J_MSC=5.5e-08, J_ALS=2.1e-07, J_LENGTH_PENALTY=7.8e-10 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.6, 12.0], mean squared curvature=[4.5, 12.0]
fun_coils#636 - J=8.9e-05, Jf=8.9e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.14 Jf=8.9e-05, J_length=1.1e-06, J_CC=1.4e-07, J_CURVATURE=3.7e-08, J_MSC=7.1e-08, J_ALS=2.2e-07, J_LENGTH_PENALTY=1.7e-08 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.6, 12.1], mean squared curvature=[4.5, 12.0]
fun_coils#637 - J=8.9e-05, Jf=8.9e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.14 Jf=8.9e-05, J_length=1.1e-06, J_CC=1.6e-07, J_CURVATURE=7.9e-08, J_MSC=1.1e-08, J_ALS=2.1e-07, J_LENGTH_PENALTY=3.7e-08 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.6, 12.1], mean squared curvature=[4.5, 12.0]
fun_coils#638 - J=8.9e-05, Jf=8.9e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.14 Jf=8.9e-05, J_length=1.1e-06, J_CC=1.5e-07, J_CURVATURE=4.9e-08, J_MSC=4.1e-08, J_ALS=2.2e-07, J_LENGTH_PENALTY=8.4e-09 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.6, 12.1], mean squared curvature=[4.5, 12.0]
fun_coils#639 - J=8.9e-05, Jf=8.9e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.14 Jf=8.9e-05, J_length=1.1e-06, J_CC=1.6e-07, J_CURVATURE=5.8e-08, J_MSC=4.1e-08, J_ALS=2.2e-07, J_LENGTH_PENALTY=2.6e-08 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.6, 12.1], mean squared curvature=[4.5, 12.0]
fun_coils#640 - J=8.9e-05, Jf=8.9e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.14 Jf=8.9e-05, J_length=1.1e-06, J_CC=2.0e-07, J_CURVATURE=9.2e-08, J_MSC=4.0e-08, J_ALS=2.2e-07, J_LENGTH_PENALTY=6.7e-10 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.6, 12.1], mean squared curvature=[4.5, 12.0]
fun_coils#641 - J=8.9e-05, Jf=8.9e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.14 Jf=8.9e-05, J_length=1.1e-06, J_CC=2.0e-07, J_CURVATURE=9.2e-08, J_MSC=3.9e-08, J_ALS=2.2e-07, J_LENGTH_PENALTY=1.2e-08 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.6, 12.1], mean squared curvature=[4.5, 12.0]
fun_coils#642 - J=8.9e-05, Jf=8.9e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.14 Jf=8.9e-05, J_length=1.1e-06, J_CC=1.6e-07, J_CURVATURE=7.7e-08, J_MSC=2.3e-08, J_ALS=2.2e-07, J_LENGTH_PENALTY=6.4e-09 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.6, 12.0], mean squared curvature=[4.5, 12.0]
fun_coils#643 - J=8.9e-05, Jf=8.9e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.14 Jf=8.9e-05, J_length=1.1e-06, J_CC=1.6e-07, J_CURVATURE=6.9e-08, J_MSC=3.2e-08, J_ALS=2.2e-07, J_LENGTH_PENALTY=1.1e-08 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.6, 12.0], mean squared curvature=[4.5, 12.0]
fun_coils#644 - J=8.9e-05, Jf=8.8e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.14 Jf=8.8e-05, J_length=1.1e-06, J_CC=1.6e-07, J_CURVATURE=6.7e-08, J_MSC=4.9e-08, J_ALS=2.2e-07, J_LENGTH_PENALTY=8.2e-09 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.6, 12.0], mean squared curvature=[4.5, 12.0]
fun_coils#645 - J=8.9e-05, Jf=8.8e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.14 Jf=8.8e-05, J_length=1.1e-06, J_CC=1.6e-07, J_CURVATURE=6.2e-08, J_MSC=4.1e-08, J_ALS=2.2e-07, J_LENGTH_PENALTY=3.5e-09 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.6, 12.0], mean squared curvature=[4.5, 12.0]
fun_coils#646 - J=8.9e-05, Jf=8.8e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.14 Jf=8.8e-05, J_length=1.1e-06, J_CC=1.4e-07, J_CURVATURE=7.3e-08, J_MSC=5.2e-08, J_ALS=2.2e-07, J_LENGTH_PENALTY=3.7e-09 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.6, 12.1], mean squared curvature=[4.5, 12.0]
fun_coils#647 - J=8.9e-05, Jf=8.8e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.14 Jf=8.8e-05, J_length=1.1e-06, J_CC=1.3e-07, J_CURVATURE=7.6e-08, J_MSC=3.7e-08, J_ALS=2.2e-07, J_LENGTH_PENALTY=2.4e-09 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.6, 12.1], mean squared curvature=[4.5, 12.0]
fun_coils#648 - J=8.9e-05, Jf=8.8e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.15 Jf=8.8e-05, J_length=1.1e-06, J_CC=1.3e-07, J_CURVATURE=6.8e-08, J_MSC=3.5e-08, J_ALS=2.2e-07, J_LENGTH_PENALTY=2.1e-09 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.6, 12.0], mean squared curvature=[4.5, 12.0]
fun_coils#649 - J=8.9e-05, Jf=8.8e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.15 Jf=8.8e-05, J_length=1.1e-06, J_CC=1.5e-07, J_CURVATURE=5.8e-08, J_MSC=4.0e-08, J_ALS=2.3e-07, J_LENGTH_PENALTY=1.3e-08 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.6, 12.0], mean squared curvature=[4.5, 12.0]
fun_coils#650 - J=8.9e-05, Jf=8.8e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.14 Jf=8.8e-05, J_length=1.1e-06, J_CC=1.6e-07, J_CURVATURE=4.6e-08, J_MSC=2.4e-08, J_ALS=2.2e-07, J_LENGTH_PENALTY=6.2e-10 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.6, 12.0], mean squared curvature=[4.5, 12.0]
fun_coils#651 - J=8.9e-05, Jf=8.8e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.14 Jf=8.8e-05, J_length=1.1e-06, J_CC=1.6e-07, J_CURVATURE=4.2e-08, J_MSC=2.8e-08, J_ALS=2.2e-07, J_LENGTH_PENALTY=2.6e-09 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.6, 12.0], mean squared curvature=[4.5, 12.0]
fun_coils#652 - J=8.9e-05, Jf=8.8e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.15 Jf=8.8e-05, J_length=1.1e-06, J_CC=1.6e-07, J_CURVATURE=3.4e-08, J_MSC=4.6e-08, J_ALS=2.2e-07, J_LENGTH_PENALTY=8.4e-09 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.6, 12.0], mean squared curvature=[4.5, 12.0]
fun_coils#653 - J=8.9e-05, Jf=8.8e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.15 Jf=8.8e-05, J_length=1.1e-06, J_CC=1.6e-07, J_CURVATURE=3.8e-08, J_MSC=3.7e-08, J_ALS=2.2e-07, J_LENGTH_PENALTY=1.0e-08 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.6, 12.0], mean squared curvature=[4.5, 12.0]
fun_coils#654 - J=8.9e-05, Jf=8.8e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.15 Jf=8.8e-05, J_length=1.1e-06, J_CC=1.5e-07, J_CURVATURE=4.1e-08, J_MSC=4.5e-08, J_ALS=2.2e-07, J_LENGTH_PENALTY=6.2e-09 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.6, 12.0], mean squared curvature=[4.5, 12.0]
fun_coils#655 - J=8.9e-05, Jf=8.8e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.15 Jf=8.8e-05, J_length=1.1e-06, J_CC=1.7e-07, J_CURVATURE=4.2e-08, J_MSC=3.9e-07, J_ALS=2.2e-07, J_LENGTH_PENALTY=2.8e-08 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.6, 12.0], mean squared curvature=[4.5, 12.1]
fun_coils#656 - J=8.9e-05, Jf=8.8e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.15 Jf=8.8e-05, J_length=1.1e-06, J_CC=1.5e-07, J_CURVATURE=4.2e-08, J_MSC=6.4e-08, J_ALS=2.2e-07, J_LENGTH_PENALTY=7.5e-09 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.6, 12.0], mean squared curvature=[4.5, 12.0]
fun_coils#657 - J=8.9e-05, Jf=8.8e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.15 Jf=8.8e-05, J_length=1.1e-06, J_CC=1.6e-07, J_CURVATURE=6.3e-08, J_MSC=7.8e-08, J_ALS=2.2e-07, J_LENGTH_PENALTY=4.3e-10 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.6, 12.0], mean squared curvature=[4.5, 12.0]
fun_coils#658 - J=8.9e-05, Jf=8.8e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.15 Jf=8.8e-05, J_length=1.1e-06, J_CC=1.4e-07, J_CURVATURE=6.3e-08, J_MSC=6.0e-08, J_ALS=2.2e-07, J_LENGTH_PENALTY=3.4e-10 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.6, 12.0], mean squared curvature=[4.5, 12.0]
fun_coils#659 - J=8.9e-05, Jf=8.8e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.15 Jf=8.8e-05, J_length=1.1e-06, J_CC=1.0e-07, J_CURVATURE=5.3e-08, J_MSC=9.8e-08, J_ALS=2.3e-07, J_LENGTH_PENALTY=3.7e-08 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.6, 12.1], mean squared curvature=[4.5, 12.0]
fun_coils#660 - J=8.9e-05, Jf=8.8e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.15 Jf=8.8e-05, J_length=1.1e-06, J_CC=1.2e-07, J_CURVATURE=5.7e-08, J_MSC=6.0e-08, J_ALS=2.3e-07, J_LENGTH_PENALTY=8.9e-09 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.6, 12.0], mean squared curvature=[4.5, 12.0]
fun_coils#661 - J=8.8e-05, Jf=8.8e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.15 Jf=8.8e-05, J_length=1.1e-06, J_CC=1.1e-07, J_CURVATURE=4.8e-08, J_MSC=4.3e-08, J_ALS=2.2e-07, J_LENGTH_PENALTY=1.3e-09 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.6, 12.1], mean squared curvature=[4.5, 12.0]
fun_coils#662 - J=8.8e-05, Jf=8.8e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.15 Jf=8.8e-05, J_length=1.1e-06, J_CC=1.1e-07, J_CURVATURE=4.7e-08, J_MSC=4.4e-08, J_ALS=2.3e-07, J_LENGTH_PENALTY=3.3e-08 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.6, 12.0], mean squared curvature=[4.5, 12.0]
fun_coils#663 - J=8.8e-05, Jf=8.8e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.15 Jf=8.8e-05, J_length=1.1e-06, J_CC=1.3e-07, J_CURVATURE=4.5e-08, J_MSC=3.0e-08, J_ALS=2.3e-07, J_LENGTH_PENALTY=5.2e-09 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.6, 12.0], mean squared curvature=[4.5, 12.0]
fun_coils#664 - J=8.8e-05, Jf=8.8e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.15 Jf=8.8e-05, J_length=1.1e-06, J_CC=1.2e-07, J_CURVATURE=3.9e-08, J_MSC=3.3e-08, J_ALS=2.3e-07, J_LENGTH_PENALTY=6.7e-10 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.6, 12.0], mean squared curvature=[4.5, 12.0]
fun_coils#665 - J=8.8e-05, Jf=8.8e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.15 Jf=8.8e-05, J_length=1.1e-06, J_CC=1.2e-07, J_CURVATURE=3.8e-08, J_MSC=3.1e-08, J_ALS=2.3e-07, J_LENGTH_PENALTY=4.1e-09 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.6, 12.0], mean squared curvature=[4.5, 12.0]
fun_coils#666 - J=8.8e-05, Jf=8.8e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.15 Jf=8.8e-05, J_length=1.1e-06, J_CC=1.1e-07, J_CURVATURE=3.3e-08, J_MSC=2.8e-08, J_ALS=2.3e-07, J_LENGTH_PENALTY=5.2e-09 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.6, 12.1], mean squared curvature=[4.5, 12.0]
fun_coils#667 - J=8.8e-05, Jf=8.8e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.15 Jf=8.8e-05, J_length=1.1e-06, J_CC=1.1e-07, J_CURVATURE=2.7e-08, J_MSC=2.7e-08, J_ALS=2.3e-07, J_LENGTH_PENALTY=5.7e-09 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.6, 12.1], mean squared curvature=[4.5, 12.0]
fun_coils#668 - J=8.8e-05, Jf=8.8e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.15 Jf=8.8e-05, J_length=1.1e-06, J_CC=1.2e-07, J_CURVATURE=1.8e-08, J_MSC=3.8e-08, J_ALS=2.3e-07, J_LENGTH_PENALTY=5.7e-09 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.5, 12.1], mean squared curvature=[4.5, 12.0]
fun_coils#669 - J=8.8e-05, Jf=8.8e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.15 Jf=8.8e-05, J_length=1.1e-06, J_CC=1.1e-07, J_CURVATURE=2.2e-08, J_MSC=2.9e-08, J_ALS=2.3e-07, J_LENGTH_PENALTY=5.4e-09 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.6, 12.1], mean squared curvature=[4.5, 12.0]
fun_coils#670 - J=8.8e-05, Jf=8.8e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.15 Jf=8.8e-05, J_length=1.1e-06, J_CC=1.1e-07, J_CURVATURE=1.5e-08, J_MSC=2.6e-08, J_ALS=2.3e-07, J_LENGTH_PENALTY=1.0e-09 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.5, 12.0], mean squared curvature=[4.5, 12.0]
fun_coils#671 - J=8.8e-05, Jf=8.8e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.15 Jf=8.8e-05, J_length=1.1e-06, J_CC=1.2e-07, J_CURVATURE=1.5e-08, J_MSC=3.6e-08, J_ALS=2.3e-07, J_LENGTH_PENALTY=2.0e-09 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.5, 12.0], mean squared curvature=[4.5, 12.0]
fun_coils#672 - J=8.8e-05, Jf=8.8e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.15 Jf=8.8e-05, J_length=1.1e-06, J_CC=1.2e-07, J_CURVATURE=1.7e-08, J_MSC=3.7e-08, J_ALS=2.3e-07, J_LENGTH_PENALTY=3.0e-09 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.5, 12.0], mean squared curvature=[4.5, 12.0]
fun_coils#673 - J=8.8e-05, Jf=8.8e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.15 Jf=8.8e-05, J_length=1.1e-06, J_CC=1.2e-07, J_CURVATURE=1.8e-08, J_MSC=3.9e-08, J_ALS=2.3e-07, J_LENGTH_PENALTY=2.8e-09 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.5, 12.0], mean squared curvature=[4.5, 12.0]
fun_coils#674 - J=8.8e-05, Jf=8.8e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.15 Jf=8.8e-05, J_length=1.1e-06, J_CC=1.3e-07, J_CURVATURE=2.0e-08, J_MSC=4.1e-08, J_ALS=2.3e-07, J_LENGTH_PENALTY=1.4e-09 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.6, 12.0], mean squared curvature=[4.5, 12.0]
fun_coils#675 - J=8.8e-05, Jf=8.8e-05, ⟨B·n⟩=2.8e-03, C-C-Sep=0.15 Jf=8.8e-05, J_length=1.1e-06, J_CC=1.4e-07, J_CURVATURE=2.0e-08, J_MSC=3.8e-08, J_ALS=2.3e-07, J_LENGTH_PENALTY=6.4e-10 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.5, 12.1], mean squared curvature=[4.5, 12.0]
