
Aspect ratio at max_mode 3: 7.000779995541477
Mean iota at 3: 0.4676719270089491
Squared flux at max_mode 3: 0.003553105236718188
fun_coils_simple#1 - J=6.3e-03, Jf=3.6e-03, ⟨B·n⟩=6.0e-03, C-C-Sep=0.26 Jf=3.6e-03, J_length=1.9e-06, J_CC=0.0e+00, J_CURVATURE=5.2e-05, J_MSC=2.8e-03, J_ALS=5.5e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.1, 3.1, 3.1, 3.1, 3.2, 3.2])=18.8, curvature=[4.8, 3.5, 3.4, 10.8, 15.0, 15.4], mean squared curvature=[8.3, 5.4, 5.0, 7.7, 14.4, 16.0]
 aspect=7.066886683514531
 mean iota=0.3849006014043913

fun#36 - J=3.9e-01, Jf=7.3e-05, ⟨B·n⟩=7.2e-04, , C-C-Sep=0.17
Jf=7.3e-05, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=2.9e-08, J_ALS=1.5e-07, J_LENGTH_PENALTY=3.2e-07
 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[5.9, 4.7, 2.5, 2.8, 7.3, 8.4], mean squared curvature=[10.0, 5.1, 2.8, 3.5, 10.0, 10.0]
 surface dofs=0.17854474637567677, -0.1939489019907978, -0.00267153896684648, 0.0026440785708024216, -0.005535691697151239, -0.03673979633304251, 0.11996926264553083, 0.010969232837499334, 0.06831083483587277, 0.002741928807215813, 0.0005534402020781132, 0.0035511231581593786, 0.0038119089349066375, -0.020468534673966046, 0.007405013907279455, -0.008446057247457488, -0.0027881087600168494, 0.0005532371131751269, -0.0004151493248122245, -4.171556887970279e-06, -0.0007910818048763998, -0.005140781484646613, -0.0015161075902331233, 0.0006960785610411792, -0.22999518866678875, 0.16210396439244523, 0.0019405604997021037, 0.0021467034368143475, -0.005649883800006427, -0.05094306147089333, 0.15905658290748137, 0.025878109680228346, -0.058967101782242105, -0.002690287304515032, 0.0005827573401295262, 0.0014596506288223996, -0.0019991737082376455, -0.023001880014864494, -0.013217351430033775, -0.004914065378062918, 0.001852511971513563, 0.0006141804824367306, -0.00021230676561675928, 0.0004033142788418017, -0.0004796557283133813, 0.00341197631957198, 0.004141230455411774, -0.0005864316932462682
 aspect=7.061642096906958
 mean iota=0.38043124260037847

fun#37 - J=3.8e-01, Jf=7.3e-05, ⟨B·n⟩=7.1e-04, , C-C-Sep=0.17
Jf=7.3e-05, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=3.8e-09, J_ALS=1.5e-07, J_LENGTH_PENALTY=2.0e-07
 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[5.9, 4.7, 2.5, 2.7, 7.3, 8.5], mean squared curvature=[10.0, 5.1, 2.8, 3.5, 10.0, 10.0]
 surface dofs=0.17852884025836566, -0.1936511987370078, -0.002501019211281578, 0.002752101172347329, -0.005291853155460074, -0.03634773466187348, 0.11977330872745091, 0.010654082894172558, 0.06761734191143609, 0.00268473199996908, 0.0005319043142315141, 0.003622314640652495, 0.0041118196623101105, -0.021172053418642922, 0.007437846371073358, -0.008749945224449355, -0.00291984692475766, 0.0004192454420453346, -0.00034430939391364015, -0.00020634542962229263, -0.0007281492655346253, -0.005434386946744042, -0.0015290461080731885, 0.0006240118581078963, -0.22980543416433974, 0.16186658511581697, 0.001770743373883233, 0.0021387098596325153, -0.005367952347239649, -0.0509784411757814, 0.15825675160389174, 0.02572280951791515, -0.058548347477548106, -0.0026519827048655424, 0.0005363546424406758, 0.0015296660039671253, -0.0018460451000763857, -0.0238723109791111, -0.013204259900934195, -0.004505343742617708, 0.0018714625942300885, 0.0004386231895886238, 2.9798546323899275e-05, 0.00040149369780854174, -0.0007871066247106162, 0.0035674189063688477, 0.004330766703711659, -0.00022465543945366918
 aspect=7.062618348098266
 mean iota=0.37796334011297394

fun#38 - J=3.8e-01, Jf=7.2e-05, ⟨B·n⟩=7.1e-04, , C-C-Sep=0.17
Jf=7.2e-05, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=7.7e-09, J_ALS=1.5e-07, J_LENGTH_PENALTY=1.4e-07
 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[5.9, 4.7, 2.5, 2.7, 7.3, 8.5], mean squared curvature=[10.0, 5.1, 2.8, 3.5, 10.0, 10.0]
 surface dofs=0.17854550672969172, -0.19349431225515165, -0.0024522647696539742, 0.0027489570371954405, -0.005116429665677611, -0.036112164374247156, 0.1196389630758621, 0.010362020795062914, 0.06719097373416633, 0.0026766459704545844, 0.0005323426006352206, 0.00367157033269208, 0.004130401960802588, -0.021557873030738587, 0.007311408811815326, -0.008943384612536272, -0.002834162329315896, 0.0003673737883538149, -0.00020042695603252614, -0.0003272480082007752, -0.0005923867658380838, -0.0057271600445641955, -0.0016076001189232506, 0.000566608807688555, -0.22966865787481977, 0.1618097681618396, 0.0017206311079053702, 0.0021938089775465274, -0.005107716080814791, -0.05104029672969189, 0.15772762801410578, 0.025613186522318154, -0.058338656057855535, -0.0026274889595516177, 0.0005112745393964994, 0.0015696500498583094, -0.0017908615274935193, -0.02436392504627451, -0.013278519210571183, -0.004151907226123596, 0.0018784644212443086, 0.00039684570004880647, 0.00019089155860522707, 0.00040320238282872447, -0.0010078141456791342, 0.0036004380893914756, 0.004529077321701599, -0.00018771743177590364
 aspect=7.066160613228181
 mean iota=0.3775490036966202

fun#39 - J=3.8e-01, Jf=7.2e-05, ⟨B·n⟩=7.1e-04, , C-C-Sep=0.17
Jf=7.2e-05, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.1e-08, J_ALS=1.5e-07, J_LENGTH_PENALTY=1.4e-07
 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[5.9, 4.7, 2.5, 2.7, 7.3, 8.5], mean squared curvature=[10.0, 5.0, 2.8, 3.5, 10.0, 10.0]
 surface dofs=0.1785578945051752, -0.19320069387807018, -0.002340453056040476, 0.002708871683994211, -0.005042377734999647, -0.03592802872691165, 0.11971514087999911, 0.010133434407759264, 0.0667962208492489, 0.002697011605798771, 0.0005552134465536857, 0.003727302604755392, 0.00406615720438842, -0.02193795359975786, 0.006959477243750733, -0.009277545286410048, -0.002933839045231589, 0.00035471860548026593, -8.304695153737997e-05, -0.00038008384316252675, -0.0006126546810347653, -0.006150756647830828, -0.001785259337864663, 0.00041896962439254813, -0.22950826225778925, 0.1617621080387518, 0.0017037765421509987, 0.0021745841152557874, -0.0049225506719902095, -0.0511241549532007, 0.15717621745434898, 0.025491892509425282, -0.058018897041644445, -0.0025206553990489112, 0.0005420989257811591, 0.0016349534916141445, -0.001953365208610847, -0.024958556984086187, -0.013364047665794061, -0.003926989911579299, 0.0018683526320681975, 0.0003810048861423626, 0.00038468460248683315, 0.0003026768889232651, -0.001110744025829157, 0.003549612848160738, 0.00449923844467466, -9.830970944905466e-05
 aspect=7.061253910271298
 mean iota=0.3758651305659756

fun#40 - J=3.8e-01, Jf=7.2e-05, ⟨B·n⟩=7.1e-04, , C-C-Sep=0.17
Jf=7.2e-05, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=2.3e-08, J_ALS=1.5e-07, J_LENGTH_PENALTY=1.6e-07
 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[5.9, 4.7, 2.5, 2.7, 7.3, 8.5], mean squared curvature=[10.0, 5.0, 2.8, 3.5, 10.0, 10.0]
 surface dofs=0.1785507777144932, -0.19301796847786287, -0.002347157983315708, 0.0027127503607765418, -0.004966236009965541, -0.03585351678041235, 0.11974455823216189, 0.01001891924853411, 0.06668065146097676, 0.0026428573205278063, 0.0006448151333015071, 0.003861328899272268, 0.0040834578607503585, -0.021948511451521012, 0.006759648687239117, -0.009455951784175475, -0.002947182665854081, 0.00035692258383889734, 6.560684690496674e-06, -0.0004401010865174942, -0.000575901255662753, -0.006250138757335378, -0.0018245735173347797, 0.00036720392999912835, -0.22939183385186301, 0.16171174188704604, 0.0016752013095570804, 0.0022284728009703283, -0.004797914192786586, -0.05115536330393411, 0.15679218392295846, 0.0253882519190714, -0.057833585766738034, -0.00241154466608977, 0.0006706032203182777, 0.0016696087231879968, -0.0020148772827027375, -0.02527891412267124, -0.013393818826060881, -0.003790366963401974, 0.0019230013156313977, 0.0003867973767431057, 0.0004122219212582042, 0.00023889917145143713, -0.0011142579860657198, 0.0035690278529766093, 0.004543437147030831, 4.00516568560657e-05
 aspect=7.062519691946962
 mean iota=0.3756592027481937

fun#41 - J=3.7e-01, Jf=7.1e-05, ⟨B·n⟩=7.1e-04, , C-C-Sep=0.17
Jf=7.1e-05, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=2.7e-08, J_ALS=1.5e-07, J_LENGTH_PENALTY=2.2e-07
 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[5.9, 4.7, 2.5, 2.7, 7.3, 8.5], mean squared curvature=[10.0, 5.0, 2.8, 3.5, 10.0, 10.0]
 surface dofs=0.17853962390728328, -0.1927898714803655, -0.002300230949437191, 0.002774057323556219, -0.004802865360248909, -0.03557222131506626, 0.11980132008665224, 0.009919800980524616, 0.06643414360475768, 0.002567101875960375, 0.000623071367413738, 0.004045879473625981, 0.004053854259165885, -0.02187132307125507, 0.006532540268893278, -0.009668925715313192, -0.002996854183261829, 0.00037983546869992324, 4.0572631377654576e-05, -0.00045634214244441763, -0.0006410555201318445, -0.006241588988685453, -0.0018526581606669035, 0.00038002630752414677, -0.22927197341232347, 0.16151874804218988, 0.001690517966364209, 0.00230619568207577, -0.0046599455850660845, -0.0512431514061189, 0.15635276581360488, 0.025284853783383313, -0.05767386341894485, -0.0023321221194951623, 0.0006664563477482594, 0.0018220833450120922, -0.0020383643958472295, -0.025606387564973666, -0.01342194691102221, -0.0036027353023865218, 0.002029220747020165, 0.0004122573885981421, 0.00043689515806334976, 0.0001388772235435498, -0.001162984071949022, 0.003552393999748226, 0.004485906192379651, 5.871309787859255e-05
 aspect=7.066737002654565
 mean iota=0.3752503572266956

fun#42 - J=3.7e-01, Jf=7.1e-05, ⟨B·n⟩=7.1e-04, , C-C-Sep=0.17
Jf=7.1e-05, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=6.2e-09, J_ALS=1.5e-07, J_LENGTH_PENALTY=2.3e-07
 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[5.9, 4.8, 2.5, 2.7, 7.3, 8.5], mean squared curvature=[10.0, 5.0, 2.8, 3.5, 10.0, 10.0]
 surface dofs=0.1785670297999392, -0.19257387672720513, -0.002204715142290723, 0.0028038977053843647, -0.004650438911523884, -0.035370623083463594, 0.11986057339307404, 0.009858608887415202, 0.06616141377700971, 0.0024261292135574295, 0.0006214371780044302, 0.004231296929672299, 0.004059313454764321, -0.022029947108851214, 0.006102087095102202, -0.009578698957930044, -0.0029379951429777756, 0.00040052996605601475, 2.6434558996351985e-05, -0.0003731507193199076, -0.0007427799204065244, -0.00614280567953567, -0.0018422325685896058, 0.000501403113833534, -0.22911964109927047, 0.16135726770843598, 0.001757466081982654, 0.0023836765412670624, -0.004444097869202961, -0.051317919315708185, 0.1557803453628056, 0.02504713335049458, -0.057398291757342006, -0.002113577645279867, 0.00071063258531643, 0.001987598853318359, -0.0020262733231442426, -0.026177772925807086, -0.013320087343422517, -0.0036647530788395796, 0.0020612683091212627, 0.0004241459362253258, 0.0004064252713392958, 0.00017222511906082966, -0.001128347711320327, 0.0034999597722344864, 0.004497920584050046, 0.00011910887709534618
 aspect=7.0617649789022305
 mean iota=0.3740455439858437

fun#43 - J=3.7e-01, Jf=7.0e-05, ⟨B·n⟩=7.0e-04, , C-C-Sep=0.17
Jf=7.0e-05, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=8.2e-08, J_ALS=1.5e-07, J_LENGTH_PENALTY=1.6e-07
 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[5.8, 4.8, 2.5, 2.7, 7.3, 8.6], mean squared curvature=[10.0, 5.0, 2.9, 3.5, 10.0, 9.9]
 surface dofs=0.17855823602822868, -0.19223225780214673, -0.0020075514391291855, 0.002699125299518272, -0.004493865295582806, -0.035330731672582424, 0.11994503058183861, 0.009985958305993702, 0.06591913651385617, 0.0024264178003923476, 0.0006017191793754819, 0.0042860676006285636, 0.003979564658846914, -0.02221609587011742, 0.005534167638105418, -0.00990270958457402, -0.0030081889891055646, 0.00045927903351712337, -6.353181642557246e-05, -0.0002132546159066019, -0.0008517150260721957, -0.005873792457540249, -0.0018036135953675753, 0.0005100040050354518, -0.2289905283440405, 0.1611734358079678, 0.0018562625731172954, 0.00236941772300239, -0.004297250579303642, -0.05121963915140513, 0.15509111699829922, 0.02479797911751007, -0.057153440873783344, -0.0020567141529517726, 0.0007414764800218644, 0.002083008350245764, -0.0019677757508963158, -0.02661624126775295, -0.013089089110180512, -0.003527503046152846, 0.002016456516244339, 0.00047796026619213825, 0.0002766249157003736, 0.0002899291029809102, -0.0010900610528384225, 0.003439311354903834, 0.004725259928593176, 0.00018950144070753802
 aspect=7.058513620171004
 mean iota=0.3735811117360407

fun#44 - J=3.6e-01, Jf=6.9e-05, ⟨B·n⟩=7.0e-04, , C-C-Sep=0.17
Jf=6.9e-05, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.2e-08, J_ALS=1.6e-07, J_LENGTH_PENALTY=9.3e-08
 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[5.8, 4.9, 2.6, 2.7, 7.2, 8.6], mean squared curvature=[10.0, 5.0, 2.9, 3.5, 10.0, 9.9]
 surface dofs=0.17859885547411727, -0.19174489038809417, -0.0017448811009816811, 0.002568908922887759, -0.00438945549328379, -0.0354007878954054, 0.12005470516740768, 0.01015227700415336, 0.06568354363561656, 0.002360179429422673, 0.0005270062659422214, 0.004328385090053396, 0.0038307584513952993, -0.02244459259213011, 0.0049597835629622234, -0.010303561981505486, -0.0030611151734735095, 0.0005192128143151664, -0.00017797530757036455, 9.96851711751776e-05, -0.000976958518320425, -0.005440651786381851, -0.0017640298289058256, 0.0005573935812838488, -0.22884763944514858, 0.16083096231933322, 0.002024219683303915, 0.002360352992463057, -0.004183216203518338, -0.05114481867701672, 0.15413268507675779, 0.024478591997372907, -0.0566962911961094, -0.001848205600114103, 0.0007355411237961227, 0.002197698297154136, -0.0018219347658197569, -0.027079346431081303, -0.012728389457761669, -0.0032746421293907172, 0.001911194437360899, 0.0005184939312950826, 0.00015261177011551902, 0.0005479194548275675, -0.0011094901563133061, 0.0033126157708197263, 0.004859881832208658, 0.0002980043532190578
 aspect=7.0556542262027975
 mean iota=0.37270577195729804

fun#45 - J=3.6e-01, Jf=6.8e-05, ⟨B·n⟩=7.0e-04, , C-C-Sep=0.17
Jf=6.8e-05, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=3.1e-08, J_ALS=1.6e-07, J_LENGTH_PENALTY=2.8e-07
 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[5.9, 5.1, 2.8, 2.6, 7.2, 8.6], mean squared curvature=[10.0, 5.0, 3.0, 3.5, 10.0, 9.9]
 surface dofs=0.1785672877573249, -0.19128456520951898, -0.0015988025044945194, 0.002551804555707631, -0.0043850998250897465, -0.0356070287001125, 0.12034485051848137, 0.010311927855262375, 0.0656142327912072, 0.0022603873185430916, 0.0003411987264017607, 0.004365996644632996, 0.0036378860315984226, -0.02283843046268504, 0.004547025481975747, -0.01070002230988669, -0.002912157768481805, 0.0004486357860035464, -0.0003729398678401415, 0.000483792607680747, -0.001064710170020341, -0.004990464353766143, -0.0017483285812474965, 0.000557668392232385, -0.22870006862853118, 0.16029235027896985, 0.002450383540318461, 0.002423088777550148, -0.004077499281251633, -0.05113406741343151, 0.15289977269972124, 0.024123708292248598, -0.05592737067305987, -0.001648633381583376, 0.0006063597127464025, 0.0023094922762197153, -0.001559145606446779, -0.027412759658376737, -0.012362343967372295, -0.00314686516188432, 0.0019041929634459694, 0.00042520930949985637, -2.7091971556780287e-05, 0.001195850208594361, -0.001203292495209602, 0.0030579502350465866, 0.004804528859573101, 0.0002533641993743032
 aspect=7.047889426494536
 mean iota=0.37135221019923154

fun#46 - J=3.5e-01, Jf=6.6e-05, ⟨B·n⟩=6.9e-04, , C-C-Sep=0.17
Jf=6.6e-05, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=2.2e-07, J_ALS=1.6e-07, J_LENGTH_PENALTY=6.5e-07
 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[6.1, 5.4, 3.1, 2.6, 7.2, 8.7], mean squared curvature=[10.0, 5.0, 3.0, 3.5, 10.1, 10.0]
 surface dofs=0.17854907934565023, -0.19071887912153848, -0.0012573836423091047, 0.002312081882208211, -0.004415976279426204, -0.035743351915075224, 0.12066741669989038, 0.010434992226969714, 0.06544162820984385, 0.0023847821431581115, 0.00011535118165683435, 0.004482938140736775, 0.0036517360865243285, -0.02295930263749247, 0.004227368475509263, -0.010770870016457356, -0.0029409326397765094, 0.0005506561464715662, -0.000491006929080244, 0.0009906590820386407, -0.0011375288065950076, -0.004368705876066931, -0.0017747003799559358, 0.0005406807816412913, -0.2286405381224878, 0.15975514337485264, 0.002653466455223996, 0.002284824212618942, -0.003945209232974499, -0.050819591154204306, 0.15166864906066513, 0.023922371716490597, -0.055161416758962065, -0.001502188242112313, 0.00045290222859028584, 0.0026364810514316658, -0.00097014088007096, -0.02805420891415529, -0.011991149708566871, -0.0031457359567246186, 0.0016281452728562312, 0.0004910067561613932, -0.00013515244175098758, 0.0014157014256073683, -0.0010949160926103157, 0.002764493592634737, 0.004842360502448056, 0.00035996729156492785
 aspect=7.039541955082767
 mean iota=0.36869274662904555

fun#47 - J=3.5e-01, Jf=6.5e-05, ⟨B·n⟩=6.9e-04, , C-C-Sep=0.17
Jf=6.5e-05, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=2.4e-07, J_ALS=1.7e-07, J_LENGTH_PENALTY=1.1e-06
 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[6.2, 5.7, 3.5, 2.6, 7.3, 8.7], mean squared curvature=[10.0, 5.1, 3.1, 3.6, 10.0, 10.1]
 surface dofs=0.17836279266267613, -0.19034473536412141, -0.00112689530081271, 0.002219285368862553, -0.004181625343542584, -0.0357356722452816, 0.12126094914046104, 0.010546295555815384, 0.06521897663123903, 0.0024967992875261857, -8.060906050652098e-05, 0.00470840255872896, 0.0037084052237383114, -0.023237911541879475, 0.0037210369215167896, -0.010969979181026164, -0.002756041842554927, 0.0006012386378042864, -0.0008047526928318588, 0.0013221487274881303, -0.0011697410197527714, -0.004040445361281347, -0.0017625164622481356, 0.00047444146435292, -0.2286094502225044, 0.15918094300051133, 0.003011023036461076, 0.002269318971554261, -0.0037313317850383235, -0.05039885090840363, 0.15045725012332906, 0.023736168974868115, -0.05448835896402435, -0.0017146092657688863, 0.0003080503872202425, 0.0029915665687281134, -0.0004599155878298994, -0.028706552696063228, -0.011710271085780108, -0.003490329767246514, 0.0013036307297207316, 0.0005063599267794097, -0.0005084793812346811, 0.0017523071576180235, -0.0008147214247288478, 0.0024828953164407366, 0.00497458350530117, 0.0003735407558918462
 aspect=7.020282826577976
 mean iota=0.3661365689142474

fun#48 - J=3.4e-01, Jf=6.5e-05, ⟨B·n⟩=6.9e-04, , C-C-Sep=0.17
Jf=6.5e-05, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-07, J_ALS=1.7e-07, J_LENGTH_PENALTY=9.5e-07
 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[6.2, 5.9, 3.7, 2.6, 7.3, 8.6], mean squared curvature=[10.0, 5.1, 3.1, 3.6, 10.0, 9.9]
 surface dofs=0.17828304155387403, -0.19008893442865196, -0.0010759886243321974, 0.0021832788044666273, -0.004043527875830242, -0.035750124619251644, 0.121590504642255, 0.01062615670662425, 0.06510669156733905, 0.0025129531340077472, -0.000179138170772257, 0.004843992357754242, 0.003685860613395838, -0.02329899214561106, 0.003559107628557144, -0.011143334473269444, -0.0026635737869920685, 0.0006381953633429929, -0.0009541962065838148, 0.0015005338453219208, -0.0011744757358819915, -0.003921881627552072, -0.0017213906633968608, 0.0004455951233195881, -0.2286337175791292, 0.1588643351110253, 0.0031812503901705895, 0.002287375011962589, -0.0036387583284114163, -0.05021567759344508, 0.1497305615588248, 0.023601198893458665, -0.054017928885413805, -0.0017651812723663354, 0.0002386152071145549, 0.0031903582190995036, -0.0001912622614535425, -0.02899780828922983, -0.011562281095400808, -0.003584990500795333, 0.0011360554107638836, 0.0005406562899680995, -0.0007366066775152163, 0.001934833444368863, -0.0006970821695086058, 0.002356637709491912, 0.005008160611006336, 0.0003690443766668093
 aspect=7.012228937865591
 mean iota=0.3648876785177462

fun#49 - J=3.4e-01, Jf=6.5e-05, ⟨B·n⟩=6.9e-04, , C-C-Sep=0.17
Jf=6.5e-05, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=2.5e-08, J_ALS=1.7e-07, J_LENGTH_PENALTY=8.6e-07
 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[6.1, 6.0, 3.8, 2.6, 7.3, 8.5], mean squared curvature=[10.0, 5.1, 3.1, 3.6, 10.0, 9.9]
 surface dofs=0.1782646288663458, -0.18998678563084465, -0.001039631239908525, 0.0021709440810054733, -0.003992095842311948, -0.035733114098429955, 0.12173620217860442, 0.010672119898917358, 0.06506267146996803, 0.002522583400464365, -0.00020752677275700057, 0.004880690763892614, 0.00367020364298821, -0.023310094938705988, 0.0035005439046131154, -0.011204032612208533, -0.002656929664617325, 0.0006485818005874386, -0.000988246464550076, 0.001544573358090731, -0.0011558064342328772, -0.003926181256419571, -0.0017026709992471953, 0.0004267136395612979, -0.2286475012063007, 0.15877763907879414, 0.0032111636780321274, 0.0022903706335175326, -0.003612404121948661, -0.05013421617370605, 0.14943717467082077, 0.02351277924826692, -0.05382681943067486, -0.001777135347741276, 0.0002270961452640217, 0.003248350853098669, -9.398726460487154e-05, -0.02908675002643945, -0.011524355962023452, -0.00360872990154434, 0.0010648648401314854, 0.0005508613066335296, -0.0008048910206227074, 0.001988313551576889, -0.0006756850619464188, 0.0023324614302955207, 0.005011316806671012, 0.0003638761944390948
 aspect=7.009902201120951
 mean iota=0.364488934173116

fun#50 - J=3.4e-01, Jf=6.5e-05, ⟨B·n⟩=6.8e-04, , C-C-Sep=0.17
Jf=6.5e-05, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=8.8e-08, J_ALS=1.7e-07, J_LENGTH_PENALTY=6.8e-07
 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[6.1, 6.1, 3.9, 2.6, 7.3, 8.5], mean squared curvature=[10.0, 5.2, 3.2, 3.6, 10.0, 9.9]
 surface dofs=0.17827945548275084, -0.1898150030602703, -0.000988184887964391, 0.0021626064520333106, -0.003974725284197513, -0.03573036402859888, 0.12189918472064938, 0.010757555905421315, 0.06502641928301348, 0.002486947767949303, -0.00023855302515398433, 0.004906744991282126, 0.0036153354933087254, -0.02331424412122966, 0.0034863908946854796, -0.011305239316909571, -0.002660481974315743, 0.0006452333737172356, -0.0009961265301155213, 0.0016230599707338519, -0.0011122169327870766, -0.003930982001482444, -0.0016565065482020992, 0.0004241438044246096, -0.22867511065062923, 0.15865772584871843, 0.003231242844465879, 0.0022992677146762204, -0.003603758797884675, -0.05006614288032156, 0.14901158373879306, 0.023330074938201863, -0.05352110833317861, -0.0016901524413602343, 0.0002213091335103961, 0.0033148832471283545, 1.2984273200689688e-05, -0.029127496041936114, -0.011478121613978244, -0.003565489012223617, 0.0009842286467633386, 0.0005440728604153707, -0.0008528500880149456, 0.0020980231398937685, -0.0007193915148232206, 0.0023224858782655644, 0.004942221742574897, 0.00035671212778980936
 aspect=7.009687632672862
 mean iota=0.36399742745302427

fun#51 - J=3.4e-01, Jf=6.4e-05, ⟨B·n⟩=6.8e-04, , C-C-Sep=0.17
Jf=6.4e-05, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=2.3e-07, J_ALS=1.7e-07, J_LENGTH_PENALTY=6.2e-07
 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[6.1, 6.1, 4.0, 2.6, 7.3, 8.4], mean squared curvature=[10.1, 5.2, 3.2, 3.6, 10.0, 9.9]
 surface dofs=0.17822646783238386, -0.1896598612578159, -0.0009443116406347428, 0.0021235100370214388, -0.0040491088526425556, -0.03557291970368703, 0.12198276412560072, 0.010823751283110424, 0.06494119532009346, 0.002500716629293547, -0.00024097615446019166, 0.004958639616336331, 0.003622482015800566, -0.023366449334516586, 0.0033574238691019666, -0.011300460646817499, -0.0026656780507684744, 0.000600630848710155, -0.0009154929173025016, 0.001736067861382628, -0.0010223270565376775, -0.0038732439329477735, -0.0015842904808217855, 0.00040299058858368997, -0.2286876586656646, 0.15858259963572158, 0.0032170455650474346, 0.0022570219240100778, -0.0034877382815917306, -0.04990464034633021, 0.14850949512392614, 0.02300511737806462, -0.053296293589797206, -0.0015525082462974173, 0.00022812597743968356, 0.0034896371860037648, 9.352199999214797e-05, -0.029142003594837332, -0.011528432974425844, -0.0035718817511937863, 0.0009754854594404201, 0.0004672581331401698, -0.0007754157438424802, 0.0022137453668766233, -0.0008506921244405811, 0.0022969320443604253, 0.004918265021341073, 0.00035470998922724714
 aspect=7.016373669348547
 mean iota=0.363783436703555

fun#52 - J=3.4e-01, Jf=6.3e-05, ⟨B·n⟩=6.8e-04, , C-C-Sep=0.17
Jf=6.3e-05, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=2.0e-07, J_ALS=1.7e-07, J_LENGTH_PENALTY=8.7e-07
 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[6.0, 6.2, 4.1, 2.6, 7.3, 8.3], mean squared curvature=[10.0, 5.2, 3.2, 3.6, 10.0, 10.0]
