
Aspect ratio at max_mode 3: 7.0005969980925915
Mean iota at 3: -0.46675452068156176
Squared flux at max_mode 3: 0.00776731652366406
fun_coils_simple#1 - J=1.2e-02, Jf=9.4e-03, ⟨B·n⟩=6.9e-03, C-C-Sep=0.20 Jf=9.4e-03, J_length=9.6e-07, J_CC=0.0e+00, J_CURVATURE=2.5e-05, J_MSC=2.7e-03, J_ALS=4.2e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.1, 3.2, 3.3])=9.6, curvature=[13.7, 15.8, 10.2], mean squared curvature=[13.8, 15.9, 12.1]
fun_coils#598 - J=9.1e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.9e-07, J_ALS=9.4e-07, J_LENGTH_PENALTY=3.6e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.7, 7.0, 9.3], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#599 - J=9.1e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.8e-06, J_CURVATURE=0.0e+00, J_MSC=2.9e-07, J_ALS=9.4e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.7, 7.0, 9.3], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#600 - J=9.1e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.9e-07, J_ALS=9.3e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.7, 7.0, 9.3], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#601 - J=9.1e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.9e-07, J_ALS=9.3e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.7, 7.0, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#602 - J=9.1e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.9e-07, J_ALS=9.3e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.8, 7.0, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#603 - J=9.1e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.9e-07, J_ALS=9.3e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.8, 7.0, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#604 - J=9.1e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.9e-07, J_ALS=9.3e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.8, 7.0, 9.3], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#605 - J=9.1e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.9e-07, J_ALS=9.3e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.8, 7.0, 9.3], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#606 - J=9.1e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.9e-07, J_ALS=9.2e-07, J_LENGTH_PENALTY=3.6e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.8, 7.0, 9.3], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#607 - J=9.1e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.9e-07, J_ALS=9.2e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.8, 6.9, 9.3], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#608 - J=9.1e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.9e-07, J_ALS=9.2e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.8, 6.9, 9.3], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#609 - J=9.1e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.8e-07, J_ALS=9.2e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.8, 6.9, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#610 - J=9.1e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.8e-07, J_ALS=9.1e-07, J_LENGTH_PENALTY=3.4e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.8, 6.9, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#611 - J=9.1e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=9.1e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.8, 6.9, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#612 - J=9.1e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=9.1e-07, J_LENGTH_PENALTY=3.4e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.8, 6.9, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#613 - J=9.1e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.8e-07, J_ALS=9.1e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.8, 6.9, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#614 - J=9.0e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=9.1e-07, J_LENGTH_PENALTY=3.4e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.8, 6.9, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#615 - J=9.0e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.8e-07, J_ALS=9.0e-07, J_LENGTH_PENALTY=3.4e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.8, 6.9, 9.3], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#616 - J=9.0e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=9.0e-07, J_LENGTH_PENALTY=3.4e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.8, 6.9, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#617 - J=9.0e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=9.0e-07, J_LENGTH_PENALTY=3.4e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.8, 6.9, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#618 - J=9.0e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=9.0e-07, J_LENGTH_PENALTY=3.3e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.8, 6.9, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#619 - J=9.0e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=9.0e-07, J_LENGTH_PENALTY=3.4e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.8, 6.9, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#620 - J=9.0e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=8.9e-07, J_LENGTH_PENALTY=3.3e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.8, 6.9, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#621 - J=9.0e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=8.9e-07, J_LENGTH_PENALTY=3.4e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.8, 6.9, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#622 - J=9.0e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=8.9e-07, J_LENGTH_PENALTY=3.4e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.8, 6.9, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#623 - J=9.0e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=8.9e-07, J_LENGTH_PENALTY=3.3e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.8, 6.9, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#624 - J=9.0e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=8.9e-07, J_LENGTH_PENALTY=3.4e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.8, 6.9, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#625 - J=9.0e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=8.8e-07, J_LENGTH_PENALTY=3.4e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.8, 6.9, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#626 - J=9.0e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.6e-07, J_ALS=8.8e-07, J_LENGTH_PENALTY=3.4e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.9, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#627 - J=9.0e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.6e-07, J_ALS=8.8e-07, J_LENGTH_PENALTY=3.4e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.9, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#628 - J=9.0e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.6e-07, J_ALS=8.8e-07, J_LENGTH_PENALTY=3.4e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.9, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#629 - J=9.0e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.6e-07, J_ALS=8.7e-07, J_LENGTH_PENALTY=3.4e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.9, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#630 - J=9.0e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=8.7e-07, J_LENGTH_PENALTY=3.4e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.9, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#631 - J=9.0e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.6e-07, J_ALS=8.7e-07, J_LENGTH_PENALTY=3.4e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.9, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#632 - J=9.0e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.6e-07, J_ALS=8.7e-07, J_LENGTH_PENALTY=3.4e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.9, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#633 - J=9.0e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.6e-07, J_ALS=8.6e-07, J_LENGTH_PENALTY=3.4e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.9, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#634 - J=9.0e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.6e-07, J_ALS=8.6e-07, J_LENGTH_PENALTY=3.4e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.9, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#635 - J=9.0e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.6e-07, J_ALS=8.6e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.9, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#636 - J=9.0e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.6e-07, J_ALS=8.6e-07, J_LENGTH_PENALTY=3.4e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.9, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#637 - J=9.0e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.6e-07, J_ALS=8.6e-07, J_LENGTH_PENALTY=3.4e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.9, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#638 - J=9.0e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=8.5e-07, J_LENGTH_PENALTY=3.4e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.9, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#639 - J=9.0e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=8.5e-07, J_LENGTH_PENALTY=3.3e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.8, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#640 - J=9.0e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=8.4e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.8, 9.3], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#641 - J=9.0e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.6e-07, J_ALS=8.5e-07, J_LENGTH_PENALTY=3.3e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.8, 9.3], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#642 - J=9.0e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=8.4e-07, J_LENGTH_PENALTY=3.3e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.9, 9.3], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#643 - J=9.0e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=8.4e-07, J_LENGTH_PENALTY=3.3e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.9, 9.3], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#644 - J=9.0e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=8.4e-07, J_LENGTH_PENALTY=3.4e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.9, 9.3], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#645 - J=9.0e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=8.4e-07, J_LENGTH_PENALTY=3.4e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.9, 9.3], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#646 - J=9.0e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=8.3e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.9, 9.3], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#647 - J=9.0e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.6e-07, J_ALS=8.3e-07, J_LENGTH_PENALTY=3.4e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.8, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#648 - J=9.0e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.6e-07, J_ALS=8.3e-07, J_LENGTH_PENALTY=3.4e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.8, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#649 - J=9.0e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.6e-07, J_ALS=8.2e-07, J_LENGTH_PENALTY=3.4e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.7, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#650 - J=9.0e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.6e-07, J_ALS=8.2e-07, J_LENGTH_PENALTY=3.3e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[6.0, 6.7, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#651 - J=9.0e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.6e-07, J_ALS=8.1e-07, J_LENGTH_PENALTY=3.3e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[6.0, 6.8, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#652 - J=9.0e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.6e-07, J_ALS=8.1e-07, J_LENGTH_PENALTY=3.2e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[6.0, 6.8, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#653 - J=9.0e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=8.1e-07, J_LENGTH_PENALTY=3.4e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[6.0, 6.8, 9.3], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#654 - J=9.0e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.6e-07, J_ALS=8.1e-07, J_LENGTH_PENALTY=3.2e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.9, 9.3], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#655 - J=9.0e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.6e-07, J_ALS=8.1e-07, J_LENGTH_PENALTY=3.3e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.9, 9.3], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#656 - J=9.0e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.6e-07, J_ALS=8.0e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.9, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#657 - J=9.0e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.5e-07, J_ALS=8.0e-07, J_LENGTH_PENALTY=3.4e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.9, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
