
Aspect ratio at max_mode 3: 7.0005969980925915
Mean iota at 3: -0.46675452068156176
Squared flux at max_mode 3: 0.00776731652366406
fun_coils_simple#1 - J=1.2e-02, Jf=9.4e-03, ⟨B·n⟩=6.9e-03, C-C-Sep=0.20 Jf=9.4e-03, J_length=9.6e-07, J_CC=0.0e+00, J_CURVATURE=2.5e-05, J_MSC=2.7e-03, J_ALS=4.2e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.1, 3.2, 3.3])=9.6, curvature=[13.7, 15.8, 10.2], mean squared curvature=[13.8, 15.9, 12.1]
 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[8.3, 6.6, 8.8], mean squared curvature=[10.0, 10.0, 10.0]
 surface dofs=0.04034268443416186, -0.049760333870639904, 0.0020772670538069158, 0.006799317929594591, 0.00395303727157233, -0.07747795758604907, 0.143619225566787, -0.001908073180264924, 0.005385746882163774, -0.0018067526872504334, -0.004584243869337995, -0.0026624217122244538, 0.018370125711285303, -0.0227894695520431, -0.009582487429781896, -0.003927807903669624, -0.001213385893627119, 0.0009669184025891001, 0.0022807036638661333, -0.002299853152758311, -2.3216265172651658e-05, 0.00277323592913037, 5.135475674585969e-05, 0.0009031858414804691, 0.3366048865038532, -0.02007375350339907, -0.0060625352826026435, -0.005410734627548171, -0.03171459621247849, 0.06950134969800846, 0.16498571646545854, -0.03015399716150557, 0.006446848284259881, -0.0024425952930403503, 0.0025652589738259027, 0.0018059904702890227, -0.0017416029457807518, -0.015611847163562556, -0.008225165973619136, -0.005548188775940142, -0.0010788754693098514, 0.0011072855256478219, 0.0014731931373338778, -0.004948910256903164, -0.001185874972821018, -0.001045833658024803, 0.0007281259236585011, 0.0003287189223629914
 aspect=7.009758748087325
 mean iota=-0.43854930515494844

fun#214 - J=2.4e-02, Jf=3.1e-06, ⟨B·n⟩=1.0e-04, , C-C-Sep=0.12
Jf=3.1e-06, J_length=1.7e-06, J_CC=2.8e-08, J_CURVATURE=0.0e+00, J_MSC=8.4e-09, J_ALS=3.4e-07, J_LENGTH_PENALTY=4.2e-08
 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[8.5, 6.7, 8.8], mean squared curvature=[10.0, 10.0, 10.0]
 surface dofs=0.04041017141134277, -0.049777116779620906, 0.0020905493602033087, 0.006831883127318669, 0.003956126312766405, -0.07745890076627591, 0.14363701073748422, -0.0019837528438148276, 0.005391422584839857, -0.001815121785275723, -0.0046005751525407396, -0.0026397727303513582, 0.01835300016148029, -0.022787640043267225, -0.009585154088975527, -0.003904038851310958, -0.001207038054362691, 0.0009820834393827252, 0.002262297676713495, -0.002292039968971081, -6.380072571928263e-05, 0.0027980182147232897, 4.6690737941150015e-05, 0.000895913174550959, 0.33641564748716174, -0.020063060815470084, -0.006050480611930504, -0.005417597172636099, -0.03172165611374726, 0.06951812346761782, 0.16497811135025162, -0.030147003532863308, 0.006473585370950588, -0.002467222607805045, 0.0025796153621727063, 0.0018225324742724416, -0.0018067593330854325, -0.0156365369723156, -0.008234236220833963, -0.005521373048766699, -0.0010825501301364893, 0.0010996156831839196, 0.001451058131659274, -0.004933174660343618, -0.0012041063461339574, -0.0010254187862845205, 0.0007238044735188529, 0.0003234912144092626
 aspect=7.009735485988555
 mean iota=-0.4384784719360533

fun#215 - J=2.4e-02, Jf=3.1e-06, ⟨B·n⟩=1.0e-04, , C-C-Sep=0.12
Jf=3.1e-06, J_length=1.7e-06, J_CC=2.9e-08, J_CURVATURE=0.0e+00, J_MSC=9.0e-09, J_ALS=3.3e-07, J_LENGTH_PENALTY=4.5e-08
 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[8.5, 6.8, 8.8], mean squared curvature=[10.0, 10.0, 10.0]
 surface dofs=0.04044497706696853, -0.04984075662250944, 0.002092618028015346, 0.006849752431064627, 0.003986550682145396, -0.0774231007121877, 0.1436603010792004, -0.00200194254482856, 0.005407706570365678, -0.0018227456881033772, -0.0046168254729302294, -0.002658486663398167, 0.018351389859577724, -0.02276768933955858, -0.009620448166857991, -0.003896944874045422, -0.0012105963288077074, 0.0009822928616516696, 0.002265119810506764, -0.0022843878695339758, -7.417120115810164e-05, 0.0027966378597633476, 5.1556358682658884e-05, 0.0008920168259610685, 0.336185293766251, -0.020063732158544883, -0.006032921364403975, -0.005417300334745975, -0.031735332442064355, 0.06948103729435506, 0.16493417117192438, -0.030179526447834313, 0.006457642403829773, -0.0024833913252296424, 0.0025856610415072277, 0.0018591842495233502, -0.0017745235198268563, -0.01563896861515025, -0.008252892184119755, -0.005519827807817112, -0.0010812868608466948, 0.0011032345832189608, 0.0014504124275786482, -0.004956695225240215, -0.0012546652954786729, -0.001034378745298174, 0.000712464251934844, 0.000313608262956974
 aspect=7.009171468537454
 mean iota=-0.4382517104861731

fun#216 - J=2.4e-02, Jf=3.0e-06, ⟨B·n⟩=1.0e-04, , C-C-Sep=0.12
Jf=3.0e-06, J_length=1.7e-06, J_CC=2.9e-08, J_CURVATURE=0.0e+00, J_MSC=1.8e-08, J_ALS=3.3e-07, J_LENGTH_PENALTY=4.1e-08
 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[8.6, 6.8, 8.8], mean squared curvature=[10.0, 10.0, 10.0]
 surface dofs=0.04045208751347965, -0.04986320303859324, 0.00208412907710855, 0.006861062908558858, 0.004020004230956079, -0.07741897420931501, 0.1437231852988878, -0.0020642533983239505, 0.005425977632857077, -0.0018327485135171307, -0.004624107582792819, -0.002661752041246909, 0.018333017870070547, -0.022788217169326594, -0.009617557430368769, -0.0038926752320870197, -0.0012064109709056154, 0.0009849314037781356, 0.002255530941265356, -0.0022696020855412567, -7.725751004425974e-05, 0.002798491421645131, 4.7934187104961724e-05, 0.0008910475149473993, 0.3360455297180647, -0.02001861371235237, -0.006029838632617563, -0.005413340206736416, -0.03174022296959726, 0.06948096181662713, 0.16485786869191518, -0.030178220671048483, 0.006446668149684345, -0.0024927997478956694, 0.0025850117424230474, 0.0018641613086225876, -0.0017747788281951317, -0.015635100063863816, -0.008251281262320933, -0.005506875511707518, -0.0010849780323387553, 0.0010925472457017557, 0.0014489704902040745, -0.004935055178593118, -0.001277021901134151, -0.0010381127935108461, 0.0007108944053649818, 0.0003166676968991437
 aspect=7.009184909233726
 mean iota=-0.43824451359397576

fun#217 - J=2.4e-02, Jf=3.0e-06, ⟨B·n⟩=1.0e-04, , C-C-Sep=0.12
Jf=3.0e-06, J_length=1.7e-06, J_CC=3.1e-08, J_CURVATURE=0.0e+00, J_MSC=1.3e-08, J_ALS=3.3e-07, J_LENGTH_PENALTY=3.7e-08
 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[8.6, 6.8, 8.8], mean squared curvature=[10.0, 10.0, 10.0]
 surface dofs=0.040449495880769085, -0.04988503071184122, 0.002092308433336116, 0.006865844690298522, 0.0040407597081873105, -0.0774074181963376, 0.14378108874855047, -0.002089525499511613, 0.005443260682980364, -0.0018349268695708252, -0.004627642407345458, -0.0026581645464948574, 0.018361854692198126, -0.022796176086778454, -0.009621678756913525, -0.0038894898207352904, -0.0012155636816043073, 0.0009894199633505196, 0.0022615112310652554, -0.002268109019671473, -8.392157869349996e-05, 0.0028004934248808742, 4.074517397467653e-05, 0.0008964317110155603, 0.3358449060578107, -0.019972561963393965, -0.006021734836732322, -0.005406838666416843, -0.03174612826279509, 0.06941285313652779, 0.16475345604445327, -0.030180718900754532, 0.006441752365737387, -0.00249926008402931, 0.0025755109642097455, 0.0018665670184982996, -0.0018143791799149003, -0.015657451433042965, -0.008254334966387972, -0.00550840667636843, -0.001091026598862713, 0.001096006491355997, 0.0014465614965104524, -0.004930940872473854, -0.0012834393236027827, -0.0010460186096370972, 0.0007105746057435303, 0.000318778579182433
 aspect=7.009116461372129
 mean iota=-0.4380660497477454

fun#218 - J=2.4e-02, Jf=3.0e-06, ⟨B·n⟩=1.0e-04, , C-C-Sep=0.12
Jf=3.0e-06, J_length=1.7e-06, J_CC=3.0e-08, J_CURVATURE=0.0e+00, J_MSC=1.5e-08, J_ALS=3.3e-07, J_LENGTH_PENALTY=3.4e-08
 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[8.7, 6.7, 8.8], mean squared curvature=[10.0, 10.0, 10.0]
 surface dofs=0.04052486302720599, -0.04993647936045342, 0.0020885499958043455, 0.006868491124501779, 0.004051965753391817, -0.0773843811784268, 0.14382878065556268, -0.0021274499410590805, 0.005456896248817542, -0.0018335294154728256, -0.004639131297988765, -0.0026443462664367152, 0.018363996592554825, -0.022802317349065623, -0.009636523695496115, -0.0038829244026516146, -0.0012147106242535802, 0.0009931803321753105, 0.0022612335478799624, -0.0022656403385879925, -9.17484055400383e-05, 0.002809233543356511, 3.147323176962755e-05, 0.0008996182942647266, 0.3356483458018119, -0.019919323097827554, -0.0060121681500566486, -0.00540406214602655, -0.031732875402122246, 0.06938924557047546, 0.16465794371392437, -0.030210386110404757, 0.006442791473810203, -0.00249834457679225, 0.0025758370130301617, 0.0018853521077257227, -0.0018403610077409155, -0.0156776199521221, -0.008277926194968071, -0.005490114843403141, -0.0010931121653693914, 0.0011006021553980835, 0.001444898748090092, -0.004933066075840564, -0.0012988223195799003, -0.0010500096722893789, 0.0007072835309768411, 0.00032565367507927294
 aspect=7.009300521421293
 mean iota=-0.4379351035873717

fun#219 - J=2.4e-02, Jf=3.0e-06, ⟨B·n⟩=1.0e-04, , C-C-Sep=0.12
Jf=3.0e-06, J_length=1.7e-06, J_CC=3.0e-08, J_CURVATURE=0.0e+00, J_MSC=1.5e-08, J_ALS=3.3e-07, J_LENGTH_PENALTY=3.3e-08
 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[8.8, 6.7, 8.8], mean squared curvature=[10.0, 10.0, 10.0]
 surface dofs=0.040571697579970444, -0.04996751015122843, 0.0020874647802533184, 0.006881946162251278, 0.004077327493065899, -0.0773751396403168, 0.143850840422906, -0.0021722919444193242, 0.005472447044988281, -0.0018340312277043778, -0.004634716880621727, -0.002642666350298866, 0.018337995061956016, -0.022796535819352114, -0.00963411633732335, -0.0038695545660108006, -0.0012253994636394169, 0.0009928184461964803, 0.002244070988427616, -0.002244688662062359, -9.580265518279898e-05, 0.0028154960268485137, 1.669883606449419e-05, 0.0009050189171288847, 0.33547510598602925, -0.01985790685897212, -0.006027967372403698, -0.005419112687617999, -0.03177125183951661, 0.06937512575883327, 0.16464321738613888, -0.03020999847641025, 0.006447069941049004, -0.0024894276654523267, 0.0025720268709363762, 0.0018672978977760466, -0.0018557332061369257, -0.01567769481833069, -0.008289932926939376, -0.005489550887881872, -0.0011085454147296806, 0.0010898313709692847, 0.0014506291391243428, -0.004899978700547158, -0.0013211533650822646, -0.0010484324916515337, 0.0006946269713016254, 0.00033405304939706723
 aspect=7.009028476882436
 mean iota=-0.4378160177175849

fun#220 - J=2.3e-02, Jf=3.0e-06, ⟨B·n⟩=1.0e-04, , C-C-Sep=0.12
Jf=3.0e-06, J_length=1.7e-06, J_CC=2.9e-08, J_CURVATURE=0.0e+00, J_MSC=1.2e-08, J_ALS=3.3e-07, J_LENGTH_PENALTY=3.0e-08
 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[8.8, 6.7, 8.8], mean squared curvature=[10.0, 10.0, 10.0]
 surface dofs=0.040659348924910146, -0.04997879782832862, 0.002067907475855826, 0.006899117382794009, 0.004120155124721596, -0.07735644449540793, 0.14385293614211672, -0.0021979554922193075, 0.005476568515399095, -0.0018347681135725022, -0.0046377064930501685, -0.0026415090203116757, 0.01832804675155101, -0.022796206612486263, -0.009608343078779433, -0.0038853340880976315, -0.0012181808716768248, 0.000993011753795562, 0.002237244702445886, -0.002233655516056419, -0.00010363741427954946, 0.0028151653508039862, 1.5300423950594465e-05, 0.0009066203680665855, 0.33533506265911556, -0.019835087037823516, -0.006030675734498807, -0.005425371769262306, -0.031793208035455475, 0.06933729790345512, 0.16461655528973987, -0.030214096646685968, 0.006430607965107973, -0.0024874339159525146, 0.0025659549107773746, 0.0018698971513737355, -0.0018734721849261542, -0.015674325311611025, -0.008300361794310316, -0.005505365460699039, -0.0011088589421856603, 0.0010825460434587255, 0.0014483820373026389, -0.004896637188719156, -0.0013385384550514468, -0.0010557986363708984, 0.0006934666213980796, 0.0003344225582668388
 aspect=7.00926057137256
 mean iota=-0.4377911585935632

fun#221 - J=2.3e-02, Jf=3.0e-06, ⟨B·n⟩=1.0e-04, , C-C-Sep=0.12
Jf=3.0e-06, J_length=1.7e-06, J_CC=3.1e-08, J_CURVATURE=0.0e+00, J_MSC=1.4e-08, J_ALS=3.3e-07, J_LENGTH_PENALTY=3.0e-08
 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[8.8, 6.8, 8.7], mean squared curvature=[10.0, 10.0, 10.0]
 surface dofs=0.04070532490104165, -0.049987544677026284, 0.0020602244360636893, 0.006919338155797646, 0.0041762339631921976, -0.07733031440708599, 0.14387265581331163, -0.0022332393487445056, 0.005488180013315991, -0.0018355564198275168, -0.004639550622532681, -0.002642805439246795, 0.018325019606356074, -0.022803663478441736, -0.009583201716309142, -0.003893932048327382, -0.0012127791188089282, 0.0009960816101382644, 0.0022373909331154947, -0.0022258316014659523, -0.00011168044961642105, 0.002815573330706662, 1.2913612475324359e-05, 0.0009069625902786657, 0.33518669546885377, -0.01978945619635016, -0.006018241762327021, -0.005427468646438302, -0.031844439408052934, 0.06925791107686323, 0.16453819895858438, -0.030223375561457863, 0.006430487807604708, -0.002493774618262319, 0.002558356194307729, 0.0018697423226622597, -0.0019218796610849687, -0.015679928222316508, -0.008314832311109034, -0.005515368692321902, -0.0011131919891289176, 0.0010816301189955776, 0.0014453489933853516, -0.004898173552194646, -0.0013592577260392385, -0.001055600721506278, 0.0006922641303615282, 0.00033496927136642365
 aspect=7.0097967635523775
 mean iota=-0.4377337288590219

fun#222 - J=2.3e-02, Jf=3.0e-06, ⟨B·n⟩=1.0e-04, , C-C-Sep=0.12
Jf=3.0e-06, J_length=1.7e-06, J_CC=3.1e-08, J_CURVATURE=0.0e+00, J_MSC=1.4e-08, J_ALS=3.3e-07, J_LENGTH_PENALTY=2.9e-08
 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[8.8, 6.8, 8.7], mean squared curvature=[10.0, 10.0, 10.0]
 surface dofs=0.040729923426060875, -0.05000072650861371, 0.002060275971165137, 0.006925142042032035, 0.0041865028379037715, -0.07732609841198002, 0.14386082809500533, -0.0022484942013101306, 0.005492260334762747, -0.0018365064786338326, -0.0046408585316112345, -0.002640083141233422, 0.018321361602436134, -0.022804827244226448, -0.009573318384810917, -0.003895128371098866, -0.0012114583951698904, 0.0009987917378968128, 0.0022357360985980606, -0.0022265713076544302, -0.00011110515413348831, 0.0028174652305620095, 9.465915394908205e-06, 0.0009075228897227733, 0.33513607913763105, -0.01977153535336562, -0.0060149169085925705, -0.005433316689397554, -0.031862057525036014, 0.06925556795210673, 0.1645542330016712, -0.03021578266273594, 0.006431774888679033, -0.0024913555693991127, 0.0025626388156404743, 0.001867560013871842, -0.0019431316590454116, -0.015683798945992342, -0.008318283533104544, -0.005518292817717826, -0.001113492939076513, 0.0010817738327460415, 0.0014411388082840738, -0.004898281337318793, -0.0013597057435386908, -0.0010523984646406978, 0.0006898085437797048, 0.0003363609892119915
 aspect=7.00980125230599
 mean iota=-0.4377846893107989

fun#223 - J=2.3e-02, Jf=3.0e-06, ⟨B·n⟩=1.0e-04, , C-C-Sep=0.12
Jf=3.0e-06, J_length=1.7e-06, J_CC=3.1e-08, J_CURVATURE=0.0e+00, J_MSC=1.4e-08, J_ALS=3.3e-07, J_LENGTH_PENALTY=2.7e-08
 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[8.8, 6.8, 8.7], mean squared curvature=[10.0, 10.0, 10.0]
 surface dofs=0.040759409768194754, -0.05000845496197102, 0.00205925546530899, 0.006928708206483463, 0.004194068825123949, -0.0773217177425891, 0.14384741717304614, -0.0022556140084090104, 0.005496081024574036, -0.0018372932114975717, -0.0046409138002843344, -0.0026383852927599925, 0.01831723909503438, -0.022804900970863372, -0.00956612860018606, -0.0038963318486419127, -0.0012105864665807886, 0.0010006633529936943, 0.002235672125274974, -0.0022279492924957185, -0.00011022700497958548, 0.002819167815062947, 6.144422755960489e-06, 0.0009080977472650922, 0.33510434856864263, -0.0197561941333723, -0.006013082663795387, -0.005436994292324461, -0.03187509980403998, 0.06924411267865073, 0.16457097517178756, -0.03020579635384705, 0.006430992953225945, -0.002488719049353086, 0.002565733070650876, 0.0018673106286087409, -0.001961309937024086, -0.0156854075054308, -0.008322880515036064, -0.005521234585420225, -0.0011137659356963375, 0.001082590753512433, 0.0014377392972183467, -0.004898864595338369, -0.0013597548296471788, -0.0010512075493558843, 0.0006867696653166668, 0.00033770616736099345
 aspect=7.009722012428824
 mean iota=-0.43779349211507523

fun#224 - J=2.3e-02, Jf=3.0e-06, ⟨B·n⟩=1.0e-04, , C-C-Sep=0.12
Jf=3.0e-06, J_length=1.7e-06, J_CC=3.2e-08, J_CURVATURE=0.0e+00, J_MSC=1.4e-08, J_ALS=3.3e-07, J_LENGTH_PENALTY=2.6e-08
 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[8.8, 6.9, 8.7], mean squared curvature=[10.0, 10.0, 10.0]
 surface dofs=0.04080239508492061, -0.0500149440656352, 0.002057761249943891, 0.006931688968620316, 0.004197140796209773, -0.07732644248163502, 0.1438421673005657, -0.002261611025287296, 0.005499905382128191, -0.001837991728019081, -0.00464234353280726, -0.002638328296523798, 0.01831804992998912, -0.022804034968750667, -0.009561196681365874, -0.0038957719072295585, -0.0012113297206616273, 0.0010018526493533275, 0.0022359562354630886, -0.0022280126956129406, -0.0001104852515163119, 0.0028187772742783255, 3.2767779732218754e-06, 0.0009084339261431707, 0.3350909433959749, -0.019747085732486108, -0.0060117844439668095, -0.0054435185390607, -0.03188043192889866, 0.06923980707594045, 0.1645758286749568, -0.0301930065919993, 0.006428171081504361, -0.0024873347381687383, 0.002566675032962583, 0.001866711698433259, -0.0019694975359424854, -0.015687786132327568, -0.008324790367332552, -0.005523926153266059, -0.0011149908294639534, 0.0010845054970850087, 0.0014384151265252581, -0.0048986242033351845, -0.0013614516787058134, -0.001051308556931293, 0.000684503801931982, 0.0003380131716652661
 aspect=7.009782418187159
 mean iota=-0.43786912501187053

fun#225 - J=2.3e-02, Jf=3.0e-06, ⟨B·n⟩=1.0e-04, , C-C-Sep=0.12
Jf=3.0e-06, J_length=1.7e-06, J_CC=3.2e-08, J_CURVATURE=0.0e+00, J_MSC=1.4e-08, J_ALS=3.3e-07, J_LENGTH_PENALTY=2.5e-08
 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[8.7, 6.9, 8.7], mean squared curvature=[10.0, 10.0, 10.0]
 surface dofs=0.04081025907600103, -0.050028596537853146, 0.002054706283704127, 0.006935185267683027, 0.004198742593023714, -0.07732994067199912, 0.14383792364725442, -0.0022668640609810257, 0.005503178840101488, -0.0018390732499780063, -0.004644273679760175, -0.002638826724525936, 0.01831941728154181, -0.022803001295358685, -0.009557847410933492, -0.003894474182197749, -0.0012121084244846375, 0.0010029895100891599, 0.002236453481050335, -0.002228943127190108, -0.00011059256023727674, 0.002818287547275872, 9.92440522593554e-07, 0.0009085826282083045, 0.33507742641440713, -0.019740230498305946, -0.0060113534261338085, -0.005449387077176155, -0.031884460923479734, 0.06923850853408878, 0.16457937564061179, -0.030182718409375673, 0.006426884600165155, -0.0024865039520356037, 0.0025672560022150875, 0.0018678893356806278, -0.0019742173867535943, -0.015690853803023368, -0.008326827426270571, -0.005526049229423192, -0.0011167151417193258, 0.0010865530215508953, 0.0014389549120340627, -0.004897768585335641, -0.0013620383243653084, -0.00105121383440821, 0.0006829968779750444, 0.0003381320052839642
 aspect=7.0098548149601925
 mean iota=-0.4379300246067052

fun#226 - J=2.3e-02, Jf=3.0e-06, ⟨B·n⟩=1.0e-04, , C-C-Sep=0.12
Jf=3.0e-06, J_length=1.7e-06, J_CC=3.2e-08, J_CURVATURE=0.0e+00, J_MSC=1.4e-08, J_ALS=3.3e-07, J_LENGTH_PENALTY=2.6e-08
 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[8.8, 6.9, 8.7], mean squared curvature=[10.0, 10.0, 10.0]
 surface dofs=0.040803133352933195, -0.050016225753702764, 0.002057474451061329, 0.006932017199633555, 0.004197291172187861, -0.0773267708902028, 0.1438417689082654, -0.002262104177960282, 0.005500212692918286, -0.0018380932608233552, -0.004642524734151508, -0.0026383750887247035, 0.018318178296349533, -0.022803937927948745, -0.009560882253335573, -0.003895650077376203, -0.0012114028250329225, 0.0010019593773375592, 0.002236002916659406, -0.002228100044118845, -0.0001104953256116853, 0.002818731298923431, 3.0623253813379534e-06, 0.0009084478862274295, 0.33508967442770976, -0.0197464421661262, -0.006011743980202837, -0.005444069474829442, -0.03188081016913211, 0.0692396851694044, 0.16457616166252736, -0.030192040741954335, 0.006428050307203907, -0.0024872567443331504, 0.0025667295740996513, 0.0018668222544984006, -0.0019699406334539628, -0.015688074123898856, -0.008324981605526785, -0.005524125466718867, -0.001115152707137622, 0.0010846977177783807, 0.0014384658013506402, -0.004898543878294935, -0.001361506752741465, -0.001051299664422623, 0.0006843623325758462, 0.00033802432771295327
 aspect=7.00978921289605
 mean iota=-0.4378863267560422

fun#227 - J=2.3e-02, Jf=3.0e-06, ⟨B·n⟩=1.0e-04, , C-C-Sep=0.12
Jf=3.0e-06, J_length=1.7e-06, J_CC=3.2e-08, J_CURVATURE=0.0e+00, J_MSC=1.4e-08, J_ALS=3.3e-07, J_LENGTH_PENALTY=2.6e-08
 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[8.8, 6.9, 8.7], mean squared curvature=[10.0, 10.0, 10.0]
 surface dofs=0.04080240184779015, -0.050014955806478696, 0.002057758622736163, 0.006931691975365137, 0.0041971421737218755, -0.07732644549000632, 0.1438421636511117, -0.0022616155427892548, 0.0054999081972342875, -0.0018379926581055782, -0.004642345192693686, -0.0026383287251615624, 0.01831805110588315, -0.02280403407981295, -0.009561193801062632, -0.003895770791212894, -0.001211330390330796, 0.0010018536270300273, 0.0022359566630840008, -0.002228013495764837, -0.00011048534379959064, 0.0028187768531232407, 3.2748134903000606e-06, 0.0009084340540238686, 0.33509093177165056, -0.019747079837126615, -0.006011784073300395, -0.0054435235858820005, -0.0318804353937506, 0.06923980595922134, 0.16457583172527385, -0.03019299774437521, 0.006428169975157039, -0.0024873340237098612, 0.0025666755325841144, 0.0018667127111769146, -0.001969501594916482, -0.015687788770460866, -0.008324792119161071, -0.005523927979067606, -0.0011149923123367998, 0.0010845072579136656, 0.001438415590729622, -0.004898623467521416, -0.001361452183208937, -0.0010513084754718838, 0.0006845025060085723, 0.00033801327385971834
 aspect=7.009782480428023
 mean iota=-0.4378691652907007

fun#228 - J=2.3e-02, Jf=3.0e-06, ⟨B·n⟩=1.0e-04, , C-C-Sep=0.12
Jf=3.0e-06, J_length=1.7e-06, J_CC=3.2e-08, J_CURVATURE=0.0e+00, J_MSC=1.4e-08, J_ALS=3.3e-07, J_LENGTH_PENALTY=2.6e-08
 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[8.8, 6.9, 8.7], mean squared curvature=[10.0, 10.0, 10.0]
 surface dofs=0.04080288464118456, -0.05001579397164658, 0.002057571069430772, 0.006931906623382293, 0.004197240512709426, -0.077326660254136, 0.14384190312083314, -0.0022619380420021325, 0.005500109164385727, -0.001838059055899311, -0.004642463690055849, -0.0026383593251132352, 0.018318135051590963, -0.022803970619582573, -0.009560988179562774, -0.003895691120080678, -0.0012113781972341996, 0.0010019234222329984, 0.002235987190443768, -0.0022280706176784825, -0.00011049193179557311, 0.0028187467873513664, 3.1345713383850697e-06, 0.0009084431832782188, 0.33509010192464966, -0.01974665897426634, -0.006011757611856007, -0.005443883872587312, -0.031880682745502396, 0.06923972623794217, 0.16457604948386115, -0.030192366122777432, 0.006428090994307972, -0.002487283019321232, 0.0025667111999843686, 0.0018667850097690954, -0.001969791360351219, -0.01568797710372994, -0.008324917180162443, -0.0055240583209174385, -0.0011150981729053425, 0.0010846329614243775, 0.001438448729739494, -0.004898570938631939, -0.0013614881991004055, -0.0010513026601793715, 0.0006844099915429731, 0.0003380205694028534
 aspect=7.009786923814275
 mean iota=-0.43789977568034233

fun#229 - J=2.3e-02, Jf=3.0e-06, ⟨B·n⟩=1.0e-04, , C-C-Sep=0.12
Jf=3.0e-06, J_length=1.7e-06, J_CC=3.2e-08, J_CURVATURE=0.0e+00, J_MSC=1.4e-08, J_ALS=3.3e-07, J_LENGTH_PENALTY=2.6e-08
 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[8.8, 6.9, 8.7], mean squared curvature=[10.0, 10.0, 10.0]
 surface dofs=0.04080240429720194, -0.05001496005883936, 0.002057757671200202, 0.006931693064363844, 0.004197142672636479, -0.07732644657959412, 0.1438421623293332, -0.002261617178961956, 0.005499909216824271, -0.0018379929949692143, -0.004642345793880112, -0.00263832888040785, 0.018318051531774657, -0.022804033757852792, -0.009561192757859202, -0.0038957703870080886, -0.0012113306328751098, 0.0010018539811301344, 0.0022359568179619992, -0.0022280137855680737, -0.00011048537722323557, 0.0028187767005870695, 3.2741019835075813e-06, 0.0009084341003403746, 0.3350909275614914, -0.019747077701914202, -0.006011783939050477, -0.005443525413766375, -0.031880436648668964, 0.06923980555476211, 0.16457583283005375, -0.03019299453989602, 0.006428169574454328, -0.0024873337649433743, 0.0025666757135396775, 0.0018667130779777567, -0.0019695030650171063, -0.015687789725953905, -0.00832479275364757, -0.005523928640346047, -0.0011149928494115133, 0.0010845078956598817, 0.0014384157588576087, -0.004898623201020502, -0.001361452365932541, -0.0010513084459684852, 0.0006845020366441924, 0.0003380133108730444
 aspect=7.009782502970727
 mean iota=-0.4378691798790427

fun#230 - J=2.3e-02, Jf=3.0e-06, ⟨B·n⟩=1.0e-04, , C-C-Sep=0.12
Jf=3.0e-06, J_length=1.7e-06, J_CC=3.2e-08, J_CURVATURE=0.0e+00, J_MSC=1.4e-08, J_ALS=3.3e-07, J_LENGTH_PENALTY=2.6e-08
 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[8.8, 6.9, 8.7], mean squared curvature=[10.0, 10.0, 10.0]
 surface dofs=0.04080240672347125, -0.05001496427102296, 0.0020577567286545226, 0.006931694143073499, 0.004197143166837248, -0.07732644765888728, 0.14384216102004307, -0.0022616187996758064, 0.0054999102267809866, -0.001837993328650103, -0.004642346389386421, -0.002638329034187343, 0.018318051953642264, -0.022804033438934574, -0.009561191724512145, -0.003895769986622282, -0.0012113308731278216, 0.0010018543318846404, 0.0022359569713766834, -0.002228014072633198, -0.00011048541033108797, 0.002818776549492087, 3.2733971991579475e-06, 0.0009084341462192741, 0.3350909233911106, -0.019747075586875655, -0.006011783806068976, -0.005443527224380572, -0.03188043789173063, 0.0692398051541243, 0.16457583392439554, -0.030192991365693325, 0.006428169177537526, -0.0024873335086217593, 0.00256667589278554, 0.0018667134413129993, -0.001969504521227958, -0.01568779067241928, -0.008324793382139328, -0.005523929295376611, -0.0011149933814118495, 0.001084508527380558, 0.001438415925397092, -0.004898622937037536, -0.0013614525469297398, -0.0010513084167438397, 0.0006845015717144506, 0.00033801334753666196
 aspect=7.0097825253004915
 mean iota=-0.437869194330599

fun#231 - J=2.3e-02, Jf=3.0e-06, ⟨B·n⟩=1.0e-04, , C-C-Sep=0.12
