
Aspect ratio at max_mode 3: 5.999999836943246
Mean iota at 3: 0.41999659049473215
Quasisymmetry objective at max_mode 3: 2.167484344763954e-05
Squared flux at max_mode 3: 0.06422646722819887
fun_coils_simple#1 - J=5.9e-02, Jf=5.9e-02, ⟨B·n⟩=2.0e-02, C-C-Sep=0.17 Jf=5.9e-02, J_length=1.4e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.8e-07, J_ALS=2.8e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([4.7, 4.7, 4.7])=14.0, curvature=[3.2, 4.5, 4.7], mean squared curvature=[3.9, 5.0, 5.1]
fun_coils#640 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=3.4e-10, J_MSC=1.2e-10, J_ALS=1.7e-07, J_LENGTH_PENALTY=1.4e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.3, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#641 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=2.9e-10, J_MSC=1.1e-10, J_ALS=1.7e-07, J_LENGTH_PENALTY=1.3e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.3, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#642 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=2.2e-10, J_MSC=1.5e-10, J_ALS=1.7e-07, J_LENGTH_PENALTY=1.3e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.3, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#643 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=1.6e-10, J_MSC=9.8e-11, J_ALS=1.7e-07, J_LENGTH_PENALTY=1.2e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.3, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#644 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=1.2e-10, J_MSC=1.5e-10, J_ALS=1.7e-07, J_LENGTH_PENALTY=1.3e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.3, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#645 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=1.2e-10, J_MSC=7.8e-11, J_ALS=1.7e-07, J_LENGTH_PENALTY=1.2e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.3, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#646 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=1.8e-10, J_MSC=8.1e-11, J_ALS=1.7e-07, J_LENGTH_PENALTY=1.2e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.3, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#647 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=2.7e-10, J_MSC=5.3e-11, J_ALS=1.7e-07, J_LENGTH_PENALTY=1.2e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.3, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#648 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=3.4e-10, J_MSC=6.0e-11, J_ALS=1.7e-07, J_LENGTH_PENALTY=1.3e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.3, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#649 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=3.6e-10, J_MSC=7.2e-11, J_ALS=1.7e-07, J_LENGTH_PENALTY=1.3e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.3, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#650 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=3.8e-10, J_MSC=7.8e-11, J_ALS=1.7e-07, J_LENGTH_PENALTY=1.4e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.3, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#651 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=3.1e-10, J_MSC=4.1e-11, J_ALS=1.7e-07, J_LENGTH_PENALTY=1.3e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.3, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#652 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=2.3e-10, J_MSC=8.6e-11, J_ALS=1.7e-07, J_LENGTH_PENALTY=1.4e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.3, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#653 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=2.5e-10, J_MSC=6.8e-12, J_ALS=1.7e-07, J_LENGTH_PENALTY=1.2e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.3, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#654 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=3.1e-10, J_MSC=3.8e-11, J_ALS=1.7e-07, J_LENGTH_PENALTY=1.3e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.3, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#655 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=3.8e-10, J_MSC=5.7e-11, J_ALS=1.7e-07, J_LENGTH_PENALTY=1.3e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.3, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#656 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=4.6e-10, J_MSC=4.7e-11, J_ALS=1.7e-07, J_LENGTH_PENALTY=1.3e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.3, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#657 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=3.9e-10, J_MSC=7.8e-11, J_ALS=1.7e-07, J_LENGTH_PENALTY=1.3e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.3, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#658 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=3.1e-10, J_MSC=9.6e-11, J_ALS=1.7e-07, J_LENGTH_PENALTY=1.3e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.3, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#659 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=2.7e-10, J_MSC=1.5e-10, J_ALS=1.7e-07, J_LENGTH_PENALTY=1.3e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.3, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#660 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=2.5e-10, J_MSC=1.1e-10, J_ALS=1.7e-07, J_LENGTH_PENALTY=1.3e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.3, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#661 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=3.0e-10, J_MSC=1.8e-10, J_ALS=1.7e-07, J_LENGTH_PENALTY=1.3e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.3, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#662 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=4.4e-10, J_MSC=5.4e-11, J_ALS=1.6e-07, J_LENGTH_PENALTY=1.3e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.2, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#663 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=3.3e-10, J_MSC=1.2e-10, J_ALS=1.6e-07, J_LENGTH_PENALTY=1.3e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.2, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#664 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=3.1e-10, J_MSC=7.8e-11, J_ALS=1.6e-07, J_LENGTH_PENALTY=1.3e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.2, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#665 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=2.8e-10, J_MSC=1.7e-10, J_ALS=1.6e-07, J_LENGTH_PENALTY=1.4e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.2, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#666 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=2.6e-10, J_MSC=6.1e-11, J_ALS=1.6e-07, J_LENGTH_PENALTY=1.3e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.2, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#667 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=1.8e-10, J_MSC=1.7e-10, J_ALS=1.6e-07, J_LENGTH_PENALTY=1.4e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.2, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#668 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=1.9e-10, J_MSC=4.5e-11, J_ALS=1.6e-07, J_LENGTH_PENALTY=1.3e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.2, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#669 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=3.0e-10, J_MSC=6.5e-11, J_ALS=1.6e-07, J_LENGTH_PENALTY=1.3e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.2, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#670 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=3.0e-10, J_MSC=8.7e-11, J_ALS=1.6e-07, J_LENGTH_PENALTY=1.3e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.2, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#671 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=3.4e-10, J_MSC=8.2e-11, J_ALS=1.6e-07, J_LENGTH_PENALTY=1.3e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.2, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#672 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=3.2e-10, J_MSC=8.3e-11, J_ALS=1.6e-07, J_LENGTH_PENALTY=1.4e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.2, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#673 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=2.5e-10, J_MSC=1.1e-10, J_ALS=1.6e-07, J_LENGTH_PENALTY=1.3e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.2, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#674 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=2.7e-10, J_MSC=7.0e-11, J_ALS=1.6e-07, J_LENGTH_PENALTY=1.3e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.2, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#675 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=2.7e-10, J_MSC=4.1e-11, J_ALS=1.6e-07, J_LENGTH_PENALTY=1.2e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.2, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#676 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=2.7e-10, J_MSC=1.3e-10, J_ALS=1.6e-07, J_LENGTH_PENALTY=1.4e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.2, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#677 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=2.8e-10, J_MSC=1.7e-11, J_ALS=1.6e-07, J_LENGTH_PENALTY=1.3e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.2, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#678 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=2.6e-10, J_MSC=2.3e-11, J_ALS=1.6e-07, J_LENGTH_PENALTY=1.3e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.2, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#679 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=2.4e-10, J_MSC=3.1e-11, J_ALS=1.6e-07, J_LENGTH_PENALTY=1.3e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.2, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#680 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=2.8e-10, J_MSC=7.5e-11, J_ALS=1.6e-07, J_LENGTH_PENALTY=1.3e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.2, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#681 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=3.1e-10, J_MSC=2.5e-10, J_ALS=1.6e-07, J_LENGTH_PENALTY=1.3e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.1, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#682 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=3.7e-10, J_MSC=2.4e-10, J_ALS=1.6e-07, J_LENGTH_PENALTY=1.2e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.2, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#683 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=2.7e-10, J_MSC=3.6e-11, J_ALS=1.6e-07, J_LENGTH_PENALTY=1.2e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.2, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#684 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=2.7e-10, J_MSC=6.6e-11, J_ALS=1.6e-07, J_LENGTH_PENALTY=1.3e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.1, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#685 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=2.2e-10, J_MSC=1.2e-10, J_ALS=1.6e-07, J_LENGTH_PENALTY=1.4e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.1, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#686 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=2.3e-10, J_MSC=1.1e-10, J_ALS=1.6e-07, J_LENGTH_PENALTY=1.3e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.2, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#687 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=3.0e-10, J_MSC=1.9e-10, J_ALS=1.6e-07, J_LENGTH_PENALTY=1.3e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.2, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#688 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=3.0e-10, J_MSC=6.1e-11, J_ALS=1.6e-07, J_LENGTH_PENALTY=1.2e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.2, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#689 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=3.4e-10, J_MSC=6.9e-11, J_ALS=1.6e-07, J_LENGTH_PENALTY=1.3e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.2, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#690 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=3.5e-10, J_MSC=6.9e-11, J_ALS=1.5e-07, J_LENGTH_PENALTY=1.3e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.2, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#691 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=3.7e-10, J_MSC=6.2e-11, J_ALS=1.5e-07, J_LENGTH_PENALTY=1.4e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.2, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#692 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=3.3e-10, J_MSC=7.8e-11, J_ALS=1.5e-07, J_LENGTH_PENALTY=1.4e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.2, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#693 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=3.1e-10, J_MSC=3.7e-11, J_ALS=1.5e-07, J_LENGTH_PENALTY=1.3e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.2, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#694 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=2.9e-10, J_MSC=5.5e-11, J_ALS=1.5e-07, J_LENGTH_PENALTY=1.3e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.2, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#695 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=2.6e-10, J_MSC=6.7e-11, J_ALS=1.5e-07, J_LENGTH_PENALTY=1.3e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.2, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#696 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=2.5e-10, J_MSC=2.4e-11, J_ALS=1.5e-07, J_LENGTH_PENALTY=1.2e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.2, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#697 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=2.6e-10, J_MSC=1.0e-10, J_ALS=1.5e-07, J_LENGTH_PENALTY=1.3e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.2, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils#698 - J=1.0e-05, Jf=9.8e-06, ⟨B·n⟩=3.1e-04, C-C-Sep=0.14 Jf=9.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=2.7e-10, J_MSC=1.3e-10, J_ALS=1.5e-07, J_LENGTH_PENALTY=1.3e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.2, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
