
Aspect ratio at max_mode 3: 5.999999836943246
Mean iota at 3: 0.41999659049473215
Quasisymmetry objective at max_mode 3: 2.167484344763954e-05
Squared flux at max_mode 3: 0.06422646722819887
fun_coils_simple#1 - J=5.9e-02, Jf=5.9e-02, ⟨B·n⟩=2.0e-02, C-C-Sep=0.17 Jf=5.9e-02, J_length=1.4e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.8e-07, J_ALS=2.8e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([4.7, 4.7, 4.7])=14.0, curvature=[3.2, 4.5, 4.7], mean squared curvature=[3.9, 5.0, 5.1]
 Quasisymmetry objective=0.003848484704769144
 aspect=6.012317365387873
 mean iota=0.41921352821565333

fun#254 - J=2.1e-02, Jf=3.2e-06, ⟨B·n⟩=1.8e-04, , C-C-Sep=0.12
Jf=3.2e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=3.8e-09, J_MSC=9.6e-09, J_ALS=2.0e-07, J_LENGTH_PENALTY=3.0e-08
 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.1, 4.8, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
 surface dofs=0.1471489722509129, 0.013060553809349132, 0.0022543234775160097, -0.0015696313115022176, 0.0012020574307200897, 0.03483086733735779, 0.1771350302497627, -0.11219753459491459, -0.008515805239154232, -0.0024454881996035602, -0.001702966124180526, 0.0004121873352613311, 0.003894749953745903, 0.00304989268173162, 0.028502193162394485, 0.004064460773878977, -5.7393521799116276e-05, -0.000498398240950374, -0.0007627011465244652, 0.0003619549501573723, -0.0015289733408133182, -0.001379046744163249, 6.860165549937134e-05, 0.0002924840730523092, -0.12489469531219913, -0.009694292610213618, 0.0013303987588039968, -0.0009091304878132311, -0.002873088828551361, 0.028540309981896463, 0.20187023959678915, 0.07277769626749214, 0.01529211238004075, 0.0020771239574097836, -0.0017438921495917864, -0.001204987017841742, 0.00479182638263847, 0.005756299556463545, -0.008124318084947145, -0.0012210010523818389, -0.0001164989144181771, -0.000344962381501382, -0.0006370589103047925, 0.00020181219264513912, -0.0019226643941419267, 0.0024844530840388936, 0.0009376678196761727, -0.000148622969562703
 Quasisymmetry objective=0.003848475553380559
 aspect=6.012317368290316
 mean iota=0.41921353204558937

fun#255 - J=2.1e-02, Jf=3.2e-06, ⟨B·n⟩=1.8e-04, , C-C-Sep=0.12
Jf=3.2e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=3.8e-09, J_MSC=9.6e-09, J_ALS=2.0e-07, J_LENGTH_PENALTY=3.0e-08
 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.1, 4.8, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
 surface dofs=0.1471489878660479, 0.01306055616494628, 0.0022543251251792924, -0.0015696285012900106, 0.001202057272076683, 0.034830868444254454, 0.17713501942551227, -0.11219753437311668, -0.008515807870827657, -0.00244548975014398, -0.0017029651173015234, 0.00041218998612423574, 0.0038947510757332392, 0.003049894253640054, 0.028502188655511504, 0.004064464191829034, -5.739328173054371e-05, -0.0004983981772362321, -0.0007627003003772555, 0.00036195447499031536, -0.001528974782604834, -0.0013790444382982424, 6.860031201601795e-05, 0.0002924840652752338, -0.12489470846889253, -0.009694291841122036, 0.0013303974010939947, -0.0009091289603513216, -0.0028730816806274546, 0.028540321275929075, 0.20187025497892958, 0.07277770106279677, 0.0152921158021561, 0.002077124278327746, -0.0017438916305194758, -0.0012049842146997234, 0.0047918283164938005, 0.005756299929448162, -0.008124323654709813, -0.001221003495808551, -0.0001164998797235998, -0.000344962473249689, -0.0006370580122958188, 0.00020181182890947706, -0.0019226668665541637, 0.002484450098226976, 0.0009376678022297224, -0.00014862262325320903
 Quasisymmetry objective=0.0038474063615264024
 aspect=6.0123173697415675
 mean iota=0.4192136603364803

fun#256 - J=2.1e-02, Jf=3.2e-06, ⟨B·n⟩=1.8e-04, , C-C-Sep=0.12
Jf=3.2e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=3.8e-09, J_MSC=9.6e-09, J_ALS=2.0e-07, J_LENGTH_PENALTY=3.0e-08
 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.1, 4.8, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
 surface dofs=0.1471489800584804, 0.013060554987147706, 0.002254324301347651, -0.001569629906396114, 0.0012020573513983864, 0.03483086789080612, 0.1771350248376375, -0.11219753448401563, -0.008515806554990945, -0.00244548897487377, -0.0017029656207410248, 0.00041218866069278343, 0.003894750514739571, 0.003049893467685837, 0.028502190908952993, 0.0040644624828540055, -5.739340176482999e-05, -0.000498398209093303, -0.0007627007234508603, 0.00036195471257384384, -0.0015289740617090762, -0.0013790455912307455, 6.860098375769464e-05, 0.0002924840691637715, -0.12489470189054583, -0.009694292225667827, 0.0013303980799489958, -0.0009091297240822764, -0.0028730852545894078, 0.02854031562891277, 0.20187024728785935, 0.07277769866514446, 0.015292114091098426, 0.0020771241178687647, -0.0017438918900556312, -0.0012049856162707326, 0.004791827349566136, 0.005756299742955853, -0.00812432086982848, -0.001221002274095195, -0.00011649939707088845, -0.0003449624273755355, -0.0006370584613003056, 0.0002018120107773081, -0.0019226656303480453, 0.002484451591132935, 0.0009376678109529476, -0.000148622796407956
 Quasisymmetry objective=0.0038484732655785455
 aspect=6.012317369015941
 mean iota=0.41921353300292125

fun#257 - J=2.1e-02, Jf=3.2e-06, ⟨B·n⟩=1.8e-04, , C-C-Sep=0.12
Jf=3.2e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=3.8e-09, J_MSC=9.6e-09, J_ALS=2.0e-07, J_LENGTH_PENALTY=3.0e-08
 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.1, 4.8, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
 surface dofs=0.14714898396226414, 0.013060555576046993, 0.002254324713263472, -0.0015696292038430623, 0.0012020573117375347, 0.03483086816753029, 0.1771350221315749, -0.11219753442856616, -0.008515807212909302, -0.002445489362508875, -0.0017029653690212741, 0.0004121893234085096, 0.003894750795236405, 0.003049893860662945, 0.02850218978223225, 0.00406446333734152, -5.739334174768685e-05, -0.0004983981931647676, -0.0007627005119140579, 0.0003619545937820796, -0.001528974422156955, -0.001379045014764494, 6.860064788685629e-05, 0.00029248406721950267, -0.12489470517971918, -0.009694292033394931, 0.0013303977405214953, -0.000909129342216799, -0.002873083467608431, 0.028540318452420922, 0.20187025113339446, 0.0727776998639706, 0.015292114946627263, 0.0020771241980982553, -0.0017438917602875534, -0.001204984915485228, 0.004791827833029968, 0.005756299836202008, -0.008124322262269147, -0.001221002884951873, -0.00011649963839724412, -0.0003449624503126122, -0.0006370582367980622, 0.00020181191984339257, -0.0019226662484511045, 0.0024844508446799553, 0.000937667806591335, -0.0001486227098305825
 Quasisymmetry objective=0.0038474075063263304
 aspect=6.012317369378741
 mean iota=0.4192136598579127
Aspect ratio at max_mode 3: 6.012317369378741
Mean iota at 3: 0.4192136598579127
Quasisymmetry objective at max_mode 3: 0.0038474075063263304
Squared flux at max_mode 3: 3.2182031678416163e-06
fun_coils_simple#1 - J=3.3e-06, Jf=3.2e-06, ⟨B·n⟩=1.8e-04, C-C-Sep=0.12 Jf=3.2e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=3.8e-09, J_MSC=9.6e-09, J_ALS=2.0e-07, J_LENGTH_PENALTY=3.0e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.1, 4.8, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils_simple#2 - J=6.1e+01, Jf=1.3e+00, ⟨B·n⟩=1.8e-01, C-C-Sep=0.02 Jf=1.3e+00, J_length=7.0e-06, J_CC=1.4e-03, J_CURVATURE=7.8e-01, J_MSC=5.4e+01, J_ALS=4.5e-05, J_LENGTH_PENALTY=5.6e+00 Coil lengths=sum([27.6, 12.9, 29.5])=69.9, curvature=[129.1, 1760.8, 307.3], mean squared curvature=[47.8, 1044.0, 80.2]
fun_coils_simple#3 - J=3.3e-06, Jf=3.2e-06, ⟨B·n⟩=1.8e-04, C-C-Sep=0.12 Jf=3.2e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=3.7e-09, J_MSC=9.5e-09, J_ALS=2.0e-07, J_LENGTH_PENALTY=3.0e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.1, 4.8, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils_simple#4 - J=3.2e-06, Jf=3.2e-06, ⟨B·n⟩=1.8e-04, C-C-Sep=0.13 Jf=3.2e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=1.8e-09, J_MSC=1.7e-09, J_ALS=2.0e-07, J_LENGTH_PENALTY=2.5e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.1, 4.8, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils_simple#5 - J=3.2e-06, Jf=3.2e-06, ⟨B·n⟩=1.8e-04, C-C-Sep=0.13 Jf=3.2e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=1.7e-09, J_MSC=4.3e-10, J_ALS=2.0e-07, J_LENGTH_PENALTY=2.1e-08 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.1, 4.8, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils_simple#6 - J=3.2e-06, Jf=3.2e-06, ⟨B·n⟩=1.8e-04, C-C-Sep=0.13 Jf=3.2e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=1.5e-09, J_MSC=0.0e+00, J_ALS=2.0e-07, J_LENGTH_PENALTY=7.5e-09 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.0, 4.8, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils_simple#7 - J=3.2e-06, Jf=3.2e-06, ⟨B·n⟩=1.8e-04, C-C-Sep=0.13 Jf=3.2e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=1.5e-09, J_MSC=0.0e+00, J_ALS=2.0e-07, J_LENGTH_PENALTY=4.5e-10 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.0, 4.8, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils_simple#8 - J=3.2e-06, Jf=3.2e-06, ⟨B·n⟩=1.8e-04, C-C-Sep=0.13 Jf=3.2e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=1.5e-09, J_MSC=0.0e+00, J_ALS=2.0e-07, J_LENGTH_PENALTY=3.0e-09 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.0, 4.8, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils_simple#9 - J=3.2e-06, Jf=3.2e-06, ⟨B·n⟩=1.8e-04, C-C-Sep=0.13 Jf=3.2e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=1.5e-09, J_MSC=0.0e+00, J_ALS=2.0e-07, J_LENGTH_PENALTY=7.0e-10 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.0, 4.8, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils_simple#10 - J=3.2e-06, Jf=3.2e-06, ⟨B·n⟩=1.8e-04, C-C-Sep=0.13 Jf=3.2e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=1.7e-09, J_MSC=0.0e+00, J_ALS=2.0e-07, J_LENGTH_PENALTY=2.7e-10 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.0, 4.8, 5.0], mean squared curvature=[5.0, 5.0, 5.0]
fun_coils_simple#11 - J=3.2e-06, Jf=3.2e-06, ⟨B·n⟩=1.8e-04, C-C-Sep=0.13 Jf=3.2e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=2.5e-09, J_MSC=0.0e+00, J_ALS=2.0e-07, J_LENGTH_PENALTY=5.2e-11 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.1, 4.8, 5.0], mean squared curvature=[5.0, 5.0, 4.9]
fun_coils_simple#12 - J=3.2e-06, Jf=3.2e-06, ⟨B·n⟩=1.8e-04, C-C-Sep=0.13 Jf=3.2e-06, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=4.9e-09, J_MSC=0.0e+00, J_ALS=2.0e-07, J_LENGTH_PENALTY=3.8e-11 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.1, 4.8, 5.0], mean squared curvature=[5.0, 5.0, 4.9]
fun_coils_simple#13 - J=3.2e-06, Jf=3.2e-06, ⟨B·n⟩=1.8e-04, C-C-Sep=0.12 Jf=3.2e-06, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=1.2e-08, J_MSC=0.0e+00, J_ALS=2.0e-07, J_LENGTH_PENALTY=2.2e-10 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.1, 4.8, 5.0], mean squared curvature=[5.0, 5.0, 4.9]
fun_coils_simple#14 - J=3.2e-06, Jf=3.2e-06, ⟨B·n⟩=1.8e-04, C-C-Sep=0.12 Jf=3.2e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=1.9e-08, J_MSC=0.0e+00, J_ALS=2.0e-07, J_LENGTH_PENALTY=1.0e-09 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.2, 4.8, 5.0], mean squared curvature=[5.0, 4.9, 4.9]
fun_coils#1 - J=3.4e-06, Jf=3.2e-06, ⟨B·n⟩=1.8e-04, C-C-Sep=0.12 Jf=3.2e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=1.9e-08, J_MSC=0.0e+00, J_ALS=2.0e-07, J_LENGTH_PENALTY=1.0e-09 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.2, 4.8, 5.0], mean squared curvature=[5.0, 4.9, 4.9]
fun_coils#2 - J=9.1e+00, Jf=9.5e-01, ⟨B·n⟩=8.3e-02, C-C-Sep=0.02 Jf=9.5e-01, J_length=5.8e-06, J_CC=5.9e-04, J_CURVATURE=1.6e-01, J_MSC=6.6e-01, J_ALS=9.0e-05, J_LENGTH_PENALTY=7.3e+00 Coil lengths=sum([43.5, 5.6, 8.5])=57.7, curvature=[312.0, 11.8, 110.7], mean squared curvature=[79.1, 10.2, 93.1]
fun_coils#3 - J=3.4e-06, Jf=3.2e-06, ⟨B·n⟩=1.8e-04, C-C-Sep=0.12 Jf=3.2e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=6.1e-09, J_MSC=0.0e+00, J_ALS=2.0e-07, J_LENGTH_PENALTY=9.9e-10 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.1, 4.8, 5.0], mean squared curvature=[5.0, 4.9, 4.9]
fun_coils#4 - J=3.4e-06, Jf=3.2e-06, ⟨B·n⟩=1.8e-04, C-C-Sep=0.12 Jf=3.2e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=7.6e-10, J_MSC=0.0e+00, J_ALS=2.0e-07, J_LENGTH_PENALTY=9.5e-10 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.0, 4.8, 5.0], mean squared curvature=[5.0, 4.9, 4.9]
fun_coils#5 - J=3.4e-06, Jf=3.2e-06, ⟨B·n⟩=1.8e-04, C-C-Sep=0.12 Jf=3.2e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=4.6e-10, J_MSC=0.0e+00, J_ALS=2.0e-07, J_LENGTH_PENALTY=9.5e-10 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.0, 4.8, 5.0], mean squared curvature=[5.0, 4.9, 4.9]
fun_coils#6 - J=3.4e-06, Jf=3.2e-06, ⟨B·n⟩=1.8e-04, C-C-Sep=0.12 Jf=3.2e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=2.0e-07, J_LENGTH_PENALTY=9.9e-10 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.0, 4.8, 5.0], mean squared curvature=[5.0, 4.9, 4.9]
fun_coils#7 - J=3.4e-06, Jf=3.2e-06, ⟨B·n⟩=1.8e-04, C-C-Sep=0.12 Jf=3.2e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=5.0e-09, J_MSC=0.0e+00, J_ALS=2.0e-07, J_LENGTH_PENALTY=1.9e-09 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.0, 4.8, 5.1], mean squared curvature=[5.0, 4.9, 4.9]
fun_coils#8 - J=3.4e-06, Jf=3.2e-06, ⟨B·n⟩=1.8e-04, C-C-Sep=0.12 Jf=3.2e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=1.4e-10, J_MSC=0.0e+00, J_ALS=2.0e-07, J_LENGTH_PENALTY=1.1e-09 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.0, 4.8, 5.0], mean squared curvature=[5.0, 4.9, 4.9]
fun_coils#9 - J=3.4e-06, Jf=3.2e-06, ⟨B·n⟩=1.8e-04, C-C-Sep=0.12 Jf=3.2e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=9.2e-10, J_MSC=0.0e+00, J_ALS=2.0e-07, J_LENGTH_PENALTY=1.5e-09 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.0, 4.8, 5.0], mean squared curvature=[5.0, 4.9, 4.9]
fun_coils#10 - J=3.4e-06, Jf=3.2e-06, ⟨B·n⟩=1.8e-04, C-C-Sep=0.12 Jf=3.2e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=1.5e-11, J_MSC=0.0e+00, J_ALS=2.0e-07, J_LENGTH_PENALTY=2.3e-09 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.0, 4.8, 5.0], mean squared curvature=[5.0, 4.9, 4.9]
fun_coils#11 - J=3.4e-06, Jf=3.2e-06, ⟨B·n⟩=1.8e-04, C-C-Sep=0.12 Jf=3.2e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=1.7e-12, J_MSC=0.0e+00, J_ALS=2.0e-07, J_LENGTH_PENALTY=2.7e-09 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.0, 4.8, 5.0], mean squared curvature=[5.0, 4.9, 4.9]
fun_coils#12 - J=3.4e-06, Jf=3.2e-06, ⟨B·n⟩=1.8e-04, C-C-Sep=0.12 Jf=3.2e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=2.0e-07, J_LENGTH_PENALTY=3.1e-09 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.0, 4.8, 5.0], mean squared curvature=[5.0, 4.9, 4.9]
fun_coils#13 - J=3.4e-06, Jf=3.2e-06, ⟨B·n⟩=1.8e-04, C-C-Sep=0.12 Jf=3.2e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=2.0e-07, J_LENGTH_PENALTY=3.2e-09 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.0, 4.8, 5.0], mean squared curvature=[5.0, 5.0, 4.9]
fun_coils#14 - J=3.4e-06, Jf=3.2e-06, ⟨B·n⟩=1.8e-04, C-C-Sep=0.12 Jf=3.2e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=2.0e-07, J_LENGTH_PENALTY=3.3e-09 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.0, 4.9, 5.0], mean squared curvature=[5.0, 5.0, 4.8]
fun_coils#15 - J=3.4e-06, Jf=3.2e-06, ⟨B·n⟩=1.8e-04, C-C-Sep=0.12 Jf=3.2e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=2.3e-11, J_MSC=0.0e+00, J_ALS=2.0e-07, J_LENGTH_PENALTY=2.4e-09 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.0, 4.9, 5.0], mean squared curvature=[4.9, 5.0, 4.8]
fun_coils#16 - J=3.4e-06, Jf=3.2e-06, ⟨B·n⟩=1.8e-04, C-C-Sep=0.13 Jf=3.2e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=4.7e-10, J_MSC=0.0e+00, J_ALS=2.0e-07, J_LENGTH_PENALTY=1.4e-09 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.0, 4.9, 5.0], mean squared curvature=[4.9, 5.0, 4.8]
fun_coils#17 - J=3.4e-06, Jf=3.2e-06, ⟨B·n⟩=1.8e-04, C-C-Sep=0.13 Jf=3.2e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=2.9e-10, J_MSC=0.0e+00, J_ALS=2.0e-07, J_LENGTH_PENALTY=1.1e-09 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.0, 4.9, 5.0], mean squared curvature=[4.9, 5.0, 4.8]
fun_coils#18 - J=3.4e-06, Jf=3.2e-06, ⟨B·n⟩=1.7e-04, C-C-Sep=0.13 Jf=3.2e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=1.8e-10, J_MSC=0.0e+00, J_ALS=2.0e-07, J_LENGTH_PENALTY=1.6e-09 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.0, 4.9, 5.0], mean squared curvature=[4.9, 5.0, 4.7]
fun_coils#19 - J=3.3e-06, Jf=3.1e-06, ⟨B·n⟩=1.7e-04, C-C-Sep=0.13 Jf=3.1e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=2.0e-10, J_MSC=0.0e+00, J_ALS=2.0e-07, J_LENGTH_PENALTY=1.9e-09 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.0, 5.0, 5.0], mean squared curvature=[4.9, 5.0, 4.6]
fun_coils#20 - J=3.3e-06, Jf=3.1e-06, ⟨B·n⟩=1.7e-04, C-C-Sep=0.13 Jf=3.1e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=1.9e-07, J_LENGTH_PENALTY=2.2e-09 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.9, 5.0, 5.0], mean squared curvature=[4.9, 5.0, 4.6]
fun_coils#21 - J=3.3e-06, Jf=3.1e-06, ⟨B·n⟩=1.7e-04, C-C-Sep=0.12 Jf=3.1e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=2.5e-09, J_MSC=0.0e+00, J_ALS=1.9e-07, J_LENGTH_PENALTY=5.6e-09 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.9, 5.0, 5.0], mean squared curvature=[4.9, 5.0, 4.5]
fun_coils#22 - J=3.3e-06, Jf=3.1e-06, ⟨B·n⟩=1.7e-04, C-C-Sep=0.12 Jf=3.1e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=1.9e-07, J_LENGTH_PENALTY=2.5e-09 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.9, 5.0, 4.9], mean squared curvature=[4.9, 5.0, 4.6]
fun_coils#23 - J=3.3e-06, Jf=3.1e-06, ⟨B·n⟩=1.7e-04, C-C-Sep=0.12 Jf=3.1e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=1.9e-07, J_LENGTH_PENALTY=3.0e-09 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.9, 5.0, 4.9], mean squared curvature=[4.9, 5.0, 4.5]
fun_coils#24 - J=3.3e-06, Jf=3.1e-06, ⟨B·n⟩=1.7e-04, C-C-Sep=0.12 Jf=3.1e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=1.9e-07, J_LENGTH_PENALTY=3.4e-09 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.9, 5.0, 4.9], mean squared curvature=[4.9, 5.0, 4.5]
fun_coils#25 - J=3.3e-06, Jf=3.1e-06, ⟨B·n⟩=1.7e-04, C-C-Sep=0.12 Jf=3.1e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=2.5e-10, J_MSC=0.0e+00, J_ALS=1.9e-07, J_LENGTH_PENALTY=2.3e-09 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.9, 5.0, 4.9], mean squared curvature=[5.0, 5.0, 4.5]
fun_coils#26 - J=3.3e-06, Jf=3.1e-06, ⟨B·n⟩=1.7e-04, C-C-Sep=0.12 Jf=3.1e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=2.2e-10, J_MSC=7.5e-09, J_ALS=1.9e-07, J_LENGTH_PENALTY=3.2e-09 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.8, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 4.4]
fun_coils#27 - J=3.3e-06, Jf=3.1e-06, ⟨B·n⟩=1.7e-04, C-C-Sep=0.12 Jf=3.1e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=5.8e-11, J_MSC=4.7e-11, J_ALS=1.9e-07, J_LENGTH_PENALTY=2.5e-09 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.8, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 4.5]
fun_coils#28 - J=3.3e-06, Jf=3.1e-06, ⟨B·n⟩=1.7e-04, C-C-Sep=0.12 Jf=3.1e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=2.7e-11, J_MSC=0.0e+00, J_ALS=1.9e-07, J_LENGTH_PENALTY=6.9e-10 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.8, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 4.5]
fun_coils#29 - J=3.3e-06, Jf=3.1e-06, ⟨B·n⟩=1.7e-04, C-C-Sep=0.12 Jf=3.1e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=8.2e-09, J_MSC=6.0e-10, J_ALS=1.9e-07, J_LENGTH_PENALTY=1.7e-09 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.8, 5.0, 5.1], mean squared curvature=[5.0, 5.0, 4.4]
fun_coils#30 - J=3.3e-06, Jf=3.1e-06, ⟨B·n⟩=1.7e-04, C-C-Sep=0.12 Jf=3.1e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=6.6e-10, J_MSC=0.0e+00, J_ALS=1.9e-07, J_LENGTH_PENALTY=9.4e-10 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.8, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 4.5]
fun_coils#31 - J=3.3e-06, Jf=3.1e-06, ⟨B·n⟩=1.7e-04, C-C-Sep=0.12 Jf=3.1e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=1.9e-07, J_LENGTH_PENALTY=3.1e-09 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.8, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 4.5]
