
Aspect ratio at max_mode 3: 7.000779995541477
Mean iota at 3: 0.4676719270089491
Squared flux at max_mode 3: 0.001018332930600819
fun_coils_simple#1 - J=7.2e-03, Jf=1.0e-03, ⟨B·n⟩=4.1e-03, C-C-Sep=0.20 Jf=1.0e-03, J_length=2.4e-06, J_CC=0.0e+00, J_CURVATURE=3.4e-05, J_MSC=6.1e-03, J_ALS=8.0e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.1])=24.2, curvature=[7.0, 5.3, 3.6, 4.5, 7.3, 14.0, 13.3, 16.1], mean squared curvature=[14.6, 7.8, 5.9, 5.8, 10.5, 15.4, 15.9, 16.1]
fun_coils#705 - J=5.0e-05, Jf=4.8e-05, ⟨B·n⟩=8.4e-04, C-C-Sep=0.15 Jf=4.8e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=3.6e-09, J_ALS=1.6e-06, J_LENGTH_PENALTY=2.3e-07 Coil lengths=sum([3.9, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=31.9, curvature=[6.0, 6.5, 6.1, 9.7, 4.9, 8.9, 6.5, 8.0], mean squared curvature=[10.0, 10.0, 6.1, 7.5, 4.8, 8.7, 10.0, 10.0]
fun_coils#706 - J=5.0e-05, Jf=4.8e-05, ⟨B·n⟩=8.4e-04, C-C-Sep=0.15 Jf=4.8e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.8e-08, J_ALS=1.6e-06, J_LENGTH_PENALTY=2.2e-07 Coil lengths=sum([3.9, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=31.9, curvature=[6.1, 6.5, 6.1, 9.7, 4.8, 8.9, 6.5, 7.9], mean squared curvature=[10.0, 10.0, 6.1, 7.4, 4.7, 8.7, 10.0, 10.0]
fun_coils#707 - J=5.0e-05, Jf=4.8e-05, ⟨B·n⟩=8.3e-04, C-C-Sep=0.15 Jf=4.8e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=5.5e-07, J_ALS=1.6e-06, J_LENGTH_PENALTY=2.7e-07 Coil lengths=sum([3.9, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=31.9, curvature=[6.3, 6.5, 6.1, 9.8, 4.6, 9.3, 6.5, 7.8], mean squared curvature=[10.0, 10.0, 6.1, 7.3, 4.7, 8.7, 10.1, 10.1]
fun_coils#708 - J=5.0e-05, Jf=4.8e-05, ⟨B·n⟩=8.4e-04, C-C-Sep=0.15 Jf=4.8e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=5.0e-08, J_ALS=1.6e-06, J_LENGTH_PENALTY=2.3e-07 Coil lengths=sum([3.9, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=31.9, curvature=[6.1, 6.5, 6.1, 9.7, 4.7, 9.1, 6.5, 7.9], mean squared curvature=[10.0, 10.0, 6.1, 7.4, 4.7, 8.7, 10.0, 10.0]
fun_coils#709 - J=5.0e-05, Jf=4.8e-05, ⟨B·n⟩=8.4e-04, C-C-Sep=0.15 Jf=4.8e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=9.8e-08, J_ALS=1.6e-06, J_LENGTH_PENALTY=2.5e-07 Coil lengths=sum([3.9, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=31.9, curvature=[6.2, 6.5, 6.1, 9.7, 4.6, 9.3, 6.5, 7.8], mean squared curvature=[10.0, 10.0, 6.1, 7.3, 4.7, 8.7, 10.0, 10.0]
fun_coils#710 - J=5.0e-05, Jf=4.8e-05, ⟨B·n⟩=8.3e-04, C-C-Sep=0.15 Jf=4.8e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=2.6e-08, J_ALS=1.6e-06, J_LENGTH_PENALTY=2.7e-07 Coil lengths=sum([3.9, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=31.9, curvature=[6.1, 6.4, 6.1, 9.6, 4.5, 9.4, 6.5, 7.8], mean squared curvature=[10.0, 10.0, 6.1, 7.3, 4.6, 8.7, 10.0, 10.0]
fun_coils#711 - J=4.9e-05, Jf=4.8e-05, ⟨B·n⟩=8.3e-04, C-C-Sep=0.15 Jf=4.8e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=3.7e-08, J_ALS=1.6e-06, J_LENGTH_PENALTY=2.4e-07 Coil lengths=sum([3.9, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=31.9, curvature=[6.1, 6.4, 6.1, 9.6, 4.5, 9.5, 6.5, 7.7], mean squared curvature=[10.0, 10.0, 6.1, 7.3, 4.6, 8.7, 10.0, 10.0]
fun_coils#712 - J=5.0e-05, Jf=4.7e-05, ⟨B·n⟩=8.3e-04, C-C-Sep=0.15 Jf=4.7e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=5.3e-07, J_ALS=1.6e-06, J_LENGTH_PENALTY=2.7e-07 Coil lengths=sum([3.9, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=31.9, curvature=[6.0, 6.4, 6.1, 9.7, 4.4, 9.7, 6.6, 7.7], mean squared curvature=[10.0, 10.0, 6.1, 7.2, 4.5, 8.7, 10.0, 10.1]
fun_coils#713 - J=4.9e-05, Jf=4.8e-05, ⟨B·n⟩=8.3e-04, C-C-Sep=0.15 Jf=4.8e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=4.7e-08, J_ALS=1.6e-06, J_LENGTH_PENALTY=2.4e-07 Coil lengths=sum([3.9, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=31.9, curvature=[6.1, 6.4, 6.1, 9.7, 4.5, 9.6, 6.5, 7.7], mean squared curvature=[10.0, 10.0, 6.1, 7.2, 4.5, 8.7, 10.0, 10.0]
fun_coils#714 - J=4.9e-05, Jf=4.7e-05, ⟨B·n⟩=8.3e-04, C-C-Sep=0.15 Jf=4.7e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.3e-08, J_ALS=1.6e-06, J_LENGTH_PENALTY=2.3e-07 Coil lengths=sum([3.9, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=31.9, curvature=[6.0, 6.4, 6.1, 9.7, 4.4, 9.5, 6.6, 7.7], mean squared curvature=[10.0, 10.0, 6.1, 7.2, 4.5, 8.7, 10.0, 10.0]
fun_coils#715 - J=4.9e-05, Jf=4.7e-05, ⟨B·n⟩=8.3e-04, C-C-Sep=0.15 Jf=4.7e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.8e-07, J_ALS=1.6e-06, J_LENGTH_PENALTY=2.4e-07 Coil lengths=sum([3.9, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=31.9, curvature=[5.9, 6.3, 6.1, 9.6, 4.4, 9.6, 6.7, 7.7], mean squared curvature=[10.0, 10.0, 6.1, 7.2, 4.5, 8.7, 10.0, 10.0]
fun_coils#716 - J=4.9e-05, Jf=4.7e-05, ⟨B·n⟩=8.3e-04, C-C-Sep=0.15 Jf=4.7e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=5.0e-08, J_ALS=1.6e-06, J_LENGTH_PENALTY=2.3e-07 Coil lengths=sum([3.9, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=31.9, curvature=[5.9, 6.4, 6.1, 9.6, 4.4, 9.6, 6.6, 7.7], mean squared curvature=[10.0, 10.0, 6.1, 7.2, 4.5, 8.7, 10.0, 10.0]
fun_coils#717 - J=4.9e-05, Jf=4.7e-05, ⟨B·n⟩=8.3e-04, C-C-Sep=0.15 Jf=4.7e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=5.4e-08, J_ALS=1.6e-06, J_LENGTH_PENALTY=2.1e-07 Coil lengths=sum([3.9, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=31.9, curvature=[5.8, 6.3, 6.1, 9.5, 4.4, 9.5, 6.7, 7.7], mean squared curvature=[10.0, 10.0, 6.1, 7.2, 4.5, 8.7, 10.0, 10.0]
fun_coils#718 - J=4.9e-05, Jf=4.7e-05, ⟨B·n⟩=8.3e-04, C-C-Sep=0.15 Jf=4.7e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-08, J_ALS=1.6e-06, J_LENGTH_PENALTY=2.2e-07 Coil lengths=sum([3.9, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=31.9, curvature=[5.8, 6.3, 6.1, 9.5, 4.4, 9.6, 6.7, 7.6], mean squared curvature=[10.0, 10.0, 6.1, 7.2, 4.5, 8.7, 10.0, 10.0]
fun_coils#719 - J=4.9e-05, Jf=4.7e-05, ⟨B·n⟩=8.3e-04, C-C-Sep=0.15 Jf=4.7e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.4e-08, J_ALS=1.6e-06, J_LENGTH_PENALTY=2.2e-07 Coil lengths=sum([3.9, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=31.9, curvature=[5.8, 6.3, 6.1, 9.5, 4.4, 9.6, 6.7, 7.6], mean squared curvature=[10.0, 10.0, 6.1, 7.1, 4.5, 8.7, 10.0, 10.0]
fun_coils#720 - J=4.9e-05, Jf=4.7e-05, ⟨B·n⟩=8.3e-04, C-C-Sep=0.15 Jf=4.7e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=6.2e-08, J_ALS=1.6e-06, J_LENGTH_PENALTY=2.2e-07 Coil lengths=sum([3.9, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=31.9, curvature=[5.8, 6.3, 6.1, 9.6, 4.4, 9.8, 6.8, 7.4], mean squared curvature=[10.0, 10.0, 6.1, 7.1, 4.5, 8.9, 10.0, 10.0]
fun_coils#721 - J=4.9e-05, Jf=4.7e-05, ⟨B·n⟩=8.3e-04, C-C-Sep=0.15 Jf=4.7e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.0e-08, J_ALS=1.6e-06, J_LENGTH_PENALTY=1.7e-07 Coil lengths=sum([3.9, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=31.9, curvature=[5.9, 6.2, 6.1, 9.7, 4.5, 9.9, 6.7, 7.3], mean squared curvature=[10.0, 10.0, 6.2, 7.1, 4.6, 8.9, 10.0, 10.0]
fun_coils#722 - J=4.9e-05, Jf=4.7e-05, ⟨B·n⟩=8.3e-04, C-C-Sep=0.15 Jf=4.7e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=2.7e-09, J_MSC=4.8e-08, J_ALS=1.6e-06, J_LENGTH_PENALTY=1.8e-07 Coil lengths=sum([3.9, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=31.9, curvature=[5.9, 6.2, 6.1, 9.8, 4.6, 10.1, 6.8, 7.2], mean squared curvature=[10.0, 10.0, 6.2, 7.1, 4.6, 9.0, 10.0, 10.0]
fun_coils#723 - J=4.9e-05, Jf=4.7e-05, ⟨B·n⟩=8.3e-04, C-C-Sep=0.15 Jf=4.7e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.1e-08, J_ALS=1.6e-06, J_LENGTH_PENALTY=2.3e-07 Coil lengths=sum([3.9, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=31.9, curvature=[5.8, 6.2, 6.1, 9.8, 4.6, 10.0, 6.8, 7.2], mean squared curvature=[10.0, 10.0, 6.2, 7.1, 4.6, 9.1, 10.0, 10.0]
fun_coils#724 - J=4.9e-05, Jf=4.7e-05, ⟨B·n⟩=8.2e-04, C-C-Sep=0.15 Jf=4.7e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=5.9e-08, J_MSC=1.7e-07, J_ALS=1.6e-06, J_LENGTH_PENALTY=2.5e-07 Coil lengths=sum([3.9, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=31.9, curvature=[5.8, 6.2, 6.1, 9.8, 4.8, 10.3, 6.8, 7.1], mean squared curvature=[10.0, 10.0, 6.2, 7.1, 4.7, 9.3, 10.0, 10.0]
fun_coils#725 - J=4.8e-05, Jf=4.7e-05, ⟨B·n⟩=8.2e-04, C-C-Sep=0.15 Jf=4.7e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=3.3e-08, J_ALS=1.6e-06, J_LENGTH_PENALTY=2.4e-07 Coil lengths=sum([3.9, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=31.9, curvature=[5.8, 6.2, 6.1, 9.8, 4.7, 10.0, 6.8, 7.2], mean squared curvature=[10.0, 10.0, 6.2, 7.1, 4.7, 9.2, 10.0, 10.0]
fun_coils#726 - J=4.8e-05, Jf=4.7e-05, ⟨B·n⟩=8.2e-04, C-C-Sep=0.15 Jf=4.7e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=5.5e-08, J_MSC=4.5e-08, J_ALS=1.6e-06, J_LENGTH_PENALTY=2.3e-07 Coil lengths=sum([3.9, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=31.9, curvature=[5.8, 6.2, 6.1, 9.8, 4.8, 10.3, 6.8, 7.1], mean squared curvature=[10.0, 10.0, 6.2, 7.1, 4.7, 9.3, 10.0, 10.0]
fun_coils#727 - J=4.8e-05, Jf=4.7e-05, ⟨B·n⟩=8.2e-04, C-C-Sep=0.15 Jf=4.7e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=1.3e-09, J_MSC=3.3e-08, J_ALS=1.6e-06, J_LENGTH_PENALTY=2.3e-07 Coil lengths=sum([3.9, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=31.9, curvature=[5.8, 6.2, 6.1, 9.8, 4.7, 10.1, 6.8, 7.1], mean squared curvature=[10.0, 10.0, 6.2, 7.1, 4.7, 9.2, 10.0, 10.0]
fun_coils#728 - J=4.8e-05, Jf=4.7e-05, ⟨B·n⟩=8.2e-04, C-C-Sep=0.15 Jf=4.7e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=2.5e-08, J_ALS=1.6e-06, J_LENGTH_PENALTY=1.8e-07 Coil lengths=sum([3.9, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=31.9, curvature=[5.8, 6.2, 6.1, 9.8, 4.8, 9.8, 6.9, 7.1], mean squared curvature=[10.0, 10.0, 6.2, 7.1, 4.7, 9.2, 10.0, 10.0]
fun_coils#729 - J=4.8e-05, Jf=4.6e-05, ⟨B·n⟩=8.2e-04, C-C-Sep=0.15 Jf=4.6e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=5.4e-08, J_ALS=1.6e-06, J_LENGTH_PENALTY=1.9e-07 Coil lengths=sum([3.9, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=31.9, curvature=[5.8, 6.2, 6.1, 9.8, 4.9, 9.9, 6.9, 7.0], mean squared curvature=[10.0, 10.0, 6.2, 7.0, 4.7, 9.2, 10.0, 10.0]
fun_coils#730 - J=4.8e-05, Jf=4.6e-05, ⟨B·n⟩=8.2e-04, C-C-Sep=0.15 Jf=4.6e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.6e-08, J_ALS=1.6e-06, J_LENGTH_PENALTY=2.2e-07 Coil lengths=sum([3.9, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=31.9, curvature=[5.8, 6.2, 6.1, 9.9, 4.9, 9.9, 6.9, 7.0], mean squared curvature=[10.0, 10.0, 6.2, 7.0, 4.7, 9.2, 10.0, 10.0]
fun_coils#731 - J=4.8e-05, Jf=4.6e-05, ⟨B·n⟩=8.2e-04, C-C-Sep=0.15 Jf=4.6e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.3e-07, J_ALS=1.6e-06, J_LENGTH_PENALTY=2.1e-07 Coil lengths=sum([3.9, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=31.9, curvature=[5.8, 6.1, 6.1, 9.9, 5.0, 10.0, 6.9, 6.9], mean squared curvature=[10.0, 10.0, 6.2, 7.0, 4.8, 9.2, 10.0, 10.0]
fun_coils#732 - J=4.8e-05, Jf=4.6e-05, ⟨B·n⟩=8.2e-04, C-C-Sep=0.15 Jf=4.6e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=3.8e-08, J_ALS=1.6e-06, J_LENGTH_PENALTY=2.1e-07 Coil lengths=sum([3.9, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=31.9, curvature=[5.8, 6.2, 6.1, 9.9, 5.0, 9.9, 6.9, 7.0], mean squared curvature=[10.0, 10.0, 6.2, 7.0, 4.8, 9.2, 10.0, 10.0]
fun_coils#733 - J=4.8e-05, Jf=4.6e-05, ⟨B·n⟩=8.2e-04, C-C-Sep=0.15 Jf=4.6e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=6.2e-08, J_ALS=1.6e-06, J_LENGTH_PENALTY=2.0e-07 Coil lengths=sum([3.9, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=31.9, curvature=[5.8, 6.1, 6.1, 9.9, 5.0, 9.9, 6.9, 6.9], mean squared curvature=[10.0, 10.0, 6.2, 7.0, 4.8, 9.2, 10.0, 10.0]
fun_coils#734 - J=4.8e-05, Jf=4.6e-05, ⟨B·n⟩=8.2e-04, C-C-Sep=0.15 Jf=4.6e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-08, J_ALS=1.6e-06, J_LENGTH_PENALTY=1.8e-07 Coil lengths=sum([3.9, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=31.9, curvature=[5.8, 6.1, 6.0, 9.9, 5.0, 9.9, 6.9, 6.9], mean squared curvature=[10.0, 10.0, 6.2, 7.0, 4.8, 9.1, 10.0, 10.0]
fun_coils#735 - J=4.8e-05, Jf=4.6e-05, ⟨B·n⟩=8.2e-04, C-C-Sep=0.15 Jf=4.6e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=4.1e-08, J_ALS=1.6e-06, J_LENGTH_PENALTY=1.9e-07 Coil lengths=sum([3.9, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=31.9, curvature=[5.8, 6.1, 6.0, 9.8, 5.1, 9.9, 6.9, 6.8], mean squared curvature=[10.0, 10.0, 6.1, 7.0, 4.9, 9.1, 10.0, 10.0]
fun_coils#736 - J=4.8e-05, Jf=4.6e-05, ⟨B·n⟩=8.2e-04, C-C-Sep=0.15 Jf=4.6e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=3.1e-08, J_ALS=1.6e-06, J_LENGTH_PENALTY=1.8e-07 Coil lengths=sum([3.9, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=31.9, curvature=[5.7, 6.1, 6.0, 9.8, 5.2, 9.8, 6.8, 6.8], mean squared curvature=[10.0, 10.0, 6.1, 7.0, 4.9, 9.0, 10.0, 10.0]
fun_coils#737 - J=4.8e-05, Jf=4.6e-05, ⟨B·n⟩=8.2e-04, C-C-Sep=0.15 Jf=4.6e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=2.5e-08, J_ALS=1.6e-06, J_LENGTH_PENALTY=1.8e-07 Coil lengths=sum([3.9, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=31.9, curvature=[5.7, 6.1, 5.9, 9.8, 5.3, 9.8, 6.8, 6.8], mean squared curvature=[10.0, 10.0, 6.1, 7.0, 5.0, 9.1, 10.0, 10.0]
fun_coils#738 - J=4.7e-05, Jf=4.6e-05, ⟨B·n⟩=8.2e-04, C-C-Sep=0.15 Jf=4.6e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.7e-08, J_ALS=1.6e-06, J_LENGTH_PENALTY=1.9e-07 Coil lengths=sum([3.9, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=31.9, curvature=[5.6, 6.1, 5.9, 9.7, 5.3, 9.8, 6.7, 6.8], mean squared curvature=[10.0, 10.0, 6.1, 7.0, 5.1, 9.1, 10.0, 10.0]
fun_coils#739 - J=4.7e-05, Jf=4.5e-05, ⟨B·n⟩=8.2e-04, C-C-Sep=0.15 Jf=4.5e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=1.6e-06, J_LENGTH_PENALTY=2.0e-07 Coil lengths=sum([3.9, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=31.9, curvature=[5.8, 6.1, 5.8, 9.7, 5.4, 9.8, 6.7, 6.8], mean squared curvature=[10.0, 10.0, 6.1, 7.0, 5.2, 9.2, 10.0, 10.1]
fun_coils#740 - J=4.7e-05, Jf=4.6e-05, ⟨B·n⟩=8.2e-04, C-C-Sep=0.15 Jf=4.6e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=3.5e-08, J_ALS=1.6e-06, J_LENGTH_PENALTY=1.9e-07 Coil lengths=sum([3.9, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=31.9, curvature=[5.7, 6.1, 5.8, 9.7, 5.4, 9.8, 6.7, 6.8], mean squared curvature=[10.0, 10.0, 6.1, 7.0, 5.1, 9.1, 10.0, 10.0]
fun_coils#741 - J=4.7e-05, Jf=4.5e-05, ⟨B·n⟩=8.2e-04, C-C-Sep=0.15 Jf=4.5e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=3.8e-08, J_ALS=1.6e-06, J_LENGTH_PENALTY=1.9e-07 Coil lengths=sum([3.9, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=31.9, curvature=[5.9, 6.1, 5.8, 9.7, 5.4, 9.7, 6.7, 6.8], mean squared curvature=[10.0, 10.0, 6.1, 6.9, 5.2, 9.1, 10.0, 10.0]
fun_coils#742 - J=4.7e-05, Jf=4.5e-05, ⟨B·n⟩=8.2e-04, C-C-Sep=0.15 Jf=4.5e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.0e-08, J_ALS=1.6e-06, J_LENGTH_PENALTY=1.9e-07 Coil lengths=sum([3.9, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=31.9, curvature=[5.9, 6.1, 5.8, 9.7, 5.4, 9.7, 6.7, 6.8], mean squared curvature=[10.0, 10.0, 6.1, 6.9, 5.2, 9.1, 10.0, 10.0]
fun_coils#743 - J=4.7e-05, Jf=4.5e-05, ⟨B·n⟩=8.1e-04, C-C-Sep=0.15 Jf=4.5e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=9.5e-08, J_ALS=1.6e-06, J_LENGTH_PENALTY=2.0e-07 Coil lengths=sum([3.9, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=31.9, curvature=[5.9, 6.0, 5.7, 9.6, 5.5, 9.7, 6.6, 6.8], mean squared curvature=[10.0, 10.0, 6.1, 7.0, 5.3, 9.1, 10.0, 10.0]
fun_coils#744 - J=4.7e-05, Jf=4.5e-05, ⟨B·n⟩=8.1e-04, C-C-Sep=0.15 Jf=4.5e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.3e-08, J_ALS=1.6e-06, J_LENGTH_PENALTY=1.7e-07 Coil lengths=sum([3.9, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=31.9, curvature=[6.0, 6.0, 5.8, 9.5, 5.5, 9.7, 6.6, 6.8], mean squared curvature=[10.0, 10.0, 6.1, 6.9, 5.4, 9.1, 10.0, 10.0]
fun_coils#745 - J=4.7e-05, Jf=4.5e-05, ⟨B·n⟩=8.1e-04, C-C-Sep=0.15 Jf=4.5e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=2.5e-08, J_ALS=1.6e-06, J_LENGTH_PENALTY=1.7e-07 Coil lengths=sum([3.9, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=31.9, curvature=[6.0, 6.0, 5.7, 9.4, 5.6, 9.8, 6.6, 6.8], mean squared curvature=[10.0, 10.0, 6.1, 6.9, 5.4, 9.1, 10.0, 10.0]
fun_coils#746 - J=4.7e-05, Jf=4.5e-05, ⟨B·n⟩=8.1e-04, C-C-Sep=0.15 Jf=4.5e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.1e-08, J_ALS=1.6e-06, J_LENGTH_PENALTY=1.6e-07 Coil lengths=sum([3.9, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=31.9, curvature=[5.9, 6.0, 5.7, 9.4, 5.5, 9.8, 6.6, 6.8], mean squared curvature=[10.0, 10.0, 6.1, 7.0, 5.4, 9.1, 10.0, 10.0]
fun_coils#747 - J=4.7e-05, Jf=4.5e-05, ⟨B·n⟩=8.1e-04, C-C-Sep=0.15 Jf=4.5e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=5.2e-08, J_ALS=1.6e-06, J_LENGTH_PENALTY=1.6e-07 Coil lengths=sum([3.9, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=31.9, curvature=[5.8, 6.0, 5.7, 9.3, 5.5, 9.8, 6.6, 6.8], mean squared curvature=[10.0, 10.0, 6.0, 7.0, 5.5, 9.0, 10.0, 10.0]
fun_coils#748 - J=4.7e-05, Jf=4.5e-05, ⟨B·n⟩=8.1e-04, C-C-Sep=0.15 Jf=4.5e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=4.1e-10, J_ALS=1.6e-06, J_LENGTH_PENALTY=1.9e-07 Coil lengths=sum([3.9, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=31.9, curvature=[5.7, 6.0, 5.7, 9.3, 5.5, 9.8, 6.6, 6.8], mean squared curvature=[10.0, 10.0, 6.0, 7.0, 5.5, 8.9, 10.0, 10.0]
