
Aspect ratio at max_mode 2: 7.000824458564571
Mean iota at 2: -1.1787660705658396
Quasisymmetry objective at max_mode 2: 0.0040597396717392265
Squared flux at max_mode 2: 0.6489624158255295
fun_coils#723 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.4e-08, J_CURVATURE=0.0e+00, J_MSC=2.0e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=3.4e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.6, 8.2, 6.7, 6.5], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#724 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.4e-08, J_CURVATURE=0.0e+00, J_MSC=1.9e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=3.2e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.7, 8.2, 6.7, 6.5], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#725 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.4e-08, J_CURVATURE=0.0e+00, J_MSC=2.3e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=3.0e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.7, 8.2, 6.7, 6.5], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#726 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.4e-08, J_CURVATURE=0.0e+00, J_MSC=1.8e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=2.9e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.7, 8.2, 6.7, 6.5], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#727 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.4e-08, J_CURVATURE=0.0e+00, J_MSC=1.8e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=2.9e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.7, 8.2, 6.7, 6.5], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#728 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.4e-08, J_CURVATURE=0.0e+00, J_MSC=2.1e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=3.3e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.6, 8.2, 6.7, 6.5], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#729 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.4e-08, J_CURVATURE=0.0e+00, J_MSC=2.5e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=3.8e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.6, 8.2, 6.7, 6.5], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#730 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.4e-08, J_CURVATURE=0.0e+00, J_MSC=1.8e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=3.6e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.6, 8.2, 6.7, 6.5], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#731 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.4e-08, J_CURVATURE=0.0e+00, J_MSC=2.7e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=3.5e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.6, 8.2, 6.7, 6.5], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#732 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.5e-08, J_CURVATURE=0.0e+00, J_MSC=2.0e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=3.2e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.6, 8.2, 6.7, 6.5], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#733 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.5e-08, J_CURVATURE=0.0e+00, J_MSC=1.9e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=3.4e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.6, 8.2, 6.8, 6.5], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#734 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.6e-08, J_CURVATURE=0.0e+00, J_MSC=2.5e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=3.8e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.6, 8.2, 6.8, 6.5], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#735 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.6e-08, J_CURVATURE=0.0e+00, J_MSC=2.0e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=3.9e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.6, 8.2, 6.8, 6.5], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#736 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.6e-08, J_CURVATURE=0.0e+00, J_MSC=2.2e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=4.0e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.6, 8.2, 6.8, 6.5], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#737 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.6e-08, J_CURVATURE=0.0e+00, J_MSC=1.9e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=3.8e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.6, 8.2, 6.7, 6.5], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#738 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.6e-08, J_CURVATURE=0.0e+00, J_MSC=1.6e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=3.6e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.6, 8.2, 6.7, 6.5], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#739 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.6e-08, J_CURVATURE=0.0e+00, J_MSC=1.6e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=3.5e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.6, 8.2, 6.7, 6.5], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#740 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.6e-08, J_CURVATURE=0.0e+00, J_MSC=1.5e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=3.3e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.6, 8.2, 6.7, 6.5], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#741 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.6e-08, J_CURVATURE=0.0e+00, J_MSC=1.6e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=3.3e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.6, 8.2, 6.7, 6.5], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#742 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.7e-08, J_CURVATURE=0.0e+00, J_MSC=2.0e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=3.2e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.6, 8.2, 6.7, 6.6], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#743 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.7e-08, J_CURVATURE=0.0e+00, J_MSC=1.9e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=3.1e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.6, 8.2, 6.8, 6.6], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#744 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.7e-08, J_CURVATURE=0.0e+00, J_MSC=1.6e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=3.1e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.6, 8.2, 6.7, 6.6], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#745 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.7e-08, J_CURVATURE=0.0e+00, J_MSC=2.3e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=3.1e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.6, 8.2, 6.7, 6.6], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#746 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.7e-08, J_CURVATURE=0.0e+00, J_MSC=1.7e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=3.1e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.6, 8.2, 6.7, 6.6], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#747 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.7e-08, J_CURVATURE=0.0e+00, J_MSC=1.9e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=3.2e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.6, 8.2, 6.7, 6.6], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#748 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.7e-08, J_CURVATURE=0.0e+00, J_MSC=2.0e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=3.1e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.6, 8.2, 6.7, 6.6], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#749 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.7e-08, J_CURVATURE=0.0e+00, J_MSC=2.1e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=3.1e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.5, 8.2, 6.7, 6.6], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#750 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.7e-08, J_CURVATURE=0.0e+00, J_MSC=2.0e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=2.9e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.5, 8.2, 6.7, 6.6], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#751 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.7e-08, J_CURVATURE=0.0e+00, J_MSC=2.0e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=2.9e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.5, 8.2, 6.7, 6.6], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#752 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.7e-08, J_CURVATURE=0.0e+00, J_MSC=2.0e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=3.2e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.5, 8.3, 6.7, 6.6], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#753 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.6e-08, J_CURVATURE=0.0e+00, J_MSC=2.2e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=3.3e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.5, 8.3, 6.7, 6.6], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#754 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.7e-08, J_CURVATURE=0.0e+00, J_MSC=2.2e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=3.6e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.5, 8.5, 8.3, 6.7, 6.6], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#755 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.7e-08, J_CURVATURE=0.0e+00, J_MSC=1.6e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=3.4e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.5, 8.3, 6.7, 6.6], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#756 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.7e-08, J_CURVATURE=0.0e+00, J_MSC=2.2e-09, J_ALS=1.1e-07, J_LENGTH_PENALTY=3.2e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.5, 8.3, 6.7, 6.6], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#757 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.8e-08, J_CURVATURE=0.0e+00, J_MSC=2.0e-09, J_ALS=1.1e-07, J_LENGTH_PENALTY=3.2e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.5, 8.3, 6.8, 6.6], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#758 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.8e-08, J_CURVATURE=0.0e+00, J_MSC=2.0e-09, J_ALS=1.1e-07, J_LENGTH_PENALTY=3.3e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.5, 8.3, 6.8, 6.6], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#759 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.8e-08, J_CURVATURE=0.0e+00, J_MSC=2.2e-09, J_ALS=1.1e-07, J_LENGTH_PENALTY=3.6e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.5, 8.3, 6.8, 6.6], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#760 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.9e-08, J_CURVATURE=0.0e+00, J_MSC=2.2e-09, J_ALS=1.1e-07, J_LENGTH_PENALTY=3.7e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.6, 8.3, 6.7, 6.6], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#761 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.9e-08, J_CURVATURE=0.0e+00, J_MSC=1.5e-09, J_ALS=1.1e-07, J_LENGTH_PENALTY=3.8e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.6, 8.3, 6.7, 6.6], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#762 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.9e-08, J_CURVATURE=0.0e+00, J_MSC=1.8e-09, J_ALS=1.1e-07, J_LENGTH_PENALTY=3.9e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.6, 8.4, 6.7, 6.6], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#763 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.9e-08, J_CURVATURE=0.0e+00, J_MSC=2.3e-09, J_ALS=1.1e-07, J_LENGTH_PENALTY=3.8e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.6, 8.4, 6.8, 6.6], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#764 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.9e-08, J_CURVATURE=0.0e+00, J_MSC=2.4e-09, J_ALS=1.1e-07, J_LENGTH_PENALTY=3.4e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.6, 8.4, 6.8, 6.6], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#765 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.9e-08, J_CURVATURE=0.0e+00, J_MSC=2.3e-09, J_ALS=1.1e-07, J_LENGTH_PENALTY=3.1e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.6, 8.4, 6.8, 6.6], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#766 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.9e-08, J_CURVATURE=0.0e+00, J_MSC=1.8e-09, J_ALS=1.1e-07, J_LENGTH_PENALTY=2.6e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.6, 8.4, 6.8, 6.6], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#767 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=5.0e-08, J_CURVATURE=0.0e+00, J_MSC=1.9e-09, J_ALS=1.1e-07, J_LENGTH_PENALTY=2.6e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.7, 8.4, 6.8, 6.6], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#768 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=5.0e-08, J_CURVATURE=0.0e+00, J_MSC=1.3e-09, J_ALS=1.1e-07, J_LENGTH_PENALTY=2.9e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.7, 8.4, 6.8, 6.6], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#769 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=5.0e-08, J_CURVATURE=0.0e+00, J_MSC=1.4e-09, J_ALS=1.1e-07, J_LENGTH_PENALTY=3.1e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.7, 8.4, 6.8, 6.6], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#770 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=5.0e-08, J_CURVATURE=0.0e+00, J_MSC=1.7e-09, J_ALS=1.1e-07, J_LENGTH_PENALTY=3.2e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.7, 8.4, 6.8, 6.6], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#771 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=5.0e-08, J_CURVATURE=0.0e+00, J_MSC=1.7e-09, J_ALS=1.1e-07, J_LENGTH_PENALTY=3.1e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.7, 8.4, 6.8, 6.6], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#772 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=5.0e-08, J_CURVATURE=0.0e+00, J_MSC=1.9e-09, J_ALS=1.1e-07, J_LENGTH_PENALTY=3.1e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.7, 8.4, 6.8, 6.6], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#773 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.9e-08, J_CURVATURE=0.0e+00, J_MSC=2.0e-09, J_ALS=1.1e-07, J_LENGTH_PENALTY=2.8e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.7, 8.4, 6.8, 6.6], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#774 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.9e-08, J_CURVATURE=0.0e+00, J_MSC=2.3e-09, J_ALS=1.1e-07, J_LENGTH_PENALTY=3.1e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.7, 8.4, 6.8, 6.6], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#775 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.9e-08, J_CURVATURE=0.0e+00, J_MSC=2.9e-09, J_ALS=1.1e-07, J_LENGTH_PENALTY=3.3e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.7, 8.4, 6.8, 6.6], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
