
Aspect ratio at max_mode 2: 7.000824458564571
Mean iota at 2: -1.1787660705658396
Quasisymmetry objective at max_mode 2: 0.0040597396717392265
Squared flux at max_mode 2: 0.6489624158255295
fun_coils#670 - J=6.5e-06, Jf=6.4e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.4e-06, J_length=1.4e-06, J_CC=5.0e-08, J_CURVATURE=0.0e+00, J_MSC=2.4e-09, J_ALS=1.3e-07, J_LENGTH_PENALTY=2.9e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.7, 8.8, 8.7, 6.8, 6.4], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#671 - J=6.5e-06, Jf=6.4e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.4e-06, J_length=1.4e-06, J_CC=5.0e-08, J_CURVATURE=0.0e+00, J_MSC=2.3e-09, J_ALS=1.3e-07, J_LENGTH_PENALTY=3.0e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.7, 8.8, 8.7, 6.8, 6.4], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#672 - J=6.5e-06, Jf=6.4e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.4e-06, J_length=1.4e-06, J_CC=5.0e-08, J_CURVATURE=0.0e+00, J_MSC=2.3e-09, J_ALS=1.3e-07, J_LENGTH_PENALTY=2.9e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.7, 8.8, 8.7, 6.8, 6.4], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#673 - J=6.5e-06, Jf=6.4e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.4e-06, J_length=1.4e-06, J_CC=5.0e-08, J_CURVATURE=0.0e+00, J_MSC=2.6e-09, J_ALS=1.3e-07, J_LENGTH_PENALTY=3.1e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.7, 8.8, 8.7, 6.8, 6.4], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#674 - J=6.5e-06, Jf=6.4e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.4e-06, J_length=1.4e-06, J_CC=4.9e-08, J_CURVATURE=0.0e+00, J_MSC=2.1e-09, J_ALS=1.3e-07, J_LENGTH_PENALTY=3.1e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.7, 8.8, 8.7, 6.7, 6.4], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#675 - J=6.5e-06, Jf=6.4e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.4e-06, J_length=1.4e-06, J_CC=4.9e-08, J_CURVATURE=0.0e+00, J_MSC=2.2e-09, J_ALS=1.3e-07, J_LENGTH_PENALTY=3.1e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.7, 8.8, 8.7, 6.7, 6.4], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#676 - J=6.5e-06, Jf=6.4e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.4e-06, J_length=1.4e-06, J_CC=4.9e-08, J_CURVATURE=0.0e+00, J_MSC=2.0e-09, J_ALS=1.3e-07, J_LENGTH_PENALTY=3.2e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.7, 8.8, 8.7, 6.7, 6.4], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#677 - J=6.5e-06, Jf=6.4e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.4e-06, J_length=1.4e-06, J_CC=4.9e-08, J_CURVATURE=0.0e+00, J_MSC=1.8e-09, J_ALS=1.3e-07, J_LENGTH_PENALTY=3.2e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.7, 8.8, 8.7, 6.7, 6.5], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#678 - J=6.5e-06, Jf=6.4e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.4e-06, J_length=1.4e-06, J_CC=4.9e-08, J_CURVATURE=0.0e+00, J_MSC=1.8e-09, J_ALS=1.3e-07, J_LENGTH_PENALTY=3.3e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.7, 8.8, 8.7, 6.7, 6.5], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#679 - J=6.5e-06, Jf=6.4e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.4e-06, J_length=1.4e-06, J_CC=5.0e-08, J_CURVATURE=0.0e+00, J_MSC=1.7e-09, J_ALS=1.3e-07, J_LENGTH_PENALTY=3.3e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.7, 8.8, 8.7, 6.7, 6.4], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#680 - J=6.5e-06, Jf=6.4e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.4e-06, J_length=1.4e-06, J_CC=5.0e-08, J_CURVATURE=0.0e+00, J_MSC=2.4e-09, J_ALS=1.3e-07, J_LENGTH_PENALTY=3.4e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.7, 8.7, 8.7, 6.7, 6.4], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#681 - J=6.5e-06, Jf=6.4e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.4e-06, J_length=1.4e-06, J_CC=5.0e-08, J_CURVATURE=0.0e+00, J_MSC=2.0e-09, J_ALS=1.3e-07, J_LENGTH_PENALTY=3.2e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.7, 8.7, 8.7, 6.7, 6.4], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#682 - J=6.5e-06, Jf=6.4e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.4e-06, J_length=1.4e-06, J_CC=5.0e-08, J_CURVATURE=0.0e+00, J_MSC=1.7e-09, J_ALS=1.3e-07, J_LENGTH_PENALTY=3.0e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.7, 8.7, 8.7, 6.7, 6.4], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#683 - J=6.5e-06, Jf=6.4e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.4e-06, J_length=1.4e-06, J_CC=5.1e-08, J_CURVATURE=0.0e+00, J_MSC=2.1e-09, J_ALS=1.3e-07, J_LENGTH_PENALTY=2.8e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.7, 8.7, 6.6, 6.4], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#684 - J=6.5e-06, Jf=6.4e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.4e-06, J_length=1.4e-06, J_CC=5.1e-08, J_CURVATURE=0.0e+00, J_MSC=2.6e-09, J_ALS=1.3e-07, J_LENGTH_PENALTY=2.5e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.7, 8.6, 6.6, 6.4], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#685 - J=6.5e-06, Jf=6.4e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.4e-06, J_length=1.4e-06, J_CC=5.1e-08, J_CURVATURE=0.0e+00, J_MSC=1.8e-09, J_ALS=1.3e-07, J_LENGTH_PENALTY=2.4e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.7, 8.6, 6.6, 6.4], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#686 - J=6.5e-06, Jf=6.4e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.4e-06, J_length=1.4e-06, J_CC=5.1e-08, J_CURVATURE=0.0e+00, J_MSC=1.9e-09, J_ALS=1.3e-07, J_LENGTH_PENALTY=2.5e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.7, 8.6, 6.6, 6.4], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#687 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=5.1e-08, J_CURVATURE=0.0e+00, J_MSC=2.6e-09, J_ALS=1.3e-07, J_LENGTH_PENALTY=2.7e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.6, 8.6, 6.6, 6.4], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#688 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=5.1e-08, J_CURVATURE=0.0e+00, J_MSC=1.6e-09, J_ALS=1.3e-07, J_LENGTH_PENALTY=2.7e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.7, 8.6, 6.6, 6.4], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#689 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=5.1e-08, J_CURVATURE=0.0e+00, J_MSC=1.7e-09, J_ALS=1.3e-07, J_LENGTH_PENALTY=2.7e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.7, 8.6, 6.6, 6.4], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#690 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=5.2e-08, J_CURVATURE=0.0e+00, J_MSC=2.3e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=2.8e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.6, 8.5, 6.6, 6.4], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#691 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=5.1e-08, J_CURVATURE=0.0e+00, J_MSC=1.9e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=2.8e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.6, 8.5, 6.6, 6.4], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#692 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=5.1e-08, J_CURVATURE=0.0e+00, J_MSC=1.7e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=2.7e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.7, 8.5, 6.6, 6.4], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#693 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=5.1e-08, J_CURVATURE=0.0e+00, J_MSC=2.7e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=2.8e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.7, 8.5, 6.7, 6.4], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#694 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=5.0e-08, J_CURVATURE=0.0e+00, J_MSC=2.1e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=2.8e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.7, 8.5, 6.7, 6.4], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#695 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=5.1e-08, J_CURVATURE=0.0e+00, J_MSC=1.9e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=2.7e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.7, 8.5, 6.7, 6.4], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#696 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=5.1e-08, J_CURVATURE=0.0e+00, J_MSC=2.3e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=2.8e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.6, 8.4, 6.7, 6.4], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#697 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=5.1e-08, J_CURVATURE=0.0e+00, J_MSC=2.2e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=2.8e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.6, 8.4, 6.7, 6.4], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#698 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=5.1e-08, J_CURVATURE=0.0e+00, J_MSC=2.2e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=3.0e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.6, 8.4, 6.7, 6.4], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#699 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=5.0e-08, J_CURVATURE=0.0e+00, J_MSC=2.3e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=3.1e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.5, 8.6, 8.4, 6.7, 6.4], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#700 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=5.0e-08, J_CURVATURE=0.0e+00, J_MSC=1.8e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=3.1e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.5, 8.6, 8.4, 6.7, 6.4], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#701 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=5.0e-08, J_CURVATURE=0.0e+00, J_MSC=2.1e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=3.1e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.5, 8.6, 8.4, 6.7, 6.4], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#702 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=5.0e-08, J_CURVATURE=0.0e+00, J_MSC=2.0e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=3.0e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.6, 8.4, 6.7, 6.4], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#703 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.9e-08, J_CURVATURE=0.0e+00, J_MSC=2.4e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=3.2e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.6, 8.4, 6.7, 6.4], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#704 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.8e-08, J_CURVATURE=0.0e+00, J_MSC=2.2e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=3.2e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.6, 8.3, 6.7, 6.4], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#705 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.8e-08, J_CURVATURE=0.0e+00, J_MSC=3.0e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=3.3e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.6, 8.3, 6.7, 6.4], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#706 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.8e-08, J_CURVATURE=0.0e+00, J_MSC=2.0e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=3.1e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.6, 8.3, 6.7, 6.4], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#707 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.7e-08, J_CURVATURE=0.0e+00, J_MSC=2.0e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=3.1e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.6, 8.3, 6.7, 6.4], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#708 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.6e-08, J_CURVATURE=0.0e+00, J_MSC=2.2e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=3.1e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.6, 8.3, 6.7, 6.4], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#709 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.5e-08, J_CURVATURE=0.0e+00, J_MSC=2.2e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=3.2e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.6, 8.3, 6.7, 6.4], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#710 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.4e-08, J_CURVATURE=0.0e+00, J_MSC=2.1e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=2.9e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.6, 8.2, 6.7, 6.4], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#711 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.5e-08, J_CURVATURE=0.0e+00, J_MSC=1.3e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=2.8e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.6, 8.2, 6.7, 6.5], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#712 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.5e-08, J_CURVATURE=0.0e+00, J_MSC=1.9e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=3.4e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.5, 8.6, 8.2, 6.6, 6.5], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#713 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.4e-08, J_CURVATURE=0.0e+00, J_MSC=2.2e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=3.7e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.5, 8.6, 8.2, 6.6, 6.5], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#714 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.4e-08, J_CURVATURE=0.0e+00, J_MSC=2.6e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=3.7e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.5, 8.6, 8.2, 6.7, 6.4], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#715 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.4e-08, J_CURVATURE=0.0e+00, J_MSC=2.1e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=3.2e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.5, 8.6, 8.2, 6.7, 6.4], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#716 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.5e-08, J_CURVATURE=0.0e+00, J_MSC=2.1e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=2.7e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.5, 8.6, 8.2, 6.7, 6.4], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#717 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.5e-08, J_CURVATURE=0.0e+00, J_MSC=1.9e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=2.4e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.5, 8.6, 8.2, 6.7, 6.4], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#718 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.5e-08, J_CURVATURE=0.0e+00, J_MSC=2.5e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=2.4e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.5, 8.6, 8.2, 6.7, 6.4], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#719 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.5e-08, J_CURVATURE=0.0e+00, J_MSC=1.8e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=2.5e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.6, 8.2, 6.7, 6.4], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#720 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.5e-08, J_CURVATURE=0.0e+00, J_MSC=1.4e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=2.8e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.6, 8.2, 6.7, 6.4], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#721 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.4e-08, J_CURVATURE=0.0e+00, J_MSC=2.1e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=3.5e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.6, 8.2, 6.7, 6.5], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
fun_coils#722 - J=6.5e-06, Jf=6.3e-06, ⟨B·n⟩=6.3e-04, C-C-Sep=0.05 Jf=6.3e-06, J_length=1.4e-06, J_CC=4.4e-08, J_CURVATURE=0.0e+00, J_MSC=1.9e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=3.6e-09 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.6, 8.2, 6.7, 6.5], mean squared curvature=[16.0, 16.0, 16.0, 16.0, 16.0]
